recording_id	recording_title	performer_name	label_name	catalog_number	source_id	source_reference	confidence	review_status
REC001507	El Corrido De Martin Corona	Dueto Adan Y Eva	Peerless	3876	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001508	El Corrido De Montana	Lupe y Bella	Peerless	5237	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001509	El Corrido De Nayarit	Martin Y Malena	Peerless	2594	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001510	El Corrido De Nayarit	Martin Y Malena	Peerless	3796	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001511	El Corrido De Pedro Infante	Alegres De Terán Y Marcelo Y Aurelia	Peerless	5376	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001513	El Corrido Del Chamizal	Dueto Aguila Y Sol	Peerless	7956-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001515	El Corrido Martin Toscano	Martin Y Malena	Peerless	2835	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001522	El Crimen De Cuajimalpa	Pepe Y Lulu	Peerless	4224	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001523	El Crucifijo De Piedra	Lola Beltran Y Hnos. Michel	Peerless	4501A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001531	El Cuatro Lenguas	Dueto Timbre Y Sobre	Peerless	8137-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001546	El Descalzo	Lupe y Bella	Peerless	5237	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001552	El Dia De San Juan	Martin Y Eloisa	Peerless	1936	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001556	El Dia Que Me Quieras	Martin Y Malena	Peerless	2152	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001560	El Diablo Y Yo	Cuco Y Lupe	Peerless	10045-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001576	El Encuentro	Cuarteto Metropolitano De Felipe Bermejo	Peerless	2735	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001583	El Ferrocarril	Martin Y Malena	Peerless	3276	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001626	El Güero	Dueto Sanchez Y Galvez	Peerless	3856	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001634	El Hijo De Juan Charrasqueado	Martin Y Malena	Peerless	2581	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001637	El Hijo Desobediente	Martin Y Malena	Peerless	1999	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001649	El Huerfano	Martin Y Martita	Peerless	2358	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001669	El Jilguerillo	Bertha Y Juan	Peerless	6144	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001685	El Limpiabotas	Cuates Castilla Y Ana Morena	Peerless	4298-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001694	El Mamey	Orquesta De Abel Domínguez	Peerless	2326	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001695	El Manicero	D’Artega Orchestra	Peerless	3366	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001702	El Marranito	Orquesta Cubana De Domingo Vernier	Peerless	3482	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001703	El Martir Azteca	Carlos Madrigal - Emilio Galvez	Peerless	4126A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001704	El Mas Grande	Orquesta Cubana De Domingo Vernier Mango	Peerless	4339-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001711	El Minero	Martin Y Eloisa	Peerless	1877	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001722	El Mosquito Americano	Cuco Y Lupe	Peerless	10034-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001740	El Nuevo Mezquite	Martin Y Martita	Peerless	2274	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001743	El Otro Lado	Martin Y Malena	Peerless	2114	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001744	El Pachuco Bailarin	Orquesta De Ramon Marquez	Peerless	4067	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001773	El Peine	Dueto Aguila Y Sol	Peerless	7684	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001775	El Perdido	Martin Y Malena	Peerless	2587	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001790	El Potrancon	Cirila Y Celedonio	Peerless	3853	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001816	El Ranchero Afamado	Angelina Y Tono	Peerless	2942	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001821	El Reacatan	Martin Y Malena	Peerless	2590	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001836	El Rey De Los Chiviricos	Orquesta De Miguel Angel Pazos	Peerless	4305-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001854	El Sinaloense	Martin Y Malena	Peerless	2322	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001873	El Son Se Fue De Cuba	Cuarteto Ruffino	Peerless	7867	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001876	El Suby Gallego	Orquesta De Ramon Marquez	Peerless	4034	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001897	El Tiro De Gracia	Martin Y Malena	Peerless	3022	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001915	El Tren De La Victoria	Orquesta De Noe Fajardo	Peerless	2136	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001921	El Tunel	Montane - Andrade - Jimenez	Peerless	4536-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001932	El Vato Gacho	Angelina Y Tono	Peerless	2374	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001938	El Volado	Dueto Carlos Y Alicia	Peerless	3339	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001953	Elia	Acerina y su Danzonera	Peerless	2252	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001965	Eloy Cavazos	Mariachi Oro Y Plata De Pepe Chávez	Peerless	2046	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001974	En Donde Esta Mi Saxofon	Dueto Adan Y Eva	Peerless	3705	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001987	En Que Quedamos Por Fin	Martin Y Eloisa	Peerless	1864	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC001996	En Un Apuro	Martin Y Eloisa	Peerless	1956	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002008	Entre Copa Y Copa	Dueto Adan Y Eva	Peerless	3803	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002025	Errante Y Vagabundo	Martin Y Malena	Peerless	2804	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002039	Es Tan Bueno	Cuarteto Armonico	Peerless	3610	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002057	España Cañi	Orquesta J. S. Garrido	Peerless	2483	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002066	Espera	Cuarteto Armonico	Peerless	4350-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002073	Espinita	Cuarteto Armonico	Peerless	4512B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002081	Esta Noche Me Emborracho	Cuco Y Lupe	Peerless	10033-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002093	Estate Quieto, Jose	Martin Y Malena	Peerless	2791	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002120	Fantasia Impromtu	Orquesta De Juan S. Garrido	Peerless	2223	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002137	Fili Nava	Orquesta De Filiberto Cedillo	Peerless	5007	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002151	Florencio Robles	Dueto Aguila Y Sol	Peerless	8057-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002179	Gitanillo	Mariachi Oro Y Plata De Pepe Chávez	Peerless	2046	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002180	Gitano De Chicago	Orquesta De Joaquin P.Monroy	Peerless	4330-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002216	Grito De La Independencia	Cuarteto Metropolitano De Felipe Bermejo	Peerless	2645	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002224	Guajira	Cuarteto Ruffino	Peerless	7867	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002232	Güera Color De Rosa	Dueto Carlos Y Alicia	Peerless	3339	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002236	Hace Un Año	Martin Y Eloisa	Peerless	1904	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002247	Hasta Cuando Mi Grandota	Dueto Adan Y Eva	Peerless	3876	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002249	Hasta La Pregunta Es Necia	Martin Y Martita	Peerless	2254	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002250	Hasta La Tumba	Martin Y Eloisa	Peerless	1974	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002255	Hay Que Dolor!	Martin Y Malena	Peerless	2619	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002265	Hechizo	Orquesta De Ramon Marquez	Peerless	4241-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002266	Hermosa Adelaida	Angelina Y Tono	Peerless	2491	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002271	Hi Lili, Hi-Lo	Orquesta De Juan Garcia Medeles	Peerless	4303-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002285	Historia De Un Amor	Pimentel Y Ledezma	Peerless	4864A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002289	Hoja De Un Arbol	Victor Cordero Y Martita	Peerless	3173	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002291	Hoja Seca	Orquesta De Juan S. Garrido	Peerless	2134	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002297	Homenaje A Chucho Monge	Dueto Aguila Y Sol	Peerless	8226-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002298	Homenaje a Julio Lozano Diaz	Orquesta Internacional	Peerless	PS-12a	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002302	Hotel Santa Barbara	Cuarteto Armonico	Peerless	4504B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002311	Hoy Te Digo Adios	Bertha Y Juan	Peerless	6144	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002318	Humanidad	Orquesta De Memo Salamanca	Peerless	6109	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002331	Imposible	Cuarteto Armonico	Peerless	4350-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002343	Ingrata Mujer	Dueto Adan Y Eva	Peerless	3631	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002356	Intimo Secreto	Orquesta De Filiberto Cedillo	Peerless	5007	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002361	Isabelita	Martin Y Malena	Peerless	3022	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002369	Jalisco Lindo	Martin Y Malena	Peerless	2335	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002381	Jarabe Tapatio	Orquesta Posadas	Peerless	7101	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002386	Jesus Cordoba	Mariachi Oro Y Plata De Pepe Chávez	Peerless	2046	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002396	Juan Chamalonga	Orquesta De Ramon Marquez	Peerless	4241-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002397	Juan Charrasqueado	Martin Y Martita	Peerless	2519	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002404	Juanita Aparicio	Mariachi Oro Y Plata De Pepe Chávez	Peerless	2046	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002408	Jugo De Piña	Mariachi Blanco Y Negro	Peerless	lp-1878	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002418	Kid Azteca	Orquesta De Abel Domínguez	Peerless	2326	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002419	La Vacilada	Angelina Y Tono	Peerless	2313	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002436	La Bamba	Orquesta De Juan S. Garrido	Peerless	2223	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002437	La Bamba	Orquesta De Juan S. Garrido	Peerless	3096	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002448	La Barca De Oro	Orquesta De Antonio Escobar	Peerless	2343	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002458	La Burla	Martin Y Eloisa	Peerless	1806	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002499	La Chaparrita Del Cafe	Mariachi Blanco Y Negro	Peerless	lp-1878	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002502	La Chapulina	Orquesta Mexicana De Raul Diaz El Mago	Peerless	4454B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002505	La Chipichanga	Dueto Adan Y Eva	Peerless	4013	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002533	La Cumparsita	Orquesta De Juan Garcia Medeles	Peerless	3181	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002540	La Embarcacion	Martin Y Malena	Peerless	2711	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002548	La Enramada	Pimentel Y Ledezma	Peerless	4864B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002573	La Gallina Blanca	Dueto Adan Y Eva	Peerless	4013	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002604	La Invasion	Martin Y Malena	Peerless	2081	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002618	La Lola	Martin Y Eloisa	Peerless	1878	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002623	La Lupita	Angelina Y Tono	Peerless	2478	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002624	La Madre Del Cordero	Orquesta J. S. Garrido	Peerless	2483	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002627	La Mal Casada	Dueto Aguila Y Sol	Peerless	7684	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002633	La Malagueña Cruzada	Conjunto De Cuerdas Y Arpa Grande De Antioco Garibay Y Leandro Corona	Peerless	1664	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002641	La Mancha De La Pobreza	Angelina Y Tono	Peerless	2374	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002643	La Mancornadora	Martin Y Martita	Peerless	2176	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002655	La Mariquita	Victor Cordero Y Martita	Peerless	3091	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002661	La Mejor Faena	Orquesta Mexicana De Raul Diaz El Mago	Peerless	4454A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002667	La Modesta	Martin Y Eloisa	Peerless	1705	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002668	La Modesta	Martin Y Eloisa	Peerless	1972	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002694	La Mula Bronca	Angelina Y Tono	Peerless	2768	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002696	La Negra	Marimba Orquesta De Los Hnos. Dominguez	Peerless	1930	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002727	La Palma	Martin Y Malena	Peerless	2027	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002742	La Pascasia	Hermanas Cora Y Hermanos Zaizar	Peerless	5051	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002788	La Raspa	Orquesta Juan S. Garrido	Peerless	2238	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002789	La Raspa	Orquesta De Juan S. Garrido	Peerless	3096	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002798	La Rielera	La Prieta Linda y Hermanos Zaizar	Peerless	4552	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002805	La Segunda Despedida	Manuel Nuñez Y Goty	Peerless	10031-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002812	La Sortija	Dueto Aguila Y Sol	Peerless	7987-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002834	La Ultima Cancion	Lola Beltran Y Trio Hnos. Michel	Peerless	4690B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002857	La Vida En Rosa	Orquesta De Juan Garcia Medeles	Peerless	3038	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002863	La Vieja De Pancho	Duarte y sus Corsarios	Peerless	3802	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002866	La Virgen De La Macarena	Marimba Orquesta De Los Hnos. Dominguez	Peerless	1930	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002881	Lagrimas Negras	Orquesta De Arturo Nuñez	Peerless	5005	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002885	Lamento Borincano	Orquesta De Memo Salamanca	Peerless	7056	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002923	Las Dos Huastecas	Martin Y Malena	Peerless	1928	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002924	Las Esquinas De Tu Casa	Dueto Aguila Y Sol	Peerless	8062-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002926	Las Golondrinas	Orquesta De Juan Garcia Medeles	Peerless	4440-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002944	Las Mañanitas	Beatriz Eugenia y Luis Lozano	Peerless	2983	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002949	Las Naguas Blancas	Conjunto De Cuerdas Y Arpa Grande De Antioco Garibay	Peerless	1664	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002969	Las Tres De Maria Luisa	Martin Y Malena	Peerless	2835	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002977	Lastima De Ti	Cuarteto Armonico	Peerless	4512A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002979	Le Pido Al Cielo	Martin Y Malena	Peerless	2172	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002982	Lengua Larga	Martin Y Malena	Peerless	2447	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002998	Limosna De Un Hijo	Manuel Nuñez Y Goty	Peerless	10031-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003007	Linette	Orquesta De Miguel Angel Pazos	Peerless	4305-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003010	Lisboa Antigua	Orquesta De Juan Garcia Medeles	Peerless	3634	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003012	Llegando A Ti	Dueto Aguila Y Sol	Peerless	7864	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003023	Llego La Bomba	Orquesta De Juan S. Garrido	Peerless	2306	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003050	Lo Pasado Pasado	Pepe Y Lulu	Peerless	4334-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003058	Lo Siento Por Ti	Pimentel - Ledezma	Peerless	4717B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003062	Los Albañiles	Martin Y Malena	Peerless	1934	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003082	Los Caracoles	Martin Y Malena	Peerless	2746	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003086	Los Cuatro Vicios	Martin Y Eloisa	Peerless	1904	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003087	Los Desengaños	Dueto Aguila Y Sol	Peerless	7649-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003088	Los Deseñganos	Dueto Adan Y Eva	Peerless	3705	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003100	Los Fomentos	Dueto Adan Y Eva	Peerless	3955	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003104	Los Girasoles	Dueto Adan Y Eva	Peerless	3631	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
