recording_id	recording_title	performer_name	label_name	catalog_number	source_id	source_reference	confidence	review_status
REC003107	Los Gurriones	Angelina Y Tono	Peerless	2485	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003118	Los Mecanicos	Martha Y Felipe	Peerless	6008	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003120	Los Ninos Heroes	Cuarteto Metropolitano De Felipe Bermejo	Peerless	2645	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003140	Luna Bonita	Cuarteto Armonico	Peerless	4546-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003141	Luna De Miel En Puerto Rico	Orquesta De Ismael Diaz	Peerless	4610A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003154	Madre Bendita Seas	Cuarteto Armonico	Peerless	5082	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003157	Madrecita Querida	Angelina Y Tono	Peerless	2832	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003168	Mal Pagadora De Amores	Dueto Aguila Y Sol	Peerless	7864	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003170	Mala Lengua	Martin Y Malena	Peerless	2110	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003173	Mala Racha	Martin Y Martita	Peerless	2345	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003190	Malena Querida	Martin Y Malena	Peerless	2714	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003195	Mambo #5	Orquesta Tropical Maravilla	Peerless	3155	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003196	Mambo #7	Orquesta Tropical De Chucho Rodriguez	Peerless	3239	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003197	Mambo Del Ruletero	Orquesta Tropical De Chucho Rodriguez	Peerless	3239	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003198	Mambo Moderno	Orquesta Tropical De Chucho Rodriguez	Peerless	3240	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003203	Mango Chupao	Dueto Aguila Y Sol	Peerless	7956-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003204	Mangos...? La Nueva Fiebre	Angelina Y Tono	Peerless	2832	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003206	Manolo Martinez	Mariachi Oro Y Plata De Pepe Chávez	Peerless	2046	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003217	Margarita	Orquesta Mexicana De Raul Diaz El Mago	Peerless	4481B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003218	Maria Adelita	Laurita y Ray	Peerless	2568	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003219	Maria Ay Maria	Martin Y Malena	Peerless	2335	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003225	Maria Elena	Orquesta Posadas	Peerless	890	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003231	Maria Teresa	Dueto Sanchez Y Galvez	Peerless	3856	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003240	Marque Mi Corazon	Pepe Y Lulu	Peerless	4224	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003248	Mateo Magdaleno	Martin Y Catita	Peerless	2412	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003288	Me He De Comer Esa Tuna	Martin Y Malena	Peerless	2152	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003296	Me Muero	Marimba Orquesta De Hermanos Paniagua	Peerless	4692A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003327	Menitras	Cuarteto Armonico	Peerless	4296-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003331	Mentirosa Luna	Prieta Linda - Hermanos Zaizar	Peerless	4646A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003353	Mi Cabaña	Laurita y Ray	Peerless	2544	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003367	Mi Casita De Paja	Martin Y Malena	Peerless	2049	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003415	Mi Nuevo Cha, Cha, Cha	Montane - Andrade - Jimenez	Peerless	4536-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003433	Mi Polkita	Orquesta Mexicana De Raul Diaz El Mago	Peerless	4481A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003436	Mi Querer	Orquesta Posadas	Peerless	890	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003438	Mi Querida Alicia	Martin Y Malena	Peerless	2590	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003461	Mi Ultimo Fracaso	Pimentel - Ledezma	Peerless	4717A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003473	Mi Virgen Ranchera	Martin Y Malena	Peerless	2049	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003485	Mil Besos	Pimentel - Ledezma	Peerless	4641B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003498	Mirando Arriba	Dueto Timbre Y Sobre	Peerless	8137-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003524	Morir Soñando	Orquesta Sinfonica De Daniel Pérez Castañeda	Peerless	1891	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003547	Mujer Hilandera	Cuarteto Armonico	Peerless	4546-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003560	Musica De La Danza De Chananscua	Pedro Patricio Y Panfilo Patricio	Peerless	1663	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003561	Musica De La Danza De Guach -Guarariacha	Orquesta De Cuerdas Y Alientos De Alejandro Perucho	Peerless	1663	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003562	Musica De La Danza De La Paracat-Uarari	Orquesta De Cuerdas Y Alientos De Aurelio De La Cruz	Peerless	1663	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003563	Musica De La Danza De Los Curpitis	Orquesta De Cuerdas Y Alientos De Alejandro Perucho	Peerless	1663	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003564	Musica De La Danza De Los Viejitos	Orquesta De Cuerdas De Gervasio Lopez	Peerless	1663	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003565	Musica De La Danza Del Curuch-Urapiti	Orquesta De Cuerdas Y Alientos De Aurelio De La Cruz	Peerless	1663	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003569	Muy Enamorados	Orquesta De Juan Garcia Medeles	Peerless	3272	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003581	Nada Gano Con Quererte	Martin Y Malena	Peerless	2047	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003605	Nereidas	Orquesta De Abel Domínguez	Peerless	1819	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003608	Ni Cuerpo Ni Corazon	Mariachi Blanco Y Negro	Peerless	lp-1878	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003613	Ni Plata Ni Cobre	Alarcon Leal Y La Tamaulipeca	Peerless	2890	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003619	Niegalo Pues	Martin Y Eloisa	Peerless	1856	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003622	No	Dueto Aguila Y Sol	Peerless	7987-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003633	No Hace Falta	Cuarteto Armonico	Peerless	3809	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003634	No Hagas Polvo	Martin Y Eloisa	Peerless	1945	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003638	No Hay Nada Entre Los Dos	Martin Y Malena	Peerless	2447	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003640	No Les Pido Amor De Caridad	Martin Y Catita	Peerless	2412	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003654	No Me Digas Nada	Cuarteto Armonico	Peerless	3809	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003656	No Me Hables De Ese Amor	Tere Y Maricela	Peerless	PU-10004	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003668	No Me Rajo	Martin Y Malena	Peerless	2594	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003671	No Me Vengas A Llorar	Laurita y Ray	Peerless	2544	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003693	No Puedo Negar	Martin Y Malena	Peerless	3163	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003711	No Se Irrite	Orquesta De Miguel Angel Pazos	Peerless	4325-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003715	No Se Va A Poder	Angelina Y Tono	Peerless	2421	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003717	No Seas Asi	Martin Y Malena	Peerless	3821	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003718	No Soy Culpable	La Prieta Linda y Hermanos Zaizar	Peerless	4833	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003721	No Soy Guarin	Victor Cordero Y Martita	Peerless	3091	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003727	No Te Duermas Jose	Dueto Aguila Y Sol	Peerless	8110-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003730	No Te Importe Saber	Cuarteto Armonico	Peerless	3849	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003740	No Tengo Amigos	Victor Cordero Y Martita	Peerless	3045	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003758	No Vuelvas	Laurita y Ray	Peerless	2553	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003767	Noche Azul	Orquesta Marimba De Abel Dominguez	Peerless	1761	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003791	Nomas Porque Si	Martin Y Martita	Peerless	2358	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003792	Nori	Dueto Aguila Y Sol	Peerless	8226-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003798	Novillero	Mariachi Oro Y Plata De Pepe Chávez	Peerless	2046	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003858	Ojos Verdes	Orquesta Posadas	Peerless	816	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003860	Ole, Ole, Ole	Luis Aquiles Orchestra	Peerless	10010-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003870	Ora Que Tengo Un Amor	Martin Y Malena	Peerless	2291	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003885	Orquesta Principal	Acerina y su Danzonera	Peerless	2252	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003899	Oye Vale	Martin Y Eloisa	Peerless	1831	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003906	Pagare Tu Precio	Dueto Adan Y Eva	Peerless	3919	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003916	Palabra Que Da Coraje	Martha Y Felipe	Peerless	6008	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003927	Paloma Brava	Martin Y Malena	Peerless	2876	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003929	Paloma Consentida	Martin Y Malena	Peerless	2161	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003939	Paloma Misteriosa	Martin Y Malena	Peerless	2862	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003954	Pancho Pistolas	Laurita y Ray	Peerless	2623	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003963	Para No Caer	Martin Y Eloisa	Peerless	1956	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003968	Para Que Quiero Un Amor	Erendira Y Rene	Peerless	4809A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003980	Pasion Salinera	Martin Y Malena	Peerless	2637	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003984	Paso Del Norte	Poncho Y Martha	Peerless	LPL-325	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC003986	Pastelitos De Amor	Orquesta Juan S. Garrido	Peerless	2238	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004006	Peerlando	Orquesta De Noe Fajardo	Peerless	2797	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004010	Pena Penita	Cuarteto Armonico	Peerless	3977	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004056	Petenera Y Fandango	Orquesta De Joaquin P.Monroy	Peerless	4330-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004057	Petrita	Martin Y Eloisa	Peerless	1972	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004102	Por Adorarte	Lola Beltran Y Prieta Linda	Peerless	4381	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004104	Por Andar De Hablador	La Panchita Y Amapola	Peerless	2634	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004105	Por Aqui Se Fue	Martin Y Malena	Peerless	2629	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004107	Por Confiado	Martin Y Martita	Peerless	2406	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004114	Por Eso Lloro	Alarcon Leal Y La Tamaulipeca	Peerless	3475	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004158	Por Ti Lloro	Martin Y Catita	Peerless	2400	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004161	Por Ultima Vez	Martin Y Malena	Peerless	2246	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004190	Porque No Me Besas	Cuarteto Armonico	Peerless	4488A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004193	Porqué Te Quiero	Martin Y Malena	Peerless	2291	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004221	Primera Ilusion	Cuarteto Armonico	Peerless	4699A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004224	Primero Guanajuato	Martin Y Malena	Peerless	1990	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004258	Puro Amor	Dueto Blanco Y Negro	Peerless	5009	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004262	Puñalada Trapera	Lola Beltran Y Trio Hnos. Michel	Peerless	4556A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004295	Que Divino	Cuarteto Armonico	Peerless	3675	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004310	Que Lindo	Cuarteto Armonico	Peerless	3849	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004329	Que Milagro Chaparrita	Dueto Adan Y Eva	Peerless	3661	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004341	Que Padecer	Martin Y Martita	Peerless	2406	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004347	Que Paso Vamos Ay	Martin Y Malena	Peerless	2587	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004354	Que Rico El Mambo	Orquesta Tropical Maravilla	Peerless	3161	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004363	Que Seas Feliz	Orquesta De Arturo Nuñez	Peerless	5005	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004369	Que Siga El Mambo	Orquesta Tropical Maravilla	Peerless	3155	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004395	Que Tristeza Me Da	Martin Y Malena	Peerless	2876	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004398	Que Vaya Muy Lejos	Dueto Adan Y Eva	Peerless	3661	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004400	Que Voy Hacer	Laurita y Ray	Peerless	2623	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004403	Que Ya Te Vas?	Lola Beltran y Los Tres Cotorros	Peerless	4865-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004421	Quiereme Asi	Cuarteto Armonico	Peerless	3675	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004474	Redova	Cuarteto Metropolitano De Felipe Bermejo	Peerless	2735	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004500	Rico Vacilon	Orquesta Cha, Cha, Cha Continental	Peerless	4680B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004501	Rico, Caliente Y Sabroso	Orquesta De Ramon Marquez	Peerless	4030	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004505	Rio Crecido	Dueto Adan Y Eva	Peerless	3764	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004506	Rio Crecido	Lola Beltran Y Prieta Linda	Peerless	4381	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004507	Rio Crecido	Dueto Aguila Y Sol	Peerless	8110-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004508	Rio Grande	Angelina Y Tono	Peerless	2491	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004539	Rosalía	Orquesta De Alberto Dominguez	Peerless	1919	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004546	Rosita Albires	Martin Y Malena	Peerless	1934	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004553	Ruega Por Nosotros	Orquesta De Juan Garcia Medeles	Peerless	4303-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004564	Sabatina	Orquesta De Ramon Marquez	Peerless	4047	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004581	Sal Si Puedes	N. Farjardo - L. Bravo - A. Islas	Peerless	2036	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004585	San Fernando	Orquesta Cubana De Domingo Vernier	Peerless	3482	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004600	Se Acabo	Cuarteto Armonico	Peerless	3977	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004605	Se Fue Mi Amor	Martin Y Malena	Peerless	2029	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004619	Se Que Quieres Volver	Martin Y Eloisa	Peerless	1962	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004660	Serenata Tapatia	Martin Y Malena	Peerless	2112	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004668	Señorita	Bob & Tony	Peerless	10002-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004673	Si No Me Puedes Querer	La Panchita Y Amapola	Peerless	2788	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004690	Si, La Parranda Me Gusta	Alarcon Leal Y La Tamaulipeca	Peerless	3475	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004694	Siempre Fui Tu General	El Charro Y La Adelita	Peerless	5045	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004718	Silbando	Orquesta De Juan Garcia Medeles	Peerless	3634	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004721	Silverio	Mariachi Oro Y Plata De Pepe Chávez	Peerless	2046	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004775	Solo Que La Mar Se Seque	Alarcon Leal Y La Tamaulipeca	Peerless	2830	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004782	Sombras	Orquesta De Ramon Marquez	Peerless	4177-B	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004784	Son De La Mariquita	Dueto Aguila Y Sol	Peerless	7701	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004785	Son Las 11 De La Noche	Rodolfo y Beatriz	Peerless	3289	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004797	Soy De Saltillo	Laurita y Ray	Peerless	2808	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004811	Suave	Orquesta De Abel Domínguez	Peerless	1819	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004816	Suby En Mi Menor	Orquesta De Miguel Angel Pazos	Peerless	4267-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004817	Suby Universitario	Orquesta De Ramon Marquez	Peerless	4067	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004827	Sueño Para Ti	Orquesta Cubana De Domingo Vernier Mango	Peerless	4339-A	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004835	Suplica Ranchera	Martin Y Malena	Peerless	2080	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC004853	Tampico Hermoso	Dueto Aguila Y Sol	Peerless	7367	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
