canonical_recording_title	canonical_song_id	catalog_number	confidence	country	created_at	isrc	label_id	language	matrix_number	primary_group_id	primary_label_id	primary_performer_id	primary_song_id	recording_genre_id	recording_id	recording_type	recording_year	release_id	review_status	source_id	updated_at
Siembra\tSONGXXXXXX\t\thigh\t\t2026-06-17\t\tLBL000003\tSpanish\t\tGRPXXXX\t\t\tSONGXXXX\t\tRECXXXXXX\tstudio\t1978\tREL001\tapproved\tSRC0003\t2026-06-17
