target_id	artist_or_group	release_title	url	status
BOBVAL001	Bobby Valentín	Rey del Bajo	https://fania.com/record/rey-del-bajo/	pending
ISMIR001	Ismael Miranda		https://fania.com/artist/ismael-miranda/	pending
LARHAR001	Larry Harlow		https://fania.com/artist/larry-harlow/	pending
CHEO001	Cheo Feliciano		https://fania.com/artist/cheo-feliciano/	pending
HECLAV001	Héctor Lavoe		https://fania.com/artist/hector-lavoe/	pending
RAYBAR001	Ray Barretto		https://fania.com/artist/ray-barretto/	pending
