song_id	canonical_song_title	alternate_titles	composer	lyricist	country	language	source_id	confidence	review_status	created_at	updated_at
SONG004452	Mucho Amor						SRC0003	high	approved_title_candidate	2026-06-17	2026-06-17
SONG004453	Tus Ojos						SRC0003	high	approved_title_candidate	2026-06-17	2026-06-17
