recording_id	recording_title	recording_path	performer_name	label_name	catalog_number	format	source_id	source_reference	confidence	review_status
REC002502	La Chapulina	/recordings/la-chapulina-0	Orquesta Mexicana De Raul Diaz El Mago	Peerless	4454B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002503	La Chiapaneca	/recordings/la-chiapaneca-4	Lira De San Cristóbal	Peerless	2021	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002504	La Chicharronera	/recordings/la-chicharronera-15	Hermanos Cárdenas	Peerless	11389-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002505	La Chipichanga	/recordings/la-chipichanga-1	Dueto Adan Y Eva	Peerless	4013	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002506	La Chispita	/recordings/la-chispita-14	Marimba Hnos. Paniagua	Peerless	8854-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002507	La Chispita	/recordings/la-chispita-16	Mariachi Mexico	Peerless	lp-1878	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002508	La Chuchis	/recordings/la-chuchis-9	Los Broncos De Reynosa	Peerless	9311-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002509	La Chula	/recordings/la-chula-7	La Panchita	Peerless	2787	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002510	La Chuparrosa	/recordings/la-chuparrosa-17	Mariachi Mexico	Peerless	4162-A	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002511	La Cicatriz	/recordings/la-cicatriz-1	Conchita Del Mar	Peerless	11408-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002512	La Cigarra	/recordings/la-cigarra-7	Lola Beltrán	Peerless	LPL-314	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002513	La Cigarra	/recordings/la-cigarra-8	Trio Hermanos Michel	Peerless	LD-1175	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002514	La Cigarra	/recordings/la-cigarra-9	Lola Beltrán	Peerless	S-1632	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002515	La Cigarra	/recordings/la-cigarra-10	Lola Beltrán	Peerless	10052	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002516	La Cita	/recordings/la-cita-6	Hermanas Hernández	Peerless	1997	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002517	La Ciudadana	/recordings/la-ciudadana-0	La Prieta Linda	Peerless	7049	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002518	La Cobija	/recordings/la-cobija-3	Los Lobos Del Norte	Peerless	9735-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002519	La Cocaleca	/recordings/la-cocaleca-14	Mario Robledo	Peerless	3221	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002520	La Cocona	/recordings/la-cocona-6	Mariachi Tapatio Marmolejo	Peerless	2270	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002521	La Comarca Lagunera	/recordings/la-comarca-lagunera-0	Blas Salazar	Peerless	10023-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002522	La Condena	/recordings/la-condena-1	Hermanos Zaizar	Peerless	7858-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002523	La Condenada	/recordings/la-condenada-0	Mariachi De Alfredo Serna	Peerless	LD-530	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002524	La Coqueta	/recordings/la-coqueta-16	Los Broncos De Reynosa	Peerless	AP-108	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002525	La Cruz Bendita	/recordings/la-cruz-bendita-3	Carlos Madrigal	Peerless	4363-B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002526	La Cruz Del Perdon	/recordings/la-cruz-del-perdon-0	Prieta Linda	Peerless	4403-B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002527	La Cucaracha	/recordings/la-cucaracha-51	Hermanos Zaizar	Peerless	C-2091	Ca	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002528	La Cucaracha	/recordings/la-cucaracha-52	Hermanos Zaizar	Peerless	5551	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002529	La Cucaracha Vive	/recordings/la-cucaracha-vive-1	Manuel D. Núñez	Peerless	10015-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002530	La Cucaracha Vive	/recordings/la-cucaracha-vive-3	Manuel D. Núñez	Peerless	LD-808	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002531	La Culebra	/recordings/la-culebra-36	Tony Camargo	Peerless	3230	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002532	La Cumbia Del Amanecer	/recordings/la-cumbia-del-amanecer	Mariachi Los Vargas De Arturo Mendoza	Peerless	2033	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002533	La Cumparsita	/recordings/la-cumparsita-21	Orquesta De Juan Garcia Medeles	Peerless	3181	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002534	La Del Moño Colorado	/recordings/la-del-mo%C3%B1o-colorado-37	Hermanos Recio	Peerless	10070-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002535	La Del Rebozo Blanco	/recordings/la-del-rebozo-blanco-7	Pedro Infante	Peerless	4710-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002536	La Demetria	/recordings/la-demetria-1	Carlos Madrigal	Peerless	4244-B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002537	La Derrota De Damasco	/recordings/la-derrota-de-damasco-2	Mariachi Mexico	Peerless	11047-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002538	La Descarada	/recordings/la-descarada	Los Soberanos	Peerless	7009	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002539	La Despedida	/recordings/la-despedida-23	La Panchita	Peerless	2528	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002540	La Embarcacion	/recordings/la-embarcacion-32	Martin Y Malena	Peerless	2711	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002541	La Encerrada	/recordings/la-encerrada-0	Hermanas Barocio	Peerless	12073-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002542	La Engañadora	/recordings/la-enga%C3%B1adora-7	Los Tecolines	Peerless	4257-B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002543	La Enorme Distancia	/recordings/la-enorme-distancia-36	Lola Beltrán	Peerless	7447-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002544	La Enorme Distancia	/recordings/la-enorme-distancia-37	Lola Beltrán	Peerless	7447	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002545	La Enorme Distancia	/recordings/la-enorme-distancia-44	Banda Mochis De Porfirio Amarillas	Peerless	AP-114	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002546	La Enorme Distancia	/recordings/la-enorme-distancia-45	Lola Beltrán	Peerless	1774	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002547	La Enorme Distancia	/recordings/la-enorme-distancia-46	Lola Beltrán	Peerless	10052	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002548	La Enramada	/recordings/la-enramada-11	Pimentel Y Ledezma	Peerless	4864B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002549	La Enredadora	/recordings/la-enredadora-0	Trio Janitzio	Peerless	2641	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002550	La Enterradora	/recordings/la-enterradora-2	Lupe Mejia	Peerless	7608	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002551	La Entrega	/recordings/la-entrega-9	Los Duendes	Peerless	6080	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002552	La Escondida	/recordings/la-escondida-20	Los Alegres de Terán	Peerless	5269	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002553	La Espiga	/recordings/la-espiga-20	Lola Beltrán	Peerless	5021	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002554	La Espiga	/recordings/la-espiga-28	Lola Beltrán	Peerless	1570	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002555	La Espiga	/recordings/la-espiga-29	Lola Beltrán	Peerless	PLP-4002	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002556	La Estampilla	/recordings/la-estampilla-6	Lola Beltrán	Peerless	9310-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002557	La Estampilla	/recordings/la-estampilla-9	Lola Beltrán	Peerless	LD-525	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002558	La Estampilla	/recordings/la-estampilla-10	Lola Beltrán	Peerless	1570	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002559	La Estrella	/recordings/la-estrella-34	Dalia Iñiguez	Peerless	CI-1	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002560	La Estrella	/recordings/la-estrella-35	Dalia Iñiguez	Peerless	CI-1	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002561	La Estrella	/recordings/la-estrella-36	Dalia Iñiguez	Peerless	CI-2	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002562	La Estrella	/recordings/la-estrella-37	Dalia Iñiguez	Peerless	CI-2	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002563	La Estrella De Jalisco	/recordings/la-estrella-de-jalisco-1	Lola Beltrán	Peerless	6059	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002564	La Feria De Las Flores	/recordings/la-feria-de-las-flores-39	Manuelita Arriola	Peerless	1873	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002565	La Feria De Las Flores	/recordings/la-feria-de-las-flores-40	Trio Los Jaibos	Peerless	3028	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002566	La Feria De Las Flores	/recordings/la-feria-de-las-flores-41	Manuelita Arriola	Peerless	6061	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002567	La Feria De Las Flores	/recordings/la-feria-de-las-flores-52	Mariachi Jalisco De Pepe Villa	Peerless	LPL-321	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002568	La Feria De Las Flores	/recordings/la-feria-de-las-flores-53	Trio Hermanos Michel	Peerless	LD-1175	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002569	La Feria Del Cali	/recordings/la-feria-del-cali-0	Los Sonor’s	Peerless	9705-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002570	La Flecha	/recordings/la-flecha-13	Lupe Mejia	Peerless	6105	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002571	La Flor De Mi Esperanza	/recordings/la-flor-de-mi-esperanza	Los Galleros	Peerless	S-1707	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002572	La Formula	/recordings/la-formula-1	Lupe Mejia	Peerless	7149	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002573	La Gallina Blanca	/recordings/la-gallina-blanca-1	Dueto Adan Y Eva	Peerless	4013	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002574	La Gaviota	/recordings/la-gaviota-4	Lupe Aguilar	Peerless	10040-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002575	La Gloria Eres Tu	/recordings/la-gloria-eres-tu-9	Toña La Negra	Peerless	2859	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002576	La Golondrina	/recordings/la-golondrina-29	Alfonso Ortiz Tirado	Peerless	1601	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002577	La Gorda	/recordings/la-gorda-6	Tropical Caribe De Miguel Aguilar	Peerless	7958-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002578	La Gran Tragedia	/recordings/la-gran-tragedia-0	Los Trincas	Peerless	3121	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002579	La Grandota	/recordings/la-grandota-3	Charro Gil	Peerless	1509	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002580	La Guacamaya	/recordings/la-guacamaya-16	Conjunto Medellin De Lino Chávez	Peerless	5052	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002581	La Guacamaya	/recordings/la-guacamaya-17	Conjunto Tlalixcoyan	Peerless	6142	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002582	La Guacamaya	/recordings/la-guacamaya-36	Conjunto Medellin De Lino Chávez	Peerless	AP-124	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002583	La Guacamaya	/recordings/la-guacamaya-37	Conjunto Tlalixcoyan	Peerless	LD-502	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002584	La Guerita	/recordings/la-guerita-8	Las Estrellitas	Peerless	3981	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002585	La Güera Chabela	/recordings/la-g%C3%BCera-chabela-4	Dueto Sanchez - Becerra	Peerless	1968	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002586	La Güera Matrera	/recordings/la-g%C3%BCera-matrera-1	Dueto Los Chamacones	Peerless	4239-B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002587	La Hiedra	/recordings/la-hiedra-25	Banda Sinaloense Los Rubio De Mocorito	Peerless	AP-114	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002588	La Hiedra	/recordings/la-hiedra-28	Los Soberanos	Peerless	7028	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002589	La Hilacha	/recordings/la-hilacha-20	Los Alegres Laguneros	Peerless	5043	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002590	La Hilacha	/recordings/la-hilacha-28	Los Alegres Laguneros	Peerless	5043	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002591	La Huasanga	/recordings/la-huasanga-4	Los Trovadores Huastecos Del Viejo Elpidio	Peerless	3572	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002592	La Huasanga	/recordings/la-huasanga-13	Los Trovadores Huastecos	Peerless	AP-104	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002593	La Huastequita	/recordings/la-huastequita-0	Los Trovadores Huastecos Del Viejo Elpidio	Peerless	3608	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002594	La Huella De Mis Besos	/recordings/la-huella-de-mis-besos-21	Juan Mendoza	Peerless	7933-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002595	La Huella De Mis Besos	/recordings/la-huella-de-mis-besos-27	Las Norteñitas	Peerless	LD-759	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002596	La Huella De Mis Besos	/recordings/la-huella-de-mis-besos-28	Lola Beltrán	Peerless	LD-767	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002597	La Iglesia De Mi Barrio	/recordings/la-iglesia-de-mi-barrio-4	David Zaizar	Peerless	1004-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002598	La Iglesia De Mi Barrio	/recordings/la-iglesia-de-mi-barrio-6	David Zaizar	Peerless	S-1482	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002599	La Igualada	/recordings/la-igualada-0	Manuel D. Núñez	Peerless	10007-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002600	La Igualada	/recordings/la-igualada-1	Manuel D. Núñez	Peerless	LD-808	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002601	La Iguana	/recordings/la-iguana-16	Conjunto Tlalixcoyan	Peerless	AP-124	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002602	La India Motilona	/recordings/la-india-motilona-0	Los Corraleros De Majagual	Peerless	9053-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002603	La Interesada	/recordings/la-interesada-20	Carlos Madrigal	Peerless	3940	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002604	La Invasion	/recordings/la-invasion-0	Martin Y Malena	Peerless	2081	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002605	La Jaranera	/recordings/la-jaranera-1	Lola Beltrán	Peerless	5110	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002606	La Jaranera	/recordings/la-jaranera-2	Lola Beltrán	Peerless	5110	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002607	La Joaquinita	/recordings/la-joaquinita-5	Hermanos Zaizar	Peerless	C-2091	Ca	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002608	La Joven Mancornadora	/recordings/la-joven-mancornadora-17	Lola Beltrán	Peerless	6090	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002609	La Joven Mancornadora	/recordings/la-joven-mancornadora-24	Lola Beltrán	Peerless	LPL-483	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002610	La Leva	/recordings/la-leva-11	Los Trovadores Huastecos Del Viejo Elpidio	Peerless	3741	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002611	La Leva	/recordings/la-leva-27	Los Trovadores Huastecos	Peerless	AP-104	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002612	La Licuadora	/recordings/la-licuadora-2	Los Broncos De Reynosa	Peerless	AP-108	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002613	La Llave Y La Cerradura	/recordings/la-llave-y-la-cerradura	Tropical Caribe De Miguel Aguilar	Peerless	7958-B	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002614	La Llorona	/recordings/la-llorona-21	Los Xochimilcas	Peerless	3590	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002615	La Llorona	/recordings/la-llorona-22	Marimba De Los Hermanos Paniagua	Peerless	P-5133-B	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002616	La Lluviznita	/recordings/la-lluviznita-0	Los Alegres de Terán	Peerless	3574	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002617	La Locomotora	/recordings/la-locomotora-2	Los Broncos De Reynosa	Peerless	7657-A	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002618	La Lola	/recordings/la-lola-13	Martin Y Eloisa	Peerless	1878	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002619	La Lola	/recordings/la-lola-14	Hermanas Cora	Peerless	5035	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002620	La Luna Nueva	/recordings/la-luna-nueva-0	Martha Triana	Peerless	2743	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002621	La Luna Y El Toro	/recordings/la-luna-y-el-toro-2	Lola Beltrán	Peerless	LD-1103	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002622	La Luna Y El Toro	/recordings/la-luna-y-el-toro-3	Banda Mochis De Porfirio Amarillas	Peerless	AP-114	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002623	La Lupita	/recordings/la-lupita-7	Angelina Y Tono	Peerless	2478	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002624	La Madre Del Cordero	/recordings/la-madre-del-cordero-13	Orquesta J. S. Garrido	Peerless	2483	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002625	La Madre Del Cordero	/recordings/la-madre-del-cordero-17	Conjunto Los Abuelitos	Peerless	LD-647	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002626	La Madrugada	/recordings/la-madrugada-39	Mariachi Serna	Peerless	LD-501	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002627	La Mal Casada	/recordings/la-mal-casada-24	Dueto Aguila Y Sol	Peerless	7684	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002628	La Mal Casada	/recordings/la-mal-casada-25	Lola Beltrán	Peerless	7703	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002629	La Mal Pagadora	/recordings/la-mal-pagadora-15	David Zaizar	Peerless	LP-1977	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002630	La Malagueña	/recordings/la-malague%C3%B1a-48	Trio Los Jaibos	Peerless	3063	78	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002631	La Malagueña	/recordings/la-malague%C3%B1a-79	Trio Hermanos Michel	Peerless	LD-1175	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002632	La Malagueña	/recordings/la-malague%C3%B1a-87	David Zaizar	Peerless	6247	45	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002633	La Malagueña Cruzada	/recordings/la-malague%C3%B1a-cruzada	Conjunto De Cuerdas Y Arpa Grande De Antioco Garibay Y Leandro Corona	Peerless	1664	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002634	La Malagueña Curreña	/recordings/la-malague%C3%B1a-curre%C3%B1a-0	Tomas Andres	Peerless	1664	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
REC002635	La Malagueña Huasteca	/recordings/la-malague%C3%B1a-huasteca	El Negro Marcelino	Peerless	AP-104	33	SRC0001	Frontera Collection Drupal Views AJAX /songs?f[0]=field_record_label_t:8216	high	raw_extracted
