batch_recording_id	batch_song_id	confidence	evidence_text	relationship_type	review_status	source_id	source_reference
SRC0002-B0004-REC025	SRC0002-B0004-SONG025	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='5', raw_track='Lupita'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-5
SRC0002-B0004-REC026	SRC0002-B0004-SONG026	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='6', raw_track='Yo Tengo Pena'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-6
SRC0002-B0004-REC027	SRC0002-B0004-SONG027	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='7', raw_track='Mira Que Eres Linda'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-7
SRC0002-B0004-REC028	SRC0002-B0004-SONG028	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='8', raw_track='Alegre Petición'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-8
SRC0002-B0004-REC029	SRC0002-B0004-SONG029	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='9', raw_track='Nuevamente'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-9
SRC0002-B0004-REC030	SRC0002-B0004-SONG030	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='10', raw_track='Adiós Compay Gato'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-10
SRC0002-B0004-REC031	SRC0002-B0004-SONG031	high	Discos Fuentes shop product page: release='Colección 100 - Que Viva Diciembre', track='1', raw_track='Las Tapas'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/#track-1
SRC0002-B0004-REC032	SRC0002-B0004-SONG032	high	Discos Fuentes shop product page: release='Colección 100 - Que Viva Diciembre', track='2', raw_track='Quiero Ser Feliz'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/#track-2
SRC0002-B0004-REC033	SRC0002-B0004-SONG033	high	Discos Fuentes shop product page: release='Colección 100 - Que Viva Diciembre', track='3', raw_track='Amor Serrano'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/#track-3
SRC0002-B0004-REC034	SRC0002-B0004-SONG034	high	Discos Fuentes shop product page: release='Colección 100 - Que Viva Diciembre', track='4', raw_track='Plegaria'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/#track-4
SRC0002-B0004-REC035	SRC0002-B0004-SONG035	high	Discos Fuentes shop product page: release='Colección 100 - Que Viva Diciembre', track='5', raw_track='Capullo De Rosa Blanca'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/#track-5
SRC0002-B0004-REC036	SRC0002-B0004-SONG036	high	Discos Fuentes shop product page: release='Colección 100 - Que Viva Diciembre', track='6', raw_track='El Bailador'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/#track-6
SRC0002-B0004-REC037	SRC0002-B0004-SONG037	high	Discos Fuentes shop product page: release='Colección 100 - Que Viva Diciembre', track='7', raw_track='Cumbia Árabe'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/#track-7
SRC0002-B0004-REC038	SRC0002-B0004-SONG038	high	Discos Fuentes shop product page: release='Colección 100 - Que Viva Diciembre', track='8', raw_track='La Boquitrompona'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/#track-8
SRC0002-B0004-REC039	SRC0002-B0004-SONG039	high	Discos Fuentes shop product page: release='Colección 100 - Que Viva Diciembre', track='9', raw_track='El Porteñito'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/#track-9
SRC0002-B0004-REC040	SRC0002-B0004-SONG040	high	Discos Fuentes shop product page: release='Colección 100 - Que Viva Diciembre', track='10', raw_track='La Cerveza'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/#track-10
SRC0002-B0004-REC041	SRC0002-B0004-SONG041	high	Discos Fuentes shop product page: release='Colección 100 Cumbias, Porros y Gaitas del Siglo', track='1', raw_track='La Sombra de Tu Sonrisa'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/#track-1
SRC0002-B0004-REC042	SRC0002-B0004-SONG042	high	Discos Fuentes shop product page: release='Colección 100 Cumbias, Porros y Gaitas del Siglo', track='2', raw_track='Santo Domingo'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/#track-2
SRC0002-B0004-REC043	SRC0002-B0004-SONG043	high	Discos Fuentes shop product page: release='Colección 100 Cumbias, Porros y Gaitas del Siglo', track='3', raw_track='El Toro Miura'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/#track-3
SRC0002-B0004-REC044	SRC0002-B0004-SONG044	high	Discos Fuentes shop product page: release='Colección 100 Cumbias, Porros y Gaitas del Siglo', track='4', raw_track='Cumbia en Do Menor'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/#track-4
SRC0002-B0004-REC045	SRC0002-B0004-SONG045	high	Discos Fuentes shop product page: release='Colección 100 Cumbias, Porros y Gaitas del Siglo', track='5', raw_track='El Tirabuzón'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/#track-5
SRC0002-B0004-REC046	SRC0002-B0004-SONG046	high	Discos Fuentes shop product page: release='Colección 100 Cumbias, Porros y Gaitas del Siglo', track='6', raw_track='La Morena Encarnación'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/#track-6
SRC0002-B0004-REC047	SRC0002-B0004-SONG047	high	Discos Fuentes shop product page: release='Colección 100 Cumbias, Porros y Gaitas del Siglo', track='7', raw_track='La Ñeca'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/#track-7
SRC0002-B0004-REC048	SRC0002-B0004-SONG048	high	Discos Fuentes shop product page: release='Colección 100 Cumbias, Porros y Gaitas del Siglo', track='8', raw_track='Cumbia Cienaguera'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/#track-8
SRC0002-B0004-REC049	SRC0002-B0004-SONG049	high	Discos Fuentes shop product page: release='Colección 100 Cumbias, Porros y Gaitas del Siglo', track='9', raw_track='En la Madrugá'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/#track-9
SRC0002-B0004-REC050	SRC0002-B0004-SONG050	high	Discos Fuentes shop product page: release='Colección 100 Cumbias, Porros y Gaitas del Siglo', track='10', raw_track='Cumbia Sampuesana'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/#track-10
SRC0002-B0004-REC051	SRC0002-B0004-SONG051	high	Discos Fuentes shop product page: release='Colección 100 Canciones Infantiles', track='1', raw_track='El Barquito'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/#track-1
SRC0002-B0004-REC052	SRC0002-B0004-SONG052	high	Discos Fuentes shop product page: release='Colección 100 Canciones Infantiles', track='2', raw_track='La Chivita'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/#track-2
SRC0002-B0004-REC053	SRC0002-B0004-SONG053	high	Discos Fuentes shop product page: release='Colección 100 Canciones Infantiles', track='3', raw_track='Los Diez Perritos'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/#track-3
SRC0002-B0004-REC054	SRC0002-B0004-SONG054	high	Discos Fuentes shop product page: release='Colección 100 Canciones Infantiles', track='4', raw_track='El Cucú'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/#track-4
SRC0002-B0004-REC055	SRC0002-B0004-SONG055	high	Discos Fuentes shop product page: release='Colección 100 Canciones Infantiles', track='5', raw_track='La Gallinita Josefina'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/#track-5
SRC0002-B0004-REC056	SRC0002-B0004-SONG056	high	Discos Fuentes shop product page: release='Colección 100 Canciones Infantiles', track='6', raw_track='Los Pollitos Dicen'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/#track-6
SRC0002-B0004-REC057	SRC0002-B0004-SONG057	high	Discos Fuentes shop product page: release='Colección 100 Canciones Infantiles', track='7', raw_track='Arriba Juan'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/#track-7
SRC0002-B0004-REC058	SRC0002-B0004-SONG058	high	Discos Fuentes shop product page: release='Colección 100 Canciones Infantiles', track='8', raw_track='La Mar'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/#track-8
SRC0002-B0004-REC059	SRC0002-B0004-SONG059	high	Discos Fuentes shop product page: release='Colección 100 Canciones Infantiles', track='9', raw_track='Pulgarcito'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/#track-9
SRC0002-B0004-REC060	SRC0002-B0004-SONG060	high	Discos Fuentes shop product page: release='Colección 100 Canciones Infantiles', track='10', raw_track='La Cucaracha'	track_title_match	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/#track-10
