artist_candidate_id	batch_recording_id	confidence	evidence_text	raw_artist_text	relationship_type	review_status	source_id	source_reference
SRC0002-B0004-ART001	SRC0002-B0004-REC001	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='1', raw_track='Yo También Tuve Veinte Años'	Varios Intérpretes	credited_artist_candidate	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-1
SRC0002-B0004-ART001	SRC0002-B0004-REC002	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='2', raw_track='Las Acacias'	Varios Intérpretes	credited_artist_candidate	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-2
SRC0002-B0004-ART001	SRC0002-B0004-REC003	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='3', raw_track='Ayer Me Echaron Del Pueblo'	Varios Intérpretes	credited_artist_candidate	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-3
SRC0002-B0004-ART001	SRC0002-B0004-REC004	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='4', raw_track='Un Recuerdo De Amor'	Varios Intérpretes	credited_artist_candidate	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-4
SRC0002-B0004-ART001	SRC0002-B0004-REC005	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='5', raw_track='Grato Silencio'	Varios Intérpretes	credited_artist_candidate	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-5
SRC0002-B0004-ART001	SRC0002-B0004-REC006	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='6', raw_track='Pesares'	Varios Intérpretes	credited_artist_candidate	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-6
SRC0002-B0004-ART001	SRC0002-B0004-REC007	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='7', raw_track='Antioqueñita'	Varios Intérpretes	credited_artist_candidate	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-7
SRC0002-B0004-ART001	SRC0002-B0004-REC008	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='8', raw_track='Tierra Labrantía'	Varios Intérpretes	credited_artist_candidate	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-8
SRC0002-B0004-ART001	SRC0002-B0004-REC009	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='9', raw_track='Las Mirlas'	Varios Intérpretes	credited_artist_candidate	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-9
SRC0002-B0004-ART001	SRC0002-B0004-REC010	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='10', raw_track='Huri'	Varios Intérpretes	credited_artist_candidate	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-10
SRC0002-B0004-ART002	SRC0002-B0004-REC011	high	Discos Fuentes shop product page: release='Colección 100 Éxitos del Siglo | Helenita Vargas', track='1', raw_track='María de los Guardias'	Helenita Vargas	credited_artist_candidate	staged_for_review	SRC0002	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/#track-1
