batch_recording_id	confidence	evidence_text	relationship_type	review_status	source_id	source_reference	source_url
SRC0003-B0001-REC001	high	Fania official shop product page: release='Siembra', track='A1', raw_track='Plástico'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-A1	https://fania.com/products/willie-colon-ruben-blades-siembra-1
SRC0003-B0001-REC002	high	Fania official shop product page: release='Siembra', track='A2', raw_track='Buscando Guayaba'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-A2	https://fania.com/products/willie-colon-ruben-blades-siembra-1
SRC0003-B0001-REC003	high	Fania official shop product page: release='Siembra', track='A3', raw_track='Pedro Navaja'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-A3	https://fania.com/products/willie-colon-ruben-blades-siembra-1
SRC0003-B0001-REC004	high	Fania official shop product page: release='Siembra', track='B1', raw_track='María Lionza'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B1	https://fania.com/products/willie-colon-ruben-blades-siembra-1
SRC0003-B0001-REC005	high	Fania official shop product page: release='Siembra', track='B2', raw_track='Ojos'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B2	https://fania.com/products/willie-colon-ruben-blades-siembra-1
SRC0003-B0001-REC006	high	Fania official shop product page: release='Siembra', track='B3', raw_track='Dime'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B3	https://fania.com/products/willie-colon-ruben-blades-siembra-1
SRC0003-B0001-REC007	high	Fania official shop product page: release='Siembra', track='B4', raw_track='Siembra'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B4	https://fania.com/products/willie-colon-ruben-blades-siembra-1
SRC0003-B0001-REC008	high	Fania official shop product page: release='Celia & Johnny', track='A1', raw_track='Quimbara'	primary_source	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A1	https://fania.com/products/celia-johnny-celia-johnny-lp
SRC0003-B0001-REC009	high	Fania official shop product page: release='Celia & Johnny', track='A2', raw_track='Toro Mata'	primary_source	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A2	https://fania.com/products/celia-johnny-celia-johnny-lp
SRC0003-B0001-REC010	high	Fania official shop product page: release='Celia & Johnny', track='A3', raw_track='Vieja Luna'	primary_source	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A3	https://fania.com/products/celia-johnny-celia-johnny-lp
SRC0003-B0001-REC011	high	Fania official shop product page: release='Celia & Johnny', track='A4', raw_track='El Paso del Mulo'	primary_source	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A4	https://fania.com/products/celia-johnny-celia-johnny-lp
SRC0003-B0001-REC012	high	Fania official shop product page: release='Celia & Johnny', track='A5', raw_track='Tengo el Idde'	primary_source	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A5	https://fania.com/products/celia-johnny-celia-johnny-lp
SRC0003-B0001-REC013	high	Fania official shop product page: release='Celia & Johnny', track='B1', raw_track='Lo Tuyo es Mental'	primary_source	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B1	https://fania.com/products/celia-johnny-celia-johnny-lp
SRC0003-B0001-REC014	high	Fania official shop product page: release='Celia & Johnny', track='B2', raw_track='Canto a la Habana'	primary_source	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B2	https://fania.com/products/celia-johnny-celia-johnny-lp
SRC0003-B0001-REC015	high	Fania official shop product page: release='Celia & Johnny', track='B3', raw_track='Ño Mercedes'	primary_source	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B3	https://fania.com/products/celia-johnny-celia-johnny-lp
SRC0003-B0001-REC016	high	Fania official shop product page: release='Celia & Johnny', track='B4', raw_track='El Tumbao y Celia'	primary_source	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B4	https://fania.com/products/celia-johnny-celia-johnny-lp
