batch_recording_id	confidence	evidence_text	relationship_type	review_status	source_id	source_reference	source_url
SRC0003-B0001-REC017	high	Fania official shop product page: release='Celia & Johnny', track='B5', raw_track='El Pregón del Pescador'	primary_source	staged_for_review	SRC0003	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B5	https://fania.com/products/celia-johnny-celia-johnny-lp
SRC0003-B0001-REC018	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='A1', raw_track='Que Rico Suena Mi Tambor'	primary_source	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-A1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp
SRC0003-B0001-REC019	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='A2', raw_track='Soy Guajiro'	primary_source	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-A2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp
SRC0003-B0001-REC020	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='A3', raw_track='Diosa Del Ritmo'	primary_source	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-A3	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp
SRC0003-B0001-REC021	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='B1', raw_track='Pueblo Latino'	primary_source	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-B1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp
SRC0003-B0001-REC022	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='B2', raw_track='Mi Gente'	primary_source	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-B2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp
SRC0003-B0001-REC023	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='A1', raw_track='Hermandad Fania'	primary_source	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-A1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp
SRC0003-B0001-REC024	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='A2', raw_track='Bemba Colorá'	primary_source	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-A2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp
SRC0003-B0001-REC025	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='B1', raw_track='Mi Debilidad'	primary_source	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-B1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp
SRC0003-B0001-REC026	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='B2', raw_track='Échate Pa'llá'	primary_source	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-B2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp
SRC0003-B0001-REC027	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='B3', raw_track='Congo Bongo'	primary_source	staged_for_review	SRC0003	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-B3	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp
SRC0003-B0001-REC028	high	Fania official shop product page: release='Cosa Nuestra', track='A1', raw_track='Che Che Colé'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-A1	https://fania.com/products/willie-colon-cosa-nuestra-lp
SRC0003-B0001-REC029	high	Fania official shop product page: release='Cosa Nuestra', track='A2', raw_track='No Me Llores Más'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-A2	https://fania.com/products/willie-colon-cosa-nuestra-lp
SRC0003-B0001-REC030	high	Fania official shop product page: release='Cosa Nuestra', track='A3', raw_track='Ausencia'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-A3	https://fania.com/products/willie-colon-cosa-nuestra-lp
SRC0003-B0001-REC031	high	Fania official shop product page: release='Cosa Nuestra', track='A4', raw_track='Te Conozco'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-A4	https://fania.com/products/willie-colon-cosa-nuestra-lp
SRC0003-B0001-REC032	high	Fania official shop product page: release='Cosa Nuestra', track='B1', raw_track='Juana Peña'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-B1	https://fania.com/products/willie-colon-cosa-nuestra-lp
SRC0003-B0001-REC033	high	Fania official shop product page: release='Cosa Nuestra', track='B2', raw_track='Sonero Mayor'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-B2	https://fania.com/products/willie-colon-cosa-nuestra-lp
SRC0003-B0001-REC034	high	Fania official shop product page: release='Cosa Nuestra', track='B3', raw_track='Sangrigorda'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-B3	https://fania.com/products/willie-colon-cosa-nuestra-lp
SRC0003-B0001-REC035	high	Fania official shop product page: release='Cosa Nuestra', track='B4', raw_track='Tú No Puedes Conmigo'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-B4	https://fania.com/products/willie-colon-cosa-nuestra-lp
SRC0003-B0001-REC036	high	Fania official shop product page: release='Asalto Navideño', track='A1', raw_track='Introducción'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-A1	https://fania.com/products/willie-colon-asalto-navideno-lp
SRC0003-B0001-REC037	high	Fania official shop product page: release='Asalto Navideño', track='A2', raw_track='Canto a Borínquen'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-A2	https://fania.com/products/willie-colon-asalto-navideno-lp
SRC0003-B0001-REC038	high	Fania official shop product page: release='Asalto Navideño', track='A3', raw_track='Popurrí Navideño'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-A3	https://fania.com/products/willie-colon-asalto-navideno-lp
SRC0003-B0001-REC039	high	Fania official shop product page: release='Asalto Navideño', track='A4', raw_track='Traigo La Salsa'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-A4	https://fania.com/products/willie-colon-asalto-navideno-lp
SRC0003-B0001-REC040	high	Fania official shop product page: release='Asalto Navideño', track='B1', raw_track='Aires de Navidad'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-B1	https://fania.com/products/willie-colon-asalto-navideno-lp
SRC0003-B0001-REC041	high	Fania official shop product page: release='Asalto Navideño', track='B2', raw_track='La Murga'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-B2	https://fania.com/products/willie-colon-asalto-navideno-lp
SRC0003-B0001-REC042	high	Fania official shop product page: release='Asalto Navideño', track='B3', raw_track='Esta Navidad'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-B3	https://fania.com/products/willie-colon-asalto-navideno-lp
SRC0003-B0001-REC043	high	Fania official shop product page: release='Asalto Navideño', track='B4', raw_track='Vive Tu Vida Contento'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-asalto-navideno-lp#track-B4	https://fania.com/products/willie-colon-asalto-navideno-lp
SRC0003-B0001-REC044	high	Fania official shop product page: release='El Juicio', track='A1', raw_track='Ah-Ah / O-No'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-A1	https://fania.com/products/willie-colon-el-juicio-lp
SRC0003-B0001-REC045	high	Fania official shop product page: release='El Juicio', track='A2', raw_track='Piraña'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-A2	https://fania.com/products/willie-colon-el-juicio-lp
SRC0003-B0001-REC046	high	Fania official shop product page: release='El Juicio', track='A3', raw_track='Seguiré Sin Ti'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-A3	https://fania.com/products/willie-colon-el-juicio-lp
SRC0003-B0001-REC047	high	Fania official shop product page: release='El Juicio', track='A4', raw_track='Timbalero'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-A4	https://fania.com/products/willie-colon-el-juicio-lp
SRC0003-B0001-REC048	high	Fania official shop product page: release='El Juicio', track='B1', raw_track='Aguanile'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-B1	https://fania.com/products/willie-colon-el-juicio-lp
SRC0003-B0001-REC049	high	Fania official shop product page: release='El Juicio', track='B2', raw_track='Soñando Despierto'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-B2	https://fania.com/products/willie-colon-el-juicio-lp
SRC0003-B0001-REC050	high	Fania official shop product page: release='El Juicio', track='B3', raw_track='Si La Ves'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-B3	https://fania.com/products/willie-colon-el-juicio-lp
SRC0003-B0001-REC051	high	Fania official shop product page: release='El Juicio', track='B4', raw_track='Pan y Agua (Bread & Water)'	primary_source	staged_for_review	SRC0003	https://fania.com/products/willie-colon-el-juicio-lp#track-B4	https://fania.com/products/willie-colon-el-juicio-lp
