recording_id	song_id	relationship_type	source_id	confidence	review_status
REC000876	SONG000667	exact_title	SRC0003	high	approved
REC000877	SONG000668	exact_title	SRC0003	high	approved
REC000878	SONG000669	exact_title	SRC0003	high	approved
REC000879	SONG000670	exact_title	SRC0003	high	approved
REC000880	SONG000671	exact_title	SRC0003	high	approved
REC000881	SONG000672	exact_title	SRC0003	high	approved
REC000882	SONG000673	exact_title	SRC0003	high	approved
REC000883	SONG000674	exact_title	SRC0003	high	approved
REC000884	SONG000674	exact_title	SRC0003	high	approved
REC000885	SONG000675	exact_title	SRC0003	high	approved
REC000886	SONG000676	exact_title	SRC0003	high	approved
REC000887	SONG000677	exact_title	SRC0003	high	approved
REC000888	SONG000678	exact_title	SRC0003	high	approved
REC000889	SONG000679	exact_title	SRC0003	high	approved
REC000890	SONG000680	exact_title	SRC0003	high	approved
REC000891	SONG000680	exact_title	SRC0003	high	approved
REC000892	SONG000681	exact_title	SRC0003	high	approved
REC000893	SONG000682	exact_title	SRC0003	high	approved
REC000894	SONG000682	exact_title	SRC0003	high	approved
REC000895	SONG000682	exact_title	SRC0003	high	approved
REC000896	SONG000683	exact_title	SRC0003	high	approved
REC000897	SONG000684	exact_title	SRC0003	high	approved
REC000898	SONG000684	exact_title	SRC0003	high	approved
REC000899	SONG000685	exact_title	SRC0003	high	approved
REC000900	SONG000686	exact_title	SRC0003	high	approved
REC000901	SONG000687	exact_title	SRC0003	high	approved
REC000902	SONG000688	exact_title	SRC0003	high	approved
REC000903	SONG000689	exact_title	SRC0003	high	approved
REC000904	SONG000690	exact_title	SRC0003	high	approved
REC000905	SONG000691	exact_title	SRC0003	high	approved
REC000906	SONG000692	exact_title	SRC0003	high	approved
REC000907	SONG000693	exact_title	SRC0003	high	approved
REC000908	SONG000694	exact_title	SRC0003	high	approved
REC000909	SONG000695	exact_title	SRC0003	high	approved
REC000910	SONG000696	exact_title	SRC0003	high	approved
REC000911	SONG000697	exact_title	SRC0003	high	approved
REC000912	SONG000698	exact_title	SRC0003	high	approved
REC000913	SONG000699	exact_title	SRC0003	high	approved
REC000914	SONG000700	exact_title	SRC0003	high	approved
REC000915	SONG000701	exact_title	SRC0003	high	approved
REC000916	SONG000702	exact_title	SRC0003	high	approved
REC000917	SONG000703	exact_title	SRC0003	high	approved
REC000918	SONG000703	exact_title	SRC0003	high	approved
REC000919	SONG000704	exact_title	SRC0003	high	approved
REC000920	SONG000705	exact_title	SRC0003	high	approved
REC000921	SONG000706	exact_title	SRC0003	high	approved
REC000922	SONG000707	exact_title	SRC0003	high	approved
REC000923	SONG000708	exact_title	SRC0003	high	approved
REC000924	SONG000709	exact_title	SRC0003	high	approved
REC000925	SONG000710	exact_title	SRC0003	high	approved
REC000926	SONG000711	exact_title	SRC0003	high	approved
REC000927	SONG000712	exact_title	SRC0003	high	approved
REC000928	SONG000713	exact_title	SRC0003	high	approved
REC000929	SONG000714	exact_title	SRC0003	high	approved
REC000930	SONG000714	exact_title	SRC0003	high	approved
REC000931	SONG000714	exact_title	SRC0003	high	approved
REC000932	SONG000714	exact_title	SRC0003	high	approved
REC000933	SONG000715	exact_title	SRC0003	high	approved
REC000934	SONG000716	exact_title	SRC0003	high	approved
REC000935	SONG000716	exact_title	SRC0003	high	approved
REC000936	SONG000717	exact_title	SRC0003	high	approved
REC000937	SONG000718	exact_title	SRC0003	high	approved
REC000938	SONG000719	exact_title	SRC0003	high	approved
REC000939	SONG000720	exact_title	SRC0003	high	approved
REC000940	SONG000720	exact_title	SRC0003	high	approved
REC000941	SONG000721	exact_title	SRC0003	high	approved
REC000942	SONG000722	exact_title	SRC0003	high	approved
REC000943	SONG000723	exact_title	SRC0003	high	approved
REC000944	SONG000724	exact_title	SRC0003	high	approved
REC000945	SONG000725	exact_title	SRC0003	high	approved
REC000946	SONG000725	exact_title	SRC0003	high	approved
REC000947	SONG000726	exact_title	SRC0003	high	approved
REC000948	SONG000727	exact_title	SRC0003	high	approved
REC000949	SONG000728	exact_title	SRC0003	high	approved
REC000950	SONG000729	exact_title	SRC0003	high	approved
REC000951	SONG000730	exact_title	SRC0003	high	approved
REC000952	SONG000730	exact_title	SRC0003	high	approved
REC000953	SONG000731	exact_title	SRC0003	high	approved
REC000954	SONG000732	exact_title	SRC0003	high	approved
REC000955	SONG000733	exact_title	SRC0003	high	approved
REC000956	SONG000734	exact_title	SRC0003	high	approved
REC000957	SONG000735	exact_title	SRC0003	high	approved
REC000958	SONG000736	exact_title	SRC0003	high	approved
REC000959	SONG000737	exact_title	SRC0003	high	approved
REC000960	SONG000738	exact_title	SRC0003	high	approved
REC000961	SONG000738	exact_title	SRC0003	high	approved
REC000962	SONG000739	exact_title	SRC0003	high	approved
REC000963	SONG000739	exact_title	SRC0003	high	approved
REC000964	SONG000740	exact_title	SRC0003	high	approved
REC000965	SONG000741	exact_title	SRC0003	high	approved
REC000966	SONG000742	exact_title	SRC0003	high	approved
REC000967	SONG000743	exact_title	SRC0003	high	approved
REC000968	SONG000743	exact_title	SRC0003	high	approved
REC000969	SONG000744	exact_title	SRC0003	high	approved
REC000970	SONG000745	exact_title	SRC0003	high	approved
REC000971	SONG000746	exact_title	SRC0003	high	approved
REC000972	SONG000747	exact_title	SRC0003	high	approved
REC000973	SONG000747	exact_title	SRC0003	high	approved
REC000974	SONG000747	exact_title	SRC0003	high	approved
REC000975	SONG000748	exact_title	SRC0003	high	approved
REC000976	SONG000749	exact_title	SRC0003	high	approved
REC000977	SONG000750	exact_title	SRC0003	high	approved
REC000978	SONG000751	exact_title	SRC0003	high	approved
REC000979	SONG000752	exact_title	SRC0003	high	approved
REC000980	SONG000753	exact_title	SRC0003	high	approved
REC000981	SONG000753	exact_title	SRC0003	high	approved
REC000982	SONG000754	exact_title	SRC0003	high	approved
REC000983	SONG000755	exact_title	SRC0003	high	approved
REC000984	SONG000756	exact_title	SRC0003	high	approved
REC000985	SONG000757	exact_title	SRC0003	high	approved
REC000986	SONG000758	exact_title	SRC0003	high	approved
REC000987	SONG000759	exact_title	SRC0003	high	approved
REC000988	SONG000760	exact_title	SRC0003	high	approved
REC000989	SONG000760	exact_title	SRC0003	high	approved
REC000990	SONG000761	exact_title	SRC0003	high	approved
REC000991	SONG000761	exact_title	SRC0003	high	approved
REC000992	SONG000762	exact_title	SRC0003	high	approved
REC000993	SONG000763	exact_title	SRC0003	high	approved
REC000994	SONG000764	exact_title	SRC0003	high	approved
REC000995	SONG000764	exact_title	SRC0003	high	approved
REC000996	SONG000764	exact_title	SRC0003	high	approved
REC000997	SONG000765	exact_title	SRC0003	high	approved
REC000998	SONG000766	exact_title	SRC0003	high	approved
REC000999	SONG000767	exact_title	SRC0003	high	approved
REC001000	SONG000768	exact_title	SRC0003	high	approved
REC001001	SONG000769	exact_title	SRC0003	high	approved
REC001002	SONG000770	exact_title	SRC0003	high	approved
REC001003	SONG000770	exact_title	SRC0003	high	approved
REC001004	SONG000770	exact_title	SRC0003	high	approved
REC001005	SONG000770	exact_title	SRC0003	high	approved
REC001006	SONG000770	exact_title	SRC0003	high	approved
REC001007	SONG000770	exact_title	SRC0003	high	approved
REC001008	SONG000770	exact_title	SRC0003	high	approved
REC001009	SONG000771	exact_title	SRC0003	high	approved
REC001010	SONG000772	exact_title	SRC0003	high	approved
REC001011	SONG000773	exact_title	SRC0003	high	approved
REC001012	SONG000774	exact_title	SRC0003	high	approved
REC001013	SONG000775	exact_title	SRC0003	high	approved
REC001014	SONG000776	exact_title	SRC0003	high	approved
REC001015	SONG000777	exact_title	SRC0003	high	approved
REC001016	SONG000778	exact_title	SRC0003	high	approved
REC001017	SONG000779	exact_title	SRC0003	high	approved
REC001018	SONG000780	exact_title	SRC0003	high	approved
REC001019	SONG000781	exact_title	SRC0003	high	approved
REC001020	SONG000781	exact_title	SRC0003	high	approved
REC001021	SONG000782	exact_title	SRC0003	high	approved
REC001022	SONG000782	exact_title	SRC0003	high	approved
REC001023	SONG000783	exact_title	SRC0003	high	approved
REC001024	SONG000784	exact_title	SRC0003	high	approved
REC001025	SONG000784	exact_title	SRC0003	high	approved
REC001026	SONG000784	exact_title	SRC0003	high	approved
REC001027	SONG000784	exact_title	SRC0003	high	approved
REC001028	SONG000785	exact_title	SRC0003	high	approved
REC001029	SONG000786	exact_title	SRC0003	high	approved
REC001030	SONG000787	exact_title	SRC0003	high	approved
REC001031	SONG000787	exact_title	SRC0003	high	approved
REC001032	SONG000787	exact_title	SRC0003	high	approved
REC001033	SONG000787	exact_title	SRC0003	high	approved
REC001034	SONG000788	exact_title	SRC0003	high	approved
REC001035	SONG000788	exact_title	SRC0003	high	approved
REC001036	SONG000788	exact_title	SRC0003	high	approved
REC001037	SONG000788	exact_title	SRC0003	high	approved
REC001038	SONG000789	exact_title	SRC0003	high	approved
REC001039	SONG000790	exact_title	SRC0003	high	approved
REC001040	SONG000791	exact_title	SRC0003	high	approved
REC001041	SONG000792	exact_title	SRC0003	high	approved
REC001042	SONG000793	exact_title	SRC0003	high	approved
REC001043	SONG000794	exact_title	SRC0003	high	approved
REC001044	SONG000795	exact_title	SRC0003	high	approved
REC001045	SONG000796	exact_title	SRC0003	high	approved
REC001046	SONG000797	exact_title	SRC0003	high	approved
REC001047	SONG000798	exact_title	SRC0003	high	approved
REC001048	SONG000799	exact_title	SRC0003	high	approved
REC001049	SONG000800	exact_title	SRC0003	high	approved
REC001050	SONG000801	exact_title	SRC0003	high	approved
REC001051	SONG000802	exact_title	SRC0003	high	approved
REC001052	SONG000803	exact_title	SRC0003	high	approved
REC001053	SONG000804	exact_title	SRC0003	high	approved
REC001054	SONG000805	exact_title	SRC0003	high	approved
REC001055	SONG000806	exact_title	SRC0003	high	approved
REC001056	SONG000806	exact_title	SRC0003	high	approved
REC001057	SONG000806	exact_title	SRC0003	high	approved
REC001058	SONG000807	exact_title	SRC0003	high	approved
REC001059	SONG000808	exact_title	SRC0003	high	approved
REC001060	SONG000809	exact_title	SRC0003	high	approved
REC001061	SONG000809	exact_title	SRC0003	high	approved
REC001062	SONG000810	exact_title	SRC0003	high	approved
REC001063	SONG000811	exact_title	SRC0003	high	approved
REC001064	SONG000812	exact_title	SRC0003	high	approved
REC001065	SONG000812	exact_title	SRC0003	high	approved
REC001066	SONG000812	exact_title	SRC0003	high	approved
REC001067	SONG000813	exact_title	SRC0003	high	approved
REC001068	SONG000813	exact_title	SRC0003	high	approved
REC001069	SONG000813	exact_title	SRC0003	high	approved
REC001070	SONG000814	exact_title	SRC0003	high	approved
REC001071	SONG000815	exact_title	SRC0003	high	approved
REC001072	SONG000816	exact_title	SRC0003	high	approved
REC001073	SONG000817	exact_title	SRC0003	high	approved
REC001074	SONG000817	exact_title	SRC0003	high	approved
REC001075	SONG000817	exact_title	SRC0003	high	approved
REC001076	SONG000817	exact_title	SRC0003	high	approved
REC001077	SONG000817	exact_title	SRC0003	high	approved
REC001078	SONG000818	exact_title	SRC0003	high	approved
REC001079	SONG000818	exact_title	SRC0003	high	approved
REC001080	SONG000818	exact_title	SRC0003	high	approved
REC001081	SONG000818	exact_title	SRC0003	high	approved
REC001082	SONG000818	exact_title	SRC0003	high	approved
REC001083	SONG000819	exact_title	SRC0003	high	approved
REC001084	SONG000820	exact_title	SRC0003	high	approved
REC001085	SONG000821	exact_title	SRC0003	high	approved
REC001086	SONG000821	exact_title	SRC0003	high	approved
REC001087	SONG000822	exact_title	SRC0003	high	approved
REC001088	SONG000823	exact_title	SRC0003	high	approved
REC001089	SONG000824	exact_title	SRC0003	high	approved
REC001090	SONG000825	exact_title	SRC0003	high	approved
REC001091	SONG000826	exact_title	SRC0003	high	approved
REC001092	SONG000827	exact_title	SRC0003	high	approved
REC001093	SONG000828	exact_title	SRC0003	high	approved
REC001094	SONG000829	exact_title	SRC0003	high	approved
REC001095	SONG000830	exact_title	SRC0003	high	approved
REC001096	SONG000831	exact_title	SRC0003	high	approved
REC001097	SONG000832	exact_title	SRC0003	high	approved
REC001098	SONG000832	exact_title	SRC0003	high	approved
REC001099	SONG000832	exact_title	SRC0003	high	approved
REC001100	SONG000833	exact_title	SRC0003	high	approved
REC001101	SONG000834	exact_title	SRC0003	high	approved
REC001102	SONG000835	exact_title	SRC0003	high	approved
REC001103	SONG000836	exact_title	SRC0003	high	approved
REC001104	SONG000837	exact_title	SRC0003	high	approved
REC001105	SONG000838	exact_title	SRC0003	high	approved
REC001106	SONG000839	exact_title	SRC0003	high	approved
REC001107	SONG000840	exact_title	SRC0003	high	approved
REC001108	SONG000841	exact_title	SRC0003	high	approved
REC001109	SONG000842	exact_title	SRC0003	high	approved
REC001110	SONG000843	exact_title	SRC0003	high	approved
REC001111	SONG000844	exact_title	SRC0003	high	approved
REC001112	SONG000845	exact_title	SRC0003	high	approved
REC001113	SONG000846	exact_title	SRC0003	high	approved
REC001114	SONG000846	exact_title	SRC0003	high	approved
REC001115	SONG000847	exact_title	SRC0003	high	approved
REC001116	SONG000848	exact_title	SRC0003	high	approved
REC001117	SONG000848	exact_title	SRC0003	high	approved
REC001118	SONG000849	exact_title	SRC0003	high	approved
REC001119	SONG000850	exact_title	SRC0003	high	approved
REC001120	SONG000851	exact_title	SRC0003	high	approved
REC001121	SONG000852	exact_title	SRC0003	high	approved
REC001122	SONG000852	exact_title	SRC0003	high	approved
REC001123	SONG000852	exact_title	SRC0003	high	approved
REC001124	SONG000853	exact_title	SRC0003	high	approved
REC001125	SONG000854	exact_title	SRC0003	high	approved
REC001126	SONG000855	exact_title	SRC0003	high	approved
REC001127	SONG000856	exact_title	SRC0003	high	approved
REC001128	SONG000856	exact_title	SRC0003	high	approved
REC001129	SONG000857	exact_title	SRC0003	high	approved
REC001130	SONG000858	exact_title	SRC0003	high	approved
REC001131	SONG000859	exact_title	SRC0003	high	approved
REC001132	SONG000860	exact_title	SRC0003	high	approved
REC001133	SONG000861	exact_title	SRC0003	high	approved
REC001134	SONG000861	exact_title	SRC0003	high	approved
REC001135	SONG000862	exact_title	SRC0003	high	approved
REC001136	SONG000862	exact_title	SRC0003	high	approved
REC001137	SONG000863	exact_title	SRC0003	high	approved
REC001138	SONG000864	exact_title	SRC0003	high	approved
REC001139	SONG000865	exact_title	SRC0003	high	approved
REC001140	SONG000866	exact_title	SRC0003	high	approved
REC001141	SONG000867	exact_title	SRC0003	high	approved
REC001142	SONG000868	exact_title	SRC0003	high	approved
REC001143	SONG000869	exact_title	SRC0003	high	approved
REC001144	SONG000869	exact_title	SRC0003	high	approved
REC001145	SONG000869	exact_title	SRC0003	high	approved
REC001146	SONG000870	exact_title	SRC0003	high	approved
REC001147	SONG000870	exact_title	SRC0003	high	approved
REC001148	SONG000871	exact_title	SRC0003	high	approved
REC001149	SONG000871	exact_title	SRC0003	high	approved
REC001150	SONG000872	exact_title	SRC0003	high	approved
REC001151	SONG000872	exact_title	SRC0003	high	approved
REC001152	SONG000873	exact_title	SRC0003	high	approved
REC001153	SONG000873	exact_title	SRC0003	high	approved
REC001154	SONG000874	exact_title	SRC0003	high	approved
REC001155	SONG000875	exact_title	SRC0003	high	approved
REC001156	SONG000876	exact_title	SRC0003	high	approved
REC001157	SONG000877	exact_title	SRC0003	high	approved
REC001158	SONG000878	exact_title	SRC0003	high	approved
REC001159	SONG000878	exact_title	SRC0003	high	approved
REC001160	SONG000879	exact_title	SRC0003	high	approved
REC001161	SONG000880	exact_title	SRC0003	high	approved
REC001162	SONG000881	exact_title	SRC0003	high	approved
REC001163	SONG000881	exact_title	SRC0003	high	approved
REC001164	SONG000882	exact_title	SRC0003	high	approved
REC001165	SONG000883	exact_title	SRC0003	high	approved
REC001166	SONG000884	exact_title	SRC0003	high	approved
REC001167	SONG000885	exact_title	SRC0003	high	approved
REC001168	SONG000885	exact_title	SRC0003	high	approved
REC001169	SONG000886	exact_title	SRC0003	high	approved
REC001170	SONG000887	exact_title	SRC0003	high	approved
REC001171	SONG000888	exact_title	SRC0003	high	approved
REC001172	SONG000889	exact_title	SRC0003	high	approved
REC001173	SONG000890	exact_title	SRC0003	high	approved
REC001174	SONG000891	exact_title	SRC0003	high	approved
REC001175	SONG000891	exact_title	SRC0003	high	approved
REC001176	SONG000891	exact_title	SRC0003	high	approved
REC001177	SONG000892	exact_title	SRC0003	high	approved
REC001178	SONG000893	exact_title	SRC0003	high	approved
REC001179	SONG000894	exact_title	SRC0003	high	approved
REC001180	SONG000895	exact_title	SRC0003	high	approved
REC001181	SONG000896	exact_title	SRC0003	high	approved
REC001182	SONG000897	exact_title	SRC0003	high	approved
REC001183	SONG000898	exact_title	SRC0003	high	approved
REC001184	SONG000899	exact_title	SRC0003	high	approved
REC001185	SONG000900	exact_title	SRC0003	high	approved
REC001186	SONG000901	exact_title	SRC0003	high	approved
REC001187	SONG000902	exact_title	SRC0003	high	approved
REC001188	SONG000903	exact_title	SRC0003	high	approved
REC001189	SONG000904	exact_title	SRC0003	high	approved
REC001190	SONG000905	exact_title	SRC0003	high	approved
REC001191	SONG000906	exact_title	SRC0003	high	approved
REC001192	SONG000907	exact_title	SRC0003	high	approved
REC001193	SONG000908	exact_title	SRC0003	high	approved
REC001194	SONG000909	exact_title	SRC0003	high	approved
REC001195	SONG000909	exact_title	SRC0003	high	approved
REC001196	SONG000910	exact_title	SRC0003	high	approved
REC001197	SONG000910	exact_title	SRC0003	high	approved
REC001198	SONG000911	exact_title	SRC0003	high	approved
REC001199	SONG000912	exact_title	SRC0003	high	approved
REC001200	SONG000913	exact_title	SRC0003	high	approved
REC001201	SONG000914	exact_title	SRC0003	high	approved
REC001202	SONG000915	exact_title	SRC0003	high	approved
REC001203	SONG000916	exact_title	SRC0003	high	approved
REC001204	SONG000917	exact_title	SRC0003	high	approved
REC001205	SONG000917	exact_title	SRC0003	high	approved
REC001206	SONG000917	exact_title	SRC0003	high	approved
REC001207	SONG000917	exact_title	SRC0003	high	approved
REC001208	SONG000918	exact_title	SRC0003	high	approved
REC001209	SONG000919	exact_title	SRC0003	high	approved
REC001210	SONG000920	exact_title	SRC0003	high	approved
REC001211	SONG000921	exact_title	SRC0003	high	approved
REC001212	SONG000922	exact_title	SRC0003	high	approved
REC001213	SONG000923	exact_title	SRC0003	high	approved
REC001214	SONG000923	exact_title	SRC0003	high	approved
REC001215	SONG000924	exact_title	SRC0003	high	approved
REC001216	SONG000925	exact_title	SRC0003	high	approved
REC001217	SONG000926	exact_title	SRC0003	high	approved
REC001218	SONG000927	exact_title	SRC0003	high	approved
REC001219	SONG000927	exact_title	SRC0003	high	approved
REC001220	SONG000928	exact_title	SRC0003	high	approved
REC001221	SONG000929	exact_title	SRC0003	high	approved
REC001222	SONG000930	exact_title	SRC0003	high	approved
REC001223	SONG000931	exact_title	SRC0003	high	approved
REC001224	SONG000931	exact_title	SRC0003	high	approved
REC001225	SONG000932	exact_title	SRC0003	high	approved
REC001226	SONG000932	exact_title	SRC0003	high	approved
REC001227	SONG000933	exact_title	SRC0003	high	approved
REC001228	SONG000934	exact_title	SRC0003	high	approved
REC001229	SONG000935	exact_title	SRC0003	high	approved
REC001230	SONG000936	exact_title	SRC0003	high	approved
REC001231	SONG000937	exact_title	SRC0003	high	approved
REC001232	SONG000938	exact_title	SRC0003	high	approved
REC001233	SONG000939	exact_title	SRC0003	high	approved
REC001234	SONG000940	exact_title	SRC0003	high	approved
REC001235	SONG000941	exact_title	SRC0003	high	approved
REC001236	SONG000941	exact_title	SRC0003	high	approved
REC001237	SONG000942	exact_title	SRC0003	high	approved
REC001238	SONG000943	exact_title	SRC0003	high	approved
REC001239	SONG000944	exact_title	SRC0003	high	approved
REC001240	SONG000945	exact_title	SRC0003	high	approved
REC001241	SONG000946	exact_title	SRC0003	high	approved
REC001242	SONG000947	exact_title	SRC0003	high	approved
REC001243	SONG000948	exact_title	SRC0003	high	approved
REC001244	SONG000949	exact_title	SRC0003	high	approved
REC001245	SONG000950	exact_title	SRC0003	high	approved
REC001246	SONG000951	exact_title	SRC0003	high	approved
REC001247	SONG000951	exact_title	SRC0003	high	approved
REC001248	SONG000951	exact_title	SRC0003	high	approved
REC001249	SONG000951	exact_title	SRC0003	high	approved
REC001250	SONG000952	exact_title	SRC0003	high	approved
REC001251	SONG000953	exact_title	SRC0003	high	approved
REC001252	SONG000954	exact_title	SRC0003	high	approved
REC001253	SONG000955	exact_title	SRC0003	high	approved
REC001254	SONG000956	exact_title	SRC0003	high	approved
REC001255	SONG000957	exact_title	SRC0003	high	approved
REC001256	SONG000958	exact_title	SRC0003	high	approved
REC001257	SONG000959	exact_title	SRC0003	high	approved
REC001258	SONG000960	exact_title	SRC0003	high	approved
REC001259	SONG000961	exact_title	SRC0003	high	approved
REC001260	SONG000962	exact_title	SRC0003	high	approved
REC001261	SONG000963	exact_title	SRC0003	high	approved
REC001262	SONG000964	exact_title	SRC0003	high	approved
REC001263	SONG000965	exact_title	SRC0003	high	approved
REC001264	SONG000966	exact_title	SRC0003	high	approved
REC001265	SONG000967	exact_title	SRC0003	high	approved
REC001266	SONG000968	exact_title	SRC0003	high	approved
REC001267	SONG000969	exact_title	SRC0003	high	approved
REC001268	SONG000969	exact_title	SRC0003	high	approved
REC001269	SONG000970	exact_title	SRC0003	high	approved
REC001270	SONG000971	exact_title	SRC0003	high	approved
REC001271	SONG000972	exact_title	SRC0003	high	approved
REC001272	SONG000973	exact_title	SRC0003	high	approved
REC001273	SONG000974	exact_title	SRC0003	high	approved
REC001274	SONG000975	exact_title	SRC0003	high	approved
REC001275	SONG000976	exact_title	SRC0003	high	approved
REC001276	SONG000976	exact_title	SRC0003	high	approved
REC001277	SONG000976	exact_title	SRC0003	high	approved
REC001278	SONG000976	exact_title	SRC0003	high	approved
REC001279	SONG000977	exact_title	SRC0003	high	approved
REC001280	SONG000978	exact_title	SRC0003	high	approved
REC001281	SONG000979	exact_title	SRC0003	high	approved
REC001282	SONG000979	exact_title	SRC0003	high	approved
REC001283	SONG000980	exact_title	SRC0003	high	approved
REC001284	SONG000980	exact_title	SRC0003	high	approved
REC001285	SONG000981	exact_title	SRC0003	high	approved
REC001286	SONG000982	exact_title	SRC0003	high	approved
REC001287	SONG000983	exact_title	SRC0003	high	approved
REC001288	SONG000984	exact_title	SRC0003	high	approved
REC001289	SONG000985	exact_title	SRC0003	high	approved
REC001290	SONG000986	exact_title	SRC0003	high	approved
REC001291	SONG000987	exact_title	SRC0003	high	approved
REC001292	SONG000988	exact_title	SRC0003	high	approved
REC001293	SONG000988	exact_title	SRC0003	high	approved
REC001294	SONG000989	exact_title	SRC0003	high	approved
REC001295	SONG000990	exact_title	SRC0003	high	approved
REC001296	SONG000991	exact_title	SRC0003	high	approved
REC001297	SONG000992	exact_title	SRC0003	high	approved
REC001298	SONG000992	exact_title	SRC0003	high	approved
REC001299	SONG000993	exact_title	SRC0003	high	approved
REC001300	SONG000994	exact_title	SRC0003	high	approved
REC001301	SONG000995	exact_title	SRC0003	high	approved
REC001302	SONG000995	exact_title	SRC0003	high	approved
REC001303	SONG000996	exact_title	SRC0003	high	approved
REC001304	SONG000997	exact_title	SRC0003	high	approved
REC001305	SONG000998	exact_title	SRC0003	high	approved
REC001306	SONG000999	exact_title	SRC0003	high	approved
REC001307	SONG001000	exact_title	SRC0003	high	approved
REC001308	SONG001001	exact_title	SRC0003	high	approved
REC001309	SONG001002	exact_title	SRC0003	high	approved
REC001310	SONG001003	exact_title	SRC0003	high	approved
REC001311	SONG001004	exact_title	SRC0003	high	approved
REC001312	SONG001004	exact_title	SRC0003	high	approved
REC001313	SONG001005	exact_title	SRC0003	high	approved
REC001314	SONG001006	exact_title	SRC0003	high	approved
REC001315	SONG001006	exact_title	SRC0003	high	approved
REC001316	SONG001006	exact_title	SRC0003	high	approved
REC001317	SONG001006	exact_title	SRC0003	high	approved
REC001318	SONG001007	exact_title	SRC0003	high	approved
REC001319	SONG001008	exact_title	SRC0003	high	approved
REC001320	SONG001009	exact_title	SRC0003	high	approved
REC001321	SONG001010	exact_title	SRC0003	high	approved
REC001322	SONG001011	exact_title	SRC0003	high	approved
REC001323	SONG001012	exact_title	SRC0003	high	approved
REC001324	SONG001013	exact_title	SRC0003	high	approved
REC001325	SONG001013	exact_title	SRC0003	high	approved
REC001326	SONG001013	exact_title	SRC0003	high	approved
REC001327	SONG001013	exact_title	SRC0003	high	approved
REC001328	SONG001014	exact_title	SRC0003	high	approved
REC001329	SONG001015	exact_title	SRC0003	high	approved
REC001330	SONG001016	exact_title	SRC0003	high	approved
REC001331	SONG001017	exact_title	SRC0003	high	approved
REC001332	SONG001018	exact_title	SRC0003	high	approved
REC001333	SONG001018	exact_title	SRC0003	high	approved
REC001334	SONG001018	exact_title	SRC0003	high	approved
REC001335	SONG001019	exact_title	SRC0003	high	approved
REC001336	SONG001020	exact_title	SRC0003	high	approved
REC001337	SONG001020	exact_title	SRC0003	high	approved
REC001338	SONG001020	exact_title	SRC0003	high	approved
REC001339	SONG001021	exact_title	SRC0003	high	approved
REC001340	SONG001021	exact_title	SRC0003	high	approved
REC001341	SONG001021	exact_title	SRC0003	high	approved
REC001342	SONG001022	exact_title	SRC0003	high	approved
REC001343	SONG001023	exact_title	SRC0003	high	approved
REC001344	SONG001023	exact_title	SRC0003	high	approved
REC001345	SONG001023	exact_title	SRC0003	high	approved
REC001346	SONG001024	exact_title	SRC0003	high	approved
REC001347	SONG001025	exact_title	SRC0003	high	approved
REC001348	SONG001026	exact_title	SRC0003	high	approved
REC001349	SONG001027	exact_title	SRC0003	high	approved
REC001350	SONG001028	exact_title	SRC0003	high	approved
REC001351	SONG001028	exact_title	SRC0003	high	approved
REC001352	SONG001028	exact_title	SRC0003	high	approved
REC001353	SONG001029	exact_title	SRC0003	high	approved
REC001354	SONG001030	exact_title	SRC0003	high	approved
REC001355	SONG001031	exact_title	SRC0003	high	approved
REC001356	SONG001032	exact_title	SRC0003	high	approved
REC001357	SONG001033	exact_title	SRC0003	high	approved
REC001358	SONG001034	exact_title	SRC0003	high	approved
REC001359	SONG001034	exact_title	SRC0003	high	approved
REC001360	SONG001034	exact_title	SRC0003	high	approved
REC001361	SONG001035	exact_title	SRC0003	high	approved
REC001362	SONG001036	exact_title	SRC0003	high	approved
REC001363	SONG001037	exact_title	SRC0003	high	approved
REC001364	SONG001037	exact_title	SRC0003	high	approved
REC001365	SONG001038	exact_title	SRC0003	high	approved
REC001366	SONG001039	exact_title	SRC0003	high	approved
REC001367	SONG001039	exact_title	SRC0003	high	approved
REC001368	SONG001040	exact_title	SRC0003	high	approved
REC001369	SONG001041	exact_title	SRC0003	high	approved
REC001370	SONG001042	exact_title	SRC0003	high	approved
REC001371	SONG001043	exact_title	SRC0003	high	approved
REC001372	SONG001044	exact_title	SRC0003	high	approved
REC001373	SONG001044	exact_title	SRC0003	high	approved
REC001374	SONG001045	exact_title	SRC0003	high	approved
REC001375	SONG001046	exact_title	SRC0003	high	approved
REC001376	SONG001047	exact_title	SRC0003	high	approved
REC001377	SONG001048	exact_title	SRC0003	high	approved
REC001378	SONG001049	exact_title	SRC0003	high	approved
REC001379	SONG001050	exact_title	SRC0003	high	approved
REC001380	SONG001051	exact_title	SRC0003	high	approved
REC001381	SONG001052	exact_title	SRC0003	high	approved
REC001382	SONG001053	exact_title	SRC0003	high	approved
REC001383	SONG001053	exact_title	SRC0003	high	approved
REC001384	SONG001054	exact_title	SRC0003	high	approved
REC001385	SONG001054	exact_title	SRC0003	high	approved
REC001386	SONG001055	exact_title	SRC0003	high	approved
REC001387	SONG001055	exact_title	SRC0003	high	approved
REC001388	SONG001056	exact_title	SRC0003	high	approved
REC001389	SONG001057	exact_title	SRC0003	high	approved
REC001390	SONG001058	exact_title	SRC0003	high	approved
REC001391	SONG001059	exact_title	SRC0003	high	approved
REC001392	SONG001060	exact_title	SRC0003	high	approved
