recording_id	group_id	role	source_id	confidence	review_status
REC001589	GRP0102	primary_group	SRC0001	high	raw_extracted
REC001590	GRP0172	primary_group	SRC0001	high	raw_extracted
REC001591	GRP0027	primary_group	SRC0001	high	raw_extracted
REC001600	GRP0173	primary_group	SRC0001	high	raw_extracted
REC001602	GRP0035	primary_group	SRC0001	high	raw_extracted
REC001609	GRP0103	primary_group	SRC0001	high	raw_extracted
REC001614	GRP0086	primary_group	SRC0001	high	raw_extracted
REC001616	GRP0142	primary_group	SRC0001	high	raw_extracted
REC001617	GRP0131	primary_group	SRC0001	high	raw_extracted
REC001621	GRP0183	primary_group	SRC0001	high	raw_extracted
REC001624	GRP0137	primary_group	SRC0001	high	raw_extracted
REC001625	GRP0136	primary_group	SRC0001	high	raw_extracted
REC001627	GRP0079	primary_group	SRC0001	high	raw_extracted
REC001631	GRP0115	primary_group	SRC0001	high	raw_extracted
REC001632	GRP0115	primary_group	SRC0001	high	raw_extracted
REC001633	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001640	GRP0074	primary_group	SRC0001	high	raw_extracted
REC001641	GRP0034	primary_group	SRC0001	high	raw_extracted
REC001644	GRP0115	primary_group	SRC0001	high	raw_extracted
REC001645	GRP0172	primary_group	SRC0001	high	raw_extracted
REC001648	GRP0172	primary_group	SRC0001	high	raw_extracted
REC001655	GRP0169	primary_group	SRC0001	high	raw_extracted
REC001656	GRP0169	primary_group	SRC0001	high	raw_extracted
REC001659	GRP0118	primary_group	SRC0001	high	raw_extracted
REC001661	GRP0121	primary_group	SRC0001	high	raw_extracted
REC001663	GRP0121	primary_group	SRC0001	high	raw_extracted
REC001667	GRP0155	primary_group	SRC0001	high	raw_extracted
REC001673	GRP0137	primary_group	SRC0001	high	raw_extracted
REC001674	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001676	GRP0124	primary_group	SRC0001	high	raw_extracted
REC001677	GRP0038	primary_group	SRC0001	high	raw_extracted
REC001679	GRP0044	primary_group	SRC0001	high	raw_extracted
REC001681	GRP0142	primary_group	SRC0001	high	raw_extracted
REC001682	GRP0126	primary_group	SRC0001	high	raw_extracted
REC001686	GRP0188	primary_group	SRC0001	high	raw_extracted
REC001687	GRP0137	primary_group	SRC0001	high	raw_extracted
REC001688	GRP0192	primary_group	SRC0001	high	raw_extracted
REC001689	GRP0172	primary_group	SRC0001	high	raw_extracted
REC001690	GRP0180	primary_group	SRC0001	high	raw_extracted
REC001693	GRP0142	primary_group	SRC0001	high	raw_extracted
REC001696	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001697	GRP0080	primary_group	SRC0001	high	raw_extracted
REC001699	GRP0155	primary_group	SRC0001	high	raw_extracted
REC001707	GRP0012	primary_group	SRC0001	high	raw_extracted
REC001713	GRP0157	primary_group	SRC0001	high	raw_extracted
REC001714	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001715	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001716	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001717	GRP0014	primary_group	SRC0001	high	raw_extracted
REC001718	GRP0019	primary_group	SRC0001	high	raw_extracted
REC001721	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001735	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001738	GRP0079	primary_group	SRC0001	high	raw_extracted
REC001745	GRP0119	primary_group	SRC0001	high	raw_extracted
REC001747	GRP0169	primary_group	SRC0001	high	raw_extracted
REC001748	GRP0033	primary_group	SRC0001	high	raw_extracted
REC001749	GRP0029	primary_group	SRC0001	high	raw_extracted
REC001750	GRP0043	primary_group	SRC0001	high	raw_extracted
REC001751	GRP0033	primary_group	SRC0001	high	raw_extracted
REC001752	GRP0033	primary_group	SRC0001	high	raw_extracted
REC001753	GRP0029	primary_group	SRC0001	high	raw_extracted
REC001756	GRP0033	primary_group	SRC0001	high	raw_extracted
REC001759	GRP0078	primary_group	SRC0001	high	raw_extracted
REC001760	GRP0079	primary_group	SRC0001	high	raw_extracted
REC001765	GRP0086	primary_group	SRC0001	high	raw_extracted
REC001766	GRP0086	primary_group	SRC0001	high	raw_extracted
REC001768	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001770	GRP0143	primary_group	SRC0001	high	raw_extracted
REC001776	GRP0137	primary_group	SRC0001	high	raw_extracted
REC001777	GRP0136	primary_group	SRC0001	high	raw_extracted
REC001778	GRP0170	primary_group	SRC0001	high	raw_extracted
REC001784	GRP0030	primary_group	SRC0001	high	raw_extracted
REC001786	GRP0195	primary_group	SRC0001	high	raw_extracted
REC001794	GRP0075	primary_group	SRC0001	high	raw_extracted
REC001796	GRP0188	primary_group	SRC0001	high	raw_extracted
REC001800	GRP0118	primary_group	SRC0001	high	raw_extracted
REC001801	GRP0014	primary_group	SRC0001	high	raw_extracted
REC001803	GRP0012	primary_group	SRC0001	high	raw_extracted
REC001804	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001814	GRP0169	primary_group	SRC0001	high	raw_extracted
REC001819	GRP0167	primary_group	SRC0001	high	raw_extracted
REC001822	GRP0146	primary_group	SRC0001	high	raw_extracted
REC001823	GRP0041	primary_group	SRC0001	high	raw_extracted
REC001830	GRP0023	primary_group	SRC0001	high	raw_extracted
REC001831	GRP0189	primary_group	SRC0001	high	raw_extracted
REC001840	GRP0169	primary_group	SRC0001	high	raw_extracted
REC001847	GRP0087	primary_group	SRC0001	high	raw_extracted
REC001848	GRP0166	primary_group	SRC0001	high	raw_extracted
REC001855	GRP0018	primary_group	SRC0001	high	raw_extracted
REC001856	GRP0012	primary_group	SRC0001	high	raw_extracted
REC001858	GRP0116	primary_group	SRC0001	high	raw_extracted
REC001860	GRP0033	primary_group	SRC0001	high	raw_extracted
REC001861	GRP0033	primary_group	SRC0001	high	raw_extracted
REC001862	GRP0033	primary_group	SRC0001	high	raw_extracted
REC001863	GRP0124	primary_group	SRC0001	high	raw_extracted
REC001864	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001865	GRP0190	primary_group	SRC0001	high	raw_extracted
REC001866	GRP0184	primary_group	SRC0001	high	raw_extracted
REC001868	GRP0057	primary_group	SRC0001	high	raw_extracted
REC001869	GRP0067	primary_group	SRC0001	high	raw_extracted
REC001870	GRP0067	primary_group	SRC0001	high	raw_extracted
REC001872	GRP0136	primary_group	SRC0001	high	raw_extracted
REC001874	GRP0115	primary_group	SRC0001	high	raw_extracted
REC001875	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001880	GRP0172	primary_group	SRC0001	high	raw_extracted
REC001881	GRP0121	primary_group	SRC0001	high	raw_extracted
REC001883	GRP0087	primary_group	SRC0001	high	raw_extracted
REC001890	GRP0146	primary_group	SRC0001	high	raw_extracted
REC001891	GRP0035	primary_group	SRC0001	high	raw_extracted
REC001892	GRP0047	primary_group	SRC0001	high	raw_extracted
REC001893	GRP0030	primary_group	SRC0001	high	raw_extracted
REC001894	GRP0029	primary_group	SRC0001	high	raw_extracted
REC001895	GRP0055	primary_group	SRC0001	high	raw_extracted
REC001896	GRP0023	primary_group	SRC0001	high	raw_extracted
REC001900	GRP0033	primary_group	SRC0001	high	raw_extracted
REC001901	GRP0169	primary_group	SRC0001	high	raw_extracted
REC001902	GRP0035	primary_group	SRC0001	high	raw_extracted
REC001904	GRP0137	primary_group	SRC0001	high	raw_extracted
REC001905	GRP0136	primary_group	SRC0001	high	raw_extracted
REC001906	GRP0011	primary_group	SRC0001	high	raw_extracted
REC001907	GRP0172	primary_group	SRC0001	high	raw_extracted
REC001911	GRP0146	primary_group	SRC0001	high	raw_extracted
REC001912	GRP0161	primary_group	SRC0001	high	raw_extracted
REC001913	GRP0086	primary_group	SRC0001	high	raw_extracted
REC001917	GRP0086	primary_group	SRC0001	high	raw_extracted
REC001927	GRP0073	primary_group	SRC0001	high	raw_extracted
REC001941	GRP0108	primary_group	SRC0001	high	raw_extracted
REC001942	GRP0159	primary_group	SRC0001	high	raw_extracted
REC001944	GRP0030	primary_group	SRC0001	high	raw_extracted
REC001945	GRP0033	primary_group	SRC0001	high	raw_extracted
REC001946	GRP0029	primary_group	SRC0001	high	raw_extracted
REC001948	GRP0156	primary_group	SRC0001	high	raw_extracted
REC001949	GRP0167	primary_group	SRC0001	high	raw_extracted
REC001950	GRP0027	primary_group	SRC0001	high	raw_extracted
REC001952	GRP0081	primary_group	SRC0001	high	raw_extracted
REC001954	GRP0090	primary_group	SRC0001	high	raw_extracted
REC001961	GRP0084	primary_group	SRC0001	high	raw_extracted
REC001964	GRP0166	primary_group	SRC0001	high	raw_extracted
REC001966	GRP0051	primary_group	SRC0001	high	raw_extracted
REC001967	GRP0121	primary_group	SRC0001	high	raw_extracted
REC001970	GRP0121	primary_group	SRC0001	high	raw_extracted
REC001971	GRP0146	primary_group	SRC0001	high	raw_extracted
REC001975	GRP0196	primary_group	SRC0001	high	raw_extracted
REC001976	GRP0062	primary_group	SRC0001	high	raw_extracted
REC001977	GRP0189	primary_group	SRC0001	high	raw_extracted
REC001984	GRP0067	primary_group	SRC0001	high	raw_extracted
REC001988	GRP0126	primary_group	SRC0001	high	raw_extracted
REC001991	GRP0169	primary_group	SRC0001	high	raw_extracted
REC001995	GRP0032	primary_group	SRC0001	high	raw_extracted
REC001998	GRP0055	primary_group	SRC0001	high	raw_extracted
REC002006	GRP0145	primary_group	SRC0001	high	raw_extracted
REC002015	GRP0058	primary_group	SRC0001	high	raw_extracted
REC002016	GRP0128	primary_group	SRC0001	high	raw_extracted
REC002020	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002021	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002023	GRP0036	primary_group	SRC0001	high	raw_extracted
REC002028	GRP0106	primary_group	SRC0001	high	raw_extracted
REC002030	GRP0170	primary_group	SRC0001	high	raw_extracted
REC002034	GRP0103	primary_group	SRC0001	high	raw_extracted
REC002037	GRP0078	primary_group	SRC0001	high	raw_extracted
REC002038	GRP0078	primary_group	SRC0001	high	raw_extracted
REC002040	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002041	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002046	GRP0183	primary_group	SRC0001	high	raw_extracted
REC002048	GRP0178	primary_group	SRC0001	high	raw_extracted
REC002049	GRP0107	primary_group	SRC0001	high	raw_extracted
REC002050	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002055	GRP0151	primary_group	SRC0001	high	raw_extracted
REC002056	GRP0152	primary_group	SRC0001	high	raw_extracted
REC002058	GRP0162	primary_group	SRC0001	high	raw_extracted
REC002059	GRP0157	primary_group	SRC0001	high	raw_extracted
REC002065	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002067	GRP0095	primary_group	SRC0001	high	raw_extracted
REC002075	GRP0183	primary_group	SRC0001	high	raw_extracted
REC002076	GRP0127	primary_group	SRC0001	high	raw_extracted
REC002077	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002078	GRP0021	primary_group	SRC0001	high	raw_extracted
REC002082	GRP0068	primary_group	SRC0001	high	raw_extracted
REC002086	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002092	GRP0071	primary_group	SRC0001	high	raw_extracted
REC002094	GRP0126	primary_group	SRC0001	high	raw_extracted
REC002100	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002101	GRP0143	primary_group	SRC0001	high	raw_extracted
REC002102	GRP0126	primary_group	SRC0001	high	raw_extracted
REC002103	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002111	GRP0069	primary_group	SRC0001	high	raw_extracted
REC002116	GRP0158	primary_group	SRC0001	high	raw_extracted
REC002123	GRP0073	primary_group	SRC0001	high	raw_extracted
REC002124	GRP0073	primary_group	SRC0001	high	raw_extracted
REC002125	GRP0049	primary_group	SRC0001	high	raw_extracted
REC002131	GRP0130	primary_group	SRC0001	high	raw_extracted
REC002132	GRP0137	primary_group	SRC0001	high	raw_extracted
REC002133	GRP0136	primary_group	SRC0001	high	raw_extracted
REC002135	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002138	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002139	GRP0183	primary_group	SRC0001	high	raw_extracted
REC002140	GRP0062	primary_group	SRC0001	high	raw_extracted
REC002141	GRP0075	primary_group	SRC0001	high	raw_extracted
REC002142	GRP0184	primary_group	SRC0001	high	raw_extracted
REC002149	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002152	GRP0126	primary_group	SRC0001	high	raw_extracted
REC002154	GRP0184	primary_group	SRC0001	high	raw_extracted
REC002157	GRP0020	primary_group	SRC0001	high	raw_extracted
REC002168	GRP0012	primary_group	SRC0001	high	raw_extracted
REC002176	GRP0041	primary_group	SRC0001	high	raw_extracted
REC002181	GRP0166	primary_group	SRC0001	high	raw_extracted
REC002190	GRP0184	primary_group	SRC0001	high	raw_extracted
REC002201	GRP0183	primary_group	SRC0001	high	raw_extracted
REC002204	GRP0098	primary_group	SRC0001	high	raw_extracted
REC002206	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002237	GRP0201	primary_group	SRC0001	high	raw_extracted
REC002242	GRP0184	primary_group	SRC0001	high	raw_extracted
REC002243	GRP0105	primary_group	SRC0001	high	raw_extracted
REC002245	GRP0110	primary_group	SRC0001	high	raw_extracted
REC002251	GRP0105	primary_group	SRC0001	high	raw_extracted
REC002254	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002259	GRP0142	primary_group	SRC0001	high	raw_extracted
REC002264	GRP0142	primary_group	SRC0001	high	raw_extracted
REC002274	GRP0149	primary_group	SRC0001	high	raw_extracted
REC002276	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002280	GRP0051	primary_group	SRC0001	high	raw_extracted
REC002283	GRP0010	primary_group	SRC0001	high	raw_extracted
REC002284	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002292	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002293	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002294	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002296	GRP0106	primary_group	SRC0001	high	raw_extracted
REC002301	GRP0193	primary_group	SRC0001	high	raw_extracted
REC002303	GRP0098	primary_group	SRC0001	high	raw_extracted
REC002304	GRP0178	primary_group	SRC0001	high	raw_extracted
REC002309	GRP0103	primary_group	SRC0001	high	raw_extracted
REC002310	GRP0077	primary_group	SRC0001	high	raw_extracted
REC002321	GRP0126	primary_group	SRC0001	high	raw_extracted
REC002323	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002326	GRP0082	primary_group	SRC0001	high	raw_extracted
REC002327	GRP0126	primary_group	SRC0001	high	raw_extracted
REC002336	GRP0126	primary_group	SRC0001	high	raw_extracted
REC002338	GRP0199	primary_group	SRC0001	high	raw_extracted
REC002340	GRP0099	primary_group	SRC0001	high	raw_extracted
REC002347	GRP0071	primary_group	SRC0001	high	raw_extracted
REC002349	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002350	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002351	GRP0174	primary_group	SRC0001	high	raw_extracted
REC002354	GRP0071	primary_group	SRC0001	high	raw_extracted
REC002358	GRP0183	primary_group	SRC0001	high	raw_extracted
REC002359	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002360	GRP0194	primary_group	SRC0001	high	raw_extracted
REC002365	GRP0094	primary_group	SRC0001	high	raw_extracted
REC002366	GRP0086	primary_group	SRC0001	high	raw_extracted
REC002367	GRP0162	primary_group	SRC0001	high	raw_extracted
REC002373	GRP0126	primary_group	SRC0001	high	raw_extracted
REC002375	GRP0030	primary_group	SRC0001	high	raw_extracted
REC002376	GRP0033	primary_group	SRC0001	high	raw_extracted
REC002377	GRP0029	primary_group	SRC0001	high	raw_extracted
REC002378	GRP0169	primary_group	SRC0001	high	raw_extracted
REC002379	GRP0023	primary_group	SRC0001	high	raw_extracted
REC002380	GRP0031	primary_group	SRC0001	medium	needs_review
REC002382	GRP0167	primary_group	SRC0001	high	raw_extracted
REC002388	GRP0154	primary_group	SRC0001	high	raw_extracted
REC002391	GRP0141	primary_group	SRC0001	high	raw_extracted
REC002392	GRP0145	primary_group	SRC0001	high	raw_extracted
REC002393	GRP0152	primary_group	SRC0001	high	raw_extracted
REC002395	GRP0051	primary_group	SRC0001	high	raw_extracted
REC002398	GRP0146	primary_group	SRC0001	high	raw_extracted
REC002401	GRP0157	primary_group	SRC0001	high	raw_extracted
REC002402	GRP0051	primary_group	SRC0001	high	raw_extracted
REC002403	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002410	GRP0171	primary_group	SRC0001	high	raw_extracted
REC002416	GRP0162	primary_group	SRC0001	high	raw_extracted
REC002420	GRP0137	primary_group	SRC0001	high	raw_extracted
REC002425	GRP0137	primary_group	SRC0001	high	raw_extracted
REC002426	GRP0162	primary_group	SRC0001	high	raw_extracted
REC002427	GRP0202	primary_group	SRC0001	high	raw_extracted
REC002429	GRP0137	primary_group	SRC0001	high	raw_extracted
REC002430	GRP0136	primary_group	SRC0001	high	raw_extracted
REC002431	GRP0137	primary_group	SRC0001	high	raw_extracted
REC002432	GRP0166	primary_group	SRC0001	high	raw_extracted
REC002433	GRP0159	primary_group	SRC0001	high	raw_extracted
REC002438	GRP0030	primary_group	SRC0001	high	raw_extracted
REC002439	GRP0030	primary_group	SRC0001	high	raw_extracted
REC002440	GRP0033	primary_group	SRC0001	high	raw_extracted
REC002441	GRP0033	primary_group	SRC0001	high	raw_extracted
REC002442	GRP0032	primary_group	SRC0001	high	raw_extracted
REC002450	GRP0058	primary_group	SRC0001	high	raw_extracted
REC002453	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002455	GRP0155	primary_group	SRC0001	high	raw_extracted
REC002462	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002463	GRP0162	primary_group	SRC0001	high	raw_extracted
REC002464	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002465	GRP0152	primary_group	SRC0001	high	raw_extracted
REC002466	GRP0138	primary_group	SRC0001	high	raw_extracted
REC002480	GRP0123	primary_group	SRC0001	high	raw_extracted
REC002485	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002486	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002487	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002488	GRP0130	primary_group	SRC0001	high	raw_extracted
REC002489	GRP0153	primary_group	SRC0001	high	raw_extracted
REC002492	GRP0201	primary_group	SRC0001	high	raw_extracted
REC002498	GRP0056	primary_group	SRC0001	high	raw_extracted
REC002501	GRP0075	primary_group	SRC0001	high	raw_extracted
REC002507	GRP0161	primary_group	SRC0001	high	raw_extracted
REC002508	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002510	GRP0161	primary_group	SRC0001	high	raw_extracted
REC002513	GRP0184	primary_group	SRC0001	high	raw_extracted
REC002518	GRP0106	primary_group	SRC0001	high	raw_extracted
REC002520	GRP0169	primary_group	SRC0001	high	raw_extracted
REC002523	GRP0145	primary_group	SRC0001	high	raw_extracted
REC002524	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002532	GRP0159	primary_group	SRC0001	high	raw_extracted
REC002537	GRP0161	primary_group	SRC0001	high	raw_extracted
REC002538	GRP0124	primary_group	SRC0001	high	raw_extracted
REC002542	GRP0126	primary_group	SRC0001	high	raw_extracted
REC002545	GRP0014	primary_group	SRC0001	high	raw_extracted
REC002549	GRP0186	primary_group	SRC0001	high	raw_extracted
REC002551	GRP0094	primary_group	SRC0001	high	raw_extracted
REC002552	GRP0079	primary_group	SRC0001	high	raw_extracted
REC002565	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002567	GRP0155	primary_group	SRC0001	high	raw_extracted
REC002568	GRP0184	primary_group	SRC0001	high	raw_extracted
REC002571	GRP0098	primary_group	SRC0001	high	raw_extracted
REC002578	GRP0131	primary_group	SRC0001	high	raw_extracted
REC002580	GRP0030	primary_group	SRC0001	high	raw_extracted
REC002581	GRP0033	primary_group	SRC0001	high	raw_extracted
REC002582	GRP0030	primary_group	SRC0001	high	raw_extracted
REC002583	GRP0033	primary_group	SRC0001	high	raw_extracted
REC002584	GRP0066	primary_group	SRC0001	high	raw_extracted
REC002585	GRP0057	primary_group	SRC0001	high	raw_extracted
REC002586	GRP0045	primary_group	SRC0001	high	raw_extracted
REC002587	GRP0019	primary_group	SRC0001	high	raw_extracted
REC002588	GRP0124	primary_group	SRC0001	high	raw_extracted
REC002589	GRP0078	primary_group	SRC0001	high	raw_extracted
REC002590	GRP0078	primary_group	SRC0001	high	raw_extracted
REC002591	GRP0137	primary_group	SRC0001	high	raw_extracted
REC002592	GRP0136	primary_group	SRC0001	high	raw_extracted
REC002593	GRP0137	primary_group	SRC0001	high	raw_extracted
REC002595	GRP0071	primary_group	SRC0001	high	raw_extracted
REC002601	GRP0033	primary_group	SRC0001	high	raw_extracted
REC002602	GRP0088	primary_group	SRC0001	high	raw_extracted
REC002610	GRP0137	primary_group	SRC0001	high	raw_extracted
REC002611	GRP0136	primary_group	SRC0001	high	raw_extracted
REC002612	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002614	GRP0142	primary_group	SRC0001	high	raw_extracted
REC002616	GRP0079	primary_group	SRC0001	high	raw_extracted
REC002617	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002622	GRP0014	primary_group	SRC0001	high	raw_extracted
REC002625	GRP0027	primary_group	SRC0001	high	raw_extracted
REC002626	GRP0167	primary_group	SRC0001	high	raw_extracted
REC002630	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002631	GRP0184	primary_group	SRC0001	high	raw_extracted
REC002636	GRP0103	primary_group	SRC0001	high	raw_extracted
REC002640	GRP0116	primary_group	SRC0001	high	raw_extracted
REC002642	GRP0049	primary_group	SRC0001	high	raw_extracted
REC002648	GRP0172	primary_group	SRC0001	high	raw_extracted
REC002649	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002654	GRP0169	primary_group	SRC0001	high	raw_extracted
REC002656	GRP0160	primary_group	SRC0001	high	raw_extracted
REC002657	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002658	GRP0062	primary_group	SRC0001	high	raw_extracted
REC002662	GRP0079	primary_group	SRC0001	high	raw_extracted
REC002663	GRP0128	primary_group	SRC0001	high	raw_extracted
REC002664	GRP0095	primary_group	SRC0001	high	raw_extracted
REC002669	GRP0114	primary_group	SRC0001	high	raw_extracted
REC002670	GRP0152	primary_group	SRC0001	high	raw_extracted
REC002674	GRP0035	primary_group	SRC0001	high	raw_extracted
REC002675	GRP0182	primary_group	SRC0001	high	raw_extracted
REC002682	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002684	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002685	GRP0084	primary_group	SRC0001	high	raw_extracted
REC002686	GRP0186	primary_group	SRC0001	high	raw_extracted
REC002691	GRP0099	primary_group	SRC0001	high	raw_extracted
REC002693	GRP0012	primary_group	SRC0001	high	raw_extracted
REC002695	GRP0073	primary_group	SRC0001	high	raw_extracted
REC002697	GRP0160	primary_group	SRC0001	high	raw_extracted
REC002699	GRP0167	primary_group	SRC0001	high	raw_extracted
REC002706	GRP0025	primary_group	SRC0001	high	raw_extracted
REC002715	GRP0121	primary_group	SRC0001	high	raw_extracted
REC002716	GRP0044	primary_group	SRC0001	high	raw_extracted
REC002720	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002723	GRP0182	primary_group	SRC0001	high	raw_extracted
REC002728	GRP0201	primary_group	SRC0001	high	raw_extracted
REC002738	GRP0142	primary_group	SRC0001	high	raw_extracted
REC002741	GRP0019	primary_group	SRC0001	high	raw_extracted
REC002744	GRP0079	primary_group	SRC0001	high	raw_extracted
REC002745	GRP0159	primary_group	SRC0001	high	raw_extracted
REC002746	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002750	GRP0073	primary_group	SRC0001	high	raw_extracted
REC002751	GRP0078	primary_group	SRC0001	high	raw_extracted
REC002753	GRP0140	primary_group	SRC0001	high	raw_extracted
REC002758	GRP0162	primary_group	SRC0001	high	raw_extracted
REC002759	GRP0142	primary_group	SRC0001	high	raw_extracted
REC002760	GRP0066	primary_group	SRC0001	high	raw_extracted
REC002761	GRP0103	primary_group	SRC0001	high	raw_extracted
REC002762	GRP0077	primary_group	SRC0001	high	raw_extracted
REC002763	GRP0161	primary_group	SRC0001	high	raw_extracted
REC002764	GRP0161	primary_group	SRC0001	high	raw_extracted
REC002765	GRP0121	primary_group	SRC0001	high	raw_extracted
REC002770	GRP0165	primary_group	SRC0001	high	raw_extracted
REC002771	GRP0086	primary_group	SRC0001	high	raw_extracted
REC002772	GRP0023	primary_group	SRC0001	high	raw_extracted
REC002782	GRP0045	primary_group	SRC0001	high	raw_extracted
REC002786	GRP0161	primary_group	SRC0001	high	raw_extracted
REC002790	GRP0167	primary_group	SRC0001	high	raw_extracted
REC002791	GRP0128	primary_group	SRC0001	high	raw_extracted
REC002794	GRP0157	primary_group	SRC0001	high	raw_extracted
REC002795	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002796	GRP0145	primary_group	SRC0001	high	raw_extracted
REC002800	GRP0161	primary_group	SRC0001	high	raw_extracted
REC002804	GRP0145	primary_group	SRC0001	high	raw_extracted
REC002806	GRP0200	primary_group	SRC0001	high	raw_extracted
REC002807	GRP0045	primary_group	SRC0001	high	raw_extracted
REC002809	GRP0136	primary_group	SRC0001	high	raw_extracted
REC002815	GRP0013	primary_group	SRC0001	high	raw_extracted
REC002816	GRP0098	primary_group	SRC0001	high	raw_extracted
REC002820	GRP0051	primary_group	SRC0001	high	raw_extracted
REC002822	GRP0166	primary_group	SRC0001	high	raw_extracted
REC002824	GRP0165	primary_group	SRC0001	high	raw_extracted
REC002825	GRP0190	primary_group	SRC0001	high	raw_extracted
REC002827	GRP0081	primary_group	SRC0001	high	raw_extracted
REC002832	GRP0166	primary_group	SRC0001	high	raw_extracted
REC002833	GRP0033	primary_group	SRC0001	high	raw_extracted
REC002841	GRP0201	primary_group	SRC0001	high	raw_extracted
REC002843	GRP0131	primary_group	SRC0001	high	raw_extracted
REC002850	GRP0039	primary_group	SRC0001	high	raw_extracted
REC002851	GRP0027	primary_group	SRC0001	high	raw_extracted
REC002852	GRP0166	primary_group	SRC0001	high	raw_extracted
REC002856	GRP0126	primary_group	SRC0001	high	raw_extracted
REC002861	GRP0033	primary_group	SRC0001	high	raw_extracted
REC002862	GRP0033	primary_group	SRC0001	high	raw_extracted
REC002864	GRP0162	primary_group	SRC0001	high	raw_extracted
REC002865	GRP0169	primary_group	SRC0001	high	raw_extracted
REC002870	GRP0049	primary_group	SRC0001	high	raw_extracted
REC002871	GRP0057	primary_group	SRC0001	high	raw_extracted
REC002873	GRP0126	primary_group	SRC0001	high	raw_extracted
REC002876	GRP0083	primary_group	SRC0001	high	raw_extracted
REC002892	GRP0126	primary_group	SRC0001	high	raw_extracted
REC002894	GRP0172	primary_group	SRC0001	high	raw_extracted
REC002899	GRP0169	primary_group	SRC0001	high	raw_extracted
REC002900	GRP0151	primary_group	SRC0001	high	raw_extracted
REC002901	GRP0151	primary_group	SRC0001	high	raw_extracted
REC002902	GRP0145	primary_group	SRC0001	high	raw_extracted
REC002907	GRP0095	primary_group	SRC0001	high	raw_extracted
REC002910	GRP0032	primary_group	SRC0001	high	raw_extracted
REC002914	GRP0172	primary_group	SRC0001	high	raw_extracted
REC002915	GRP0071	primary_group	SRC0001	high	raw_extracted
REC002916	GRP0071	primary_group	SRC0001	high	raw_extracted
REC002917	GRP0169	primary_group	SRC0001	high	raw_extracted
REC002919	GRP0166	primary_group	SRC0001	high	raw_extracted
REC002920	GRP0167	primary_group	SRC0001	high	raw_extracted
REC002921	GRP0166	primary_group	SRC0001	high	raw_extracted
REC002925	GRP0173	primary_group	SRC0001	high	raw_extracted
