unit_candidate_id	source_id	source_row	release_title	product_title	release_url	artist_name	artist_entity_type	matched_performer_id	matched_group_id	track_number_in_source_extract	candidate_title	source_tracklist_status	source_extract_method	existing_recording_id	existing_song_id	candidate_status	review_reason	current_song_id	current_recording_id	recalculated_status
UNIT0113-05-008	SRC0002	5	USB - Que Viva Diciembre	USB - Que Viva Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/	Varios Artistas	performer			8	La Boquitrompona	complete_or_exceeds_track_count	short_description	REC005637;REC005665	SONG004279	REVIEW_REQUIRED	recording_title_exists;song_title_exists;artist_not_matched_to_authority	SONG004279	REC005637;REC005665	already_matched_current_authority
UNIT0113-05-009	SRC0002	5	USB - Que Viva Diciembre	USB - Que Viva Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/	Varios Artistas	performer			9	El Porteñito	complete_or_exceeds_track_count	short_description	REC005638	SONG004280	REVIEW_REQUIRED	recording_title_exists;song_title_exists;artist_not_matched_to_authority	SONG004280	REC005638	already_matched_current_authority
UNIT0113-05-010	SRC0002	5	USB - Que Viva Diciembre	USB - Que Viva Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/	Varios Artistas	performer			10	La Cerveza	complete_or_exceeds_track_count	short_description	REC005639	SONG004281	REVIEW_REQUIRED	recording_title_exists;song_title_exists;artist_not_matched_to_authority	SONG004281	REC005639	already_matched_current_authority
UNIT0113-06-001	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			1	A Mi Dios Todo le Debo	partial_10_of_15	description_tab	REC005560	SONG004215	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004215	REC005560	already_matched_current_authority
UNIT0113-06-002	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			2	Confundido	partial_10_of_15	description_tab	REC005561	SONG004216	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004216	REC005561	already_matched_current_authority
UNIT0113-06-003	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			3	El Arbol	partial_10_of_15	description_tab	REC005562	SONG004217	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004217	REC005562	already_matched_current_authority
UNIT0113-06-004	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			4	El Caminante	partial_10_of_15	description_tab	REC005563	SONG004218	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004218	REC005563	already_matched_current_authority
UNIT0113-06-005	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			5	El Centurión de la Noche	partial_10_of_15	description_tab	REC005564	SONG004219	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004219	REC005564	already_matched_current_authority
UNIT0113-06-006	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			6	El Cocinero Mayor	partial_10_of_15	description_tab	REC005565	SONG004220	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004220	REC005565	already_matched_current_authority
UNIT0113-06-007	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			7	El Son del Caballo	partial_10_of_15	description_tab	REC005566	SONG004221	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004221	REC005566	already_matched_current_authority
UNIT0113-06-008	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			8	La Maestranza # 1	partial_10_of_15	description_tab	REC005567	SONG004222	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004222	REC005567	already_matched_current_authority
UNIT0113-06-009	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			9	Por Ti No Moriré	partial_10_of_15	description_tab	REC005568	SONG004223	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004223	REC005568	already_matched_current_authority
UNIT0113-06-010	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			10	Teresa Vuelve	partial_10_of_15	description_tab	REC005569	SONG004224	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004224	REC005569	already_matched_current_authority
UNIT0113-07-001	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	performer			1	Cosas Como Tu	partial_10_of_15	description_tab	REC005590	SONG004244	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004244	REC005590	already_matched_current_authority
UNIT0113-07-002	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	performer			2	Huri	partial_10_of_15	description_tab	REC005591;REC005609	SONG004245	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004245	REC005591;REC005609	already_matched_current_authority
UNIT0113-07-003	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	performer			3	La Cumparsita	partial_10_of_15	description_tab	REC002533;REC005592	SONG001886	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG001886	REC002533;REC005592	already_matched_current_authority
UNIT0113-07-004	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	performer			4	Mis Flores Negras	partial_10_of_15	description_tab	REC005593	SONG004246	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004246	REC005593	already_matched_current_authority
UNIT0113-07-005	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	performer			5	Ojos Negros	partial_10_of_15	description_tab	REC005594	SONG004247	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004247	REC005594	already_matched_current_authority
UNIT0113-07-006	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	performer			6	Perdón	partial_10_of_15	description_tab	REC005595	SONG004248	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004248	REC005595	already_matched_current_authority
UNIT0113-07-007	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	performer			7	Prenda del Alma	partial_10_of_15	description_tab	REC004207;REC005596	SONG003157	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG003157	REC004207;REC005596	already_matched_current_authority
UNIT0113-07-008	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	performer			8	Prisionero de Tus Brazos	partial_10_of_15	description_tab	REC005597	SONG004249	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004249	REC005597	already_matched_current_authority
UNIT0113-07-009	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	performer			9	Pueblito Viejo	partial_10_of_15	description_tab	REC005598	SONG004250	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004250	REC005598	already_matched_current_authority
UNIT0113-07-010	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	performer			10	Quiéreme Mucho	partial_10_of_15	description_tab	REC004422;REC004423;REC005599	SONG003309	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG003309	REC004422;REC004423;REC005599	already_matched_current_authority
UNIT0113-08-001	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	performer			1	Festival en Guararé – Los Corraleros de Majagual	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-08-002	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	performer			2	Playas Marinas – Calixto Ochoa y Su Conjunto	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-08-003	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	performer			3	Te Llevaré – Lisandro Meza y Su Conjunto	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-08-004	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	performer			4	Celos de Amor – Armando Hernández con el Combo Caribe	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-08-005	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	performer			5	Esta Noche es Mía – Alfredo Gutiérrez y Su Conjunto	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-08-006	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	performer			6	Mata E Caña – Calixto Ochoa y Su Conjunto	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-08-007	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	performer			7	Entre Rejas – Lisandro Meza y Su Conjunto	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-08-008	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	performer			8	La Zenaida – Armando Hernández con el Combo Caribe	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-08-009	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	performer			9	Dos Mujeres – Alfredo Gutiérrez y Su Conjunto	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-08-010	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	performer			10	Los Sabanales – Los Corraleros de Majagual	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-09-001	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	performer			1	La Sombra de Tu Sonrisa - Pacho Galán y Su Orquesta	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-09-002	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	performer			2	Santo Domingo - Los Cumbiamberos de Pacheco	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-09-003	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	performer			3	El Toro Miura - Los Corraleros de Majagual	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-09-004	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	performer			4	Cumbia en Do Menor - Lito Barrientos y Su Orquesta	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-09-005	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	performer			5	El Tirabuzón - Clímaco Sarmiento y Su Orquesta	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-09-006	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	performer			6	La Morena Encarnación - Los Corraleros de Majagual	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-09-007	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	performer			7	La Ñeca - Pedro Laza y Sus Pelayeros	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-09-008	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	performer			8	Cumbia Cienaguera - Conjunto Típico Vallenato	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-09-009	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	performer			9	En la Madrugá - Pacho Galán y Su Orquesta	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-09-010	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	performer			10	Cumbia Sampuesana - Conjunto Típico Vallenato	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-10-001	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	performer			1	El Barquito	partial_10_of_15	description_tab	REC005650	SONG004291	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004291	REC005650	already_matched_current_authority
UNIT0113-10-002	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	performer			2	La Chivita	partial_10_of_15	description_tab	REC005651	SONG004292	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004292	REC005651	already_matched_current_authority
UNIT0113-10-003	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	performer			3	Los Diez Perritos	partial_10_of_15	description_tab	REC005652	SONG004293	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004293	REC005652	already_matched_current_authority
UNIT0113-10-004	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	performer			4	El Cucú	partial_10_of_15	description_tab	REC005653	SONG004294	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004294	REC005653	already_matched_current_authority
UNIT0113-10-005	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	performer			5	La Gallinita Josefina	partial_10_of_15	description_tab	REC005654	SONG004295	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004295	REC005654	already_matched_current_authority
UNIT0113-10-006	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	performer			6	Los Pollitos Dicen	partial_10_of_15	description_tab	REC005655	SONG004296	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004296	REC005655	already_matched_current_authority
UNIT0113-10-007	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	performer			7	Arriba Juan	partial_10_of_15	description_tab	REC005656	SONG004297	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004297	REC005656	already_matched_current_authority
UNIT0113-10-008	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	performer			8	La Mar	partial_10_of_15	description_tab	REC005657	SONG004298	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004298	REC005657	already_matched_current_authority
UNIT0113-10-009	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	performer			9	Pulgarcito	partial_10_of_15	description_tab	REC005658	SONG004299	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG004299	REC005658	already_matched_current_authority
UNIT0113-10-010	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	performer			10	La Cucaracha	partial_10_of_15	description_tab	REC002527;REC002528;REC005659	SONG001882	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	SONG001882	REC002527;REC002528;REC005659	already_matched_current_authority
UNIT0113-11-001	SRC0002	11	USB - Colección 100 Parranderas del Siglo	USB - Colección 100 Parranderas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	Varios Artistas	performer			1	Echele Agua a la Sopa - Los Alegres Parranderos	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
UNIT0113-11-002	SRC0002	11	USB - Colección 100 Parranderas del Siglo	USB - Colección 100 Parranderas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	Varios Artistas	performer			2	El Enredo - Joaquín Bedoya y Su Conjunto	partial_10_of_15	description_tab			REVIEW_REQUIRED	source_tracklist_partial_or_estimated;artist_not_matched_to_authority			review_required_no_current_match
