recording_id	canonical_recording_title	canonical_song_id	primary_group_id	primary_performer_id	recording_genre_id	release_id	label_id	recording_year	country	language	source_id	confidence	review_status	created_at	updated_at
REC005843	Comadrita	SONG004402		PER000333		REL000031	LBL000005				SRC0003	medium	approved	2026-06-17	2026-06-17
REC005844	Mapeyé	SONG004403		PER000333		REL000031	LBL000005				SRC0003	medium	approved	2026-06-17	2026-06-17
REC005845	Me La Gozo Entera	SONG004404		PER000333		REL000031	LBL000005				SRC0003	medium	approved	2026-06-17	2026-06-17
REC005846	Aleluya De Los Campos	SONG004405		PER000333		REL000031	LBL000005				SRC0003	medium	approved	2026-06-17	2026-06-17
REC005847	Pa’ La Gente Panameña	SONG004406		PER000333		REL000031	LBL000005				SRC0003	medium	approved	2026-06-17	2026-06-17
REC005848	Mañana Boricua	SONG004407		PER000333		REL000031	LBL000005				SRC0003	medium	approved	2026-06-17	2026-06-17
REC005849	La Fiesta	SONG004408		PER000333		REL000031	LBL000005				SRC0003	medium	approved	2026-06-17	2026-06-17
REC005850	El Parrandero	SONG001324		PER000333		REL000031	LBL000005				SRC0003	medium	approved	2026-06-17	2026-06-17
REC005851	A Las Alegres Campanas	SONG004409		PER000333		REL000031	LBL000005				SRC0003	medium	approved	2026-06-17	2026-06-17
REC005852	Felicidades	SONG004410		PER000333		REL000031	LBL000005				SRC0003	medium	approved	2026-06-17	2026-06-17
