unit_candidate_id	source_id	source_row	release_title	product_title	release_url	artist_name	candidate_title	review_class	review_detail	existing_recording_id	existing_song_id	matched_performer_id	matched_group_id	resolved_release_id	source_tracklist_status	source_extract_method
UNIT0113-06-010	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	Teresa Vuelve	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority	REC005569	SONG004224			REL000006	partial_10_of_15	description_tab
UNIT0113-07-001	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	Cosas Como Tu	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority	REC005590	SONG004244				partial_10_of_15	description_tab
UNIT0113-07-002	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	Huri	duplicate	existing_authority_title_match;duplicate_title_within_unit0113;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority	REC005591;REC005609	SONG004245				partial_10_of_15	description_tab
UNIT0113-07-003	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	La Cumparsita	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority	REC002533;REC005592	SONG001886				partial_10_of_15	description_tab
UNIT0113-07-004	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	Mis Flores Negras	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority	REC005593	SONG004246				partial_10_of_15	description_tab
UNIT0113-07-005	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	Ojos Negros	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority	REC005594	SONG004247				partial_10_of_15	description_tab
UNIT0113-07-006	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	Perdón	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority	REC005595	SONG004248				partial_10_of_15	description_tab
UNIT0113-07-007	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	Prenda del Alma	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority	REC004207;REC005596	SONG003157				partial_10_of_15	description_tab
UNIT0113-07-008	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	Prisionero de Tus Brazos	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority	REC005597	SONG004249				partial_10_of_15	description_tab
UNIT0113-07-009	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	Pueblito Viejo	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority	REC005598	SONG004250				partial_10_of_15	description_tab
UNIT0113-07-010	SRC0002	7	USB - Colección Homenaje a Toño Fuentes	USB - Colección Homenaje a Toño Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	Toño Fuentes	Quiéreme Mucho	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority	REC004422;REC004423;REC005599	SONG003309				partial_10_of_15	description_tab
UNIT0113-08-001	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	Festival en Guararé – Los Corraleros de Majagual	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000008	partial_10_of_15	description_tab
UNIT0113-08-002	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	Playas Marinas – Calixto Ochoa y Su Conjunto	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000008	partial_10_of_15	description_tab
UNIT0113-08-003	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	Te Llevaré – Lisandro Meza y Su Conjunto	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000008	partial_10_of_15	description_tab
UNIT0113-08-004	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	Celos de Amor – Armando Hernández con el Combo Caribe	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000008	partial_10_of_15	description_tab
UNIT0113-08-005	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	Esta Noche es Mía – Alfredo Gutiérrez y Su Conjunto	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000008	partial_10_of_15	description_tab
UNIT0113-08-006	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	Mata E Caña – Calixto Ochoa y Su Conjunto	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000008	partial_10_of_15	description_tab
UNIT0113-08-007	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	Entre Rejas – Lisandro Meza y Su Conjunto	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000008	partial_10_of_15	description_tab
UNIT0113-08-008	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	La Zenaida – Armando Hernández con el Combo Caribe	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000008	partial_10_of_15	description_tab
UNIT0113-08-009	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	Dos Mujeres – Alfredo Gutiérrez y Su Conjunto	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000008	partial_10_of_15	description_tab
UNIT0113-08-010	SRC0002	8	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	USB - Colección 100 Exitos | Cuatro Grandes de la Música Tropical	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	Varios Artistas	Los Sabanales – Los Corraleros de Majagual	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000008	partial_10_of_15	description_tab
UNIT0113-09-001	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	La Sombra de Tu Sonrisa - Pacho Galán y Su Orquesta	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000014	partial_10_of_15	description_tab
UNIT0113-09-002	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	Santo Domingo - Los Cumbiamberos de Pacheco	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000014	partial_10_of_15	description_tab
UNIT0113-09-003	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	El Toro Miura - Los Corraleros de Majagual	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000014	partial_10_of_15	description_tab
UNIT0113-09-004	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	Cumbia en Do Menor - Lito Barrientos y Su Orquesta	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000014	partial_10_of_15	description_tab
UNIT0113-09-005	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	El Tirabuzón - Clímaco Sarmiento y Su Orquesta	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000014	partial_10_of_15	description_tab
UNIT0113-09-006	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	La Morena Encarnación - Los Corraleros de Majagual	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000014	partial_10_of_15	description_tab
UNIT0113-09-007	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	La Ñeca - Pedro Laza y Sus Pelayeros	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000014	partial_10_of_15	description_tab
UNIT0113-09-008	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	Cumbia Cienaguera - Conjunto Típico Vallenato	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000014	partial_10_of_15	description_tab
UNIT0113-09-009	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	En la Madrugá - Pacho Galán y Su Orquesta	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000014	partial_10_of_15	description_tab
UNIT0113-09-010	SRC0002	9	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	USB - Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Varios Artistas	Cumbia Sampuesana - Conjunto Típico Vallenato	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000014	partial_10_of_15	description_tab
UNIT0113-10-001	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	El Barquito	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority	REC005650	SONG004291			REL000015	partial_10_of_15	description_tab
UNIT0113-10-002	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	La Chivita	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority	REC005651	SONG004292			REL000015	partial_10_of_15	description_tab
UNIT0113-10-003	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	Los Diez Perritos	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority	REC005652	SONG004293			REL000015	partial_10_of_15	description_tab
UNIT0113-10-004	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	El Cucú	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority	REC005653	SONG004294			REL000015	partial_10_of_15	description_tab
UNIT0113-10-005	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	La Gallinita Josefina	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority	REC005654	SONG004295			REL000015	partial_10_of_15	description_tab
UNIT0113-10-006	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	Los Pollitos Dicen	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority	REC005655	SONG004296			REL000015	partial_10_of_15	description_tab
UNIT0113-10-007	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	Arriba Juan	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority	REC005656	SONG004297			REL000015	partial_10_of_15	description_tab
UNIT0113-10-008	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	La Mar	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority	REC005657	SONG004298			REL000015	partial_10_of_15	description_tab
UNIT0113-10-009	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	Pulgarcito	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority	REC005658	SONG004299			REL000015	partial_10_of_15	description_tab
UNIT0113-10-010	SRC0002	10	USB - Colección 100 Canciones Infantiles	USB - Colección 100 Canciones Infantiles	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-canciones-infantiles/	Varios Artistas	La Cucaracha	duplicate	existing_authority_title_match;partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority	REC002527;REC002528;REC005659	SONG001882			REL000015	partial_10_of_15	description_tab
UNIT0113-11-001	SRC0002	11	USB - Colección 100 Parranderas del Siglo	USB - Colección 100 Parranderas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	Varios Artistas	Echele Agua a la Sopa - Los Alegres Parranderos	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000016	partial_10_of_15	description_tab
UNIT0113-11-002	SRC0002	11	USB - Colección 100 Parranderas del Siglo	USB - Colección 100 Parranderas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	Varios Artistas	El Enredo - Joaquín Bedoya y Su Conjunto	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000016	partial_10_of_15	description_tab
UNIT0113-11-003	SRC0002	11	USB - Colección 100 Parranderas del Siglo	USB - Colección 100 Parranderas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	Varios Artistas	El Duende Alegre - Los Alegres Parranderos	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000016	partial_10_of_15	description_tab
UNIT0113-11-004	SRC0002	11	USB - Colección 100 Parranderas del Siglo	USB - Colección 100 Parranderas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	Varios Artistas	La Encomienda - Agustín Bedoya y Su Conjunto	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000016	partial_10_of_15	description_tab
UNIT0113-11-005	SRC0002	11	USB - Colección 100 Parranderas del Siglo	USB - Colección 100 Parranderas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	Varios Artistas	La Dulce Toma - Los Alegres Parranderos	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000016	partial_10_of_15	description_tab
UNIT0113-11-006	SRC0002	11	USB - Colección 100 Parranderas del Siglo	USB - Colección 100 Parranderas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	Varios Artistas	La Boquitrompona - El Manicomio de Vargasvil	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000016	partial_10_of_15	description_tab
UNIT0113-11-007	SRC0002	11	USB - Colección 100 Parranderas del Siglo	USB - Colección 100 Parranderas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	Varios Artistas	Que lo DIga Ella - Los Alegres Parranderos	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000016	partial_10_of_15	description_tab
UNIT0113-11-008	SRC0002	11	USB - Colección 100 Parranderas del Siglo	USB - Colección 100 Parranderas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	Varios Artistas	Las Piponchas - Agustín Bedoya y Su Conjunto	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000016	partial_10_of_15	description_tab
UNIT0113-11-009	SRC0002	11	USB - Colección 100 Parranderas del Siglo	USB - Colección 100 Parranderas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	Varios Artistas	Ya Voy Toño - Los Alegres Parranderos	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000016	partial_10_of_15	description_tab
UNIT0113-11-010	SRC0002	11	USB - Colección 100 Parranderas del Siglo	USB - Colección 100 Parranderas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	Varios Artistas	Mi Novia de Malas - Los Integrados	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000016	partial_10_of_15	description_tab
UNIT0113-12-001	SRC0002	12	USB - Colección 100 Exitos de Diciembre	USB - Colección 100 Exitos de Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	Varios Artistas	Feliz Nochebuena / Los Hispanos	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000017	partial_10_of_15	description_tab
UNIT0113-12-002	SRC0002	12	USB - Colección 100 Exitos de Diciembre	USB - Colección 100 Exitos de Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	Varios Artistas	Bella es la Navida / Ricardo Ray - Bobby Cruz	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000017	partial_10_of_15	description_tab
UNIT0113-12-003	SRC0002	12	USB - Colección 100 Exitos de Diciembre	USB - Colección 100 Exitos de Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	Varios Artistas	En la Nochebuena / La Sonora Matancera	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000017	partial_10_of_15	description_tab
UNIT0113-12-004	SRC0002	12	USB - Colección 100 Exitos de Diciembre	USB - Colección 100 Exitos de Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	Varios Artistas	Ron de Vinola / Guillermo Buitrago	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000017	partial_10_of_15	description_tab
UNIT0113-12-005	SRC0002	12	USB - Colección 100 Exitos de Diciembre	USB - Colección 100 Exitos de Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	Varios Artistas	El Hijo Ausente / Pastor López y Su Combo	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000017	partial_10_of_15	description_tab
UNIT0113-12-006	SRC0002	12	USB - Colección 100 Exitos de Diciembre	USB - Colección 100 Exitos de Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	Varios Artistas	Maldita Navidad / Gabriel Romero y Su Orquesta	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000017	partial_10_of_15	description_tab
UNIT0113-12-007	SRC0002	12	USB - Colección 100 Exitos de Diciembre	USB - Colección 100 Exitos de Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	Varios Artistas	El Pesebre / Afrosound	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000017	partial_10_of_15	description_tab
UNIT0113-12-008	SRC0002	12	USB - Colección 100 Exitos de Diciembre	USB - Colección 100 Exitos de Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	Varios Artistas	Aires de Navidad / Los Titanes	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000017	partial_10_of_15	description_tab
UNIT0113-12-009	SRC0002	12	USB - Colección 100 Exitos de Diciembre	USB - Colección 100 Exitos de Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	Varios Artistas	Grito Vagabundo / Guillermo Buitrago	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000017	partial_10_of_15	description_tab
UNIT0113-12-010	SRC0002	12	USB - Colección 100 Exitos de Diciembre	USB - Colección 100 Exitos de Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	Varios Artistas	Pascua en Navidad / Luis Felipe González	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000017	partial_10_of_15	description_tab
