UNIT0113-06-001	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			1	A Mi Dios Todo le Debo	partial_10_of_15	description_tab	REC005560	SONG004215	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority
UNIT0113-06-002	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			2	Confundido	partial_10_of_15	description_tab	REC005561	SONG004216	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority
UNIT0113-06-003	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			3	El Arbol	partial_10_of_15	description_tab	REC005562	SONG004217	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority
UNIT0113-06-004	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			4	El Caminante	partial_10_of_15	description_tab	REC005563	SONG004218	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority
UNIT0113-06-005	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			5	El Centurión de la Noche	partial_10_of_15	description_tab	REC005564	SONG004219	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority
UNIT0113-06-006	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			6	El Cocinero Mayor	partial_10_of_15	description_tab	REC005565	SONG004220	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority
UNIT0113-06-007	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			7	El Son del Caballo	partial_10_of_15	description_tab	REC005566	SONG004221	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority
UNIT0113-06-008	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			8	La Maestranza # 1	partial_10_of_15	description_tab	REC005567	SONG004222	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority
UNIT0113-06-009	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			9	Por Ti No Moriré	partial_10_of_15	description_tab	REC005568	SONG004223	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority
UNIT0113-06-010	SRC0002	6	USB - Colección 100 Exitos del Siglo | Joe Arroyo	USB - Colección 100 Exitos del Siglo | Joe Arroyo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-del-siglo-joe-arroyo/	Joe Arroyo	performer			10	Teresa Vuelve	partial_10_of_15	description_tab	REC005569	SONG004224	REVIEW_REQUIRED	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority
