recording_id	label_id	relationship_type	source_id	confidence	review_status
REC000810	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000811	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000812	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000813	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000814	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000815	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000816	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000817	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000818	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000819	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000820	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000821	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000822	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000823	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000824	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000825	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000826	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000827	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000828	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000829	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000830	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000831	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000832	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000833	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000834	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000835	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000836	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000837	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000838	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000839	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000840	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000841	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000842	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000843	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000844	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000845	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000846	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000847	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000848	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000849	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000850	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000851	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000852	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000853	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000854	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000855	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000856	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000857	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000858	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000859	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000860	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000861	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000862	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000863	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000864	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000865	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000866	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000867	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000868	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000869	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000870	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000871	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000872	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000873	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000874	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000875	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000876	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000877	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000878	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000879	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000880	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000881	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000882	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000883	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000884	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000885	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000886	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000887	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000888	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000889	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000890	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000891	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000892	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000893	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000894	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000895	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000896	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000897	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000898	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000899	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000900	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000901	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000902	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000903	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000904	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000905	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000906	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000907	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000908	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000909	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000910	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000911	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000912	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000913	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000914	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000915	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000916	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000917	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000918	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000919	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000920	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000921	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000922	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000923	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000924	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000925	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000926	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000927	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000928	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000929	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000930	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000931	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000932	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000933	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000934	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000935	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000936	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000937	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000938	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000939	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000940	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000941	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000942	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000943	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000944	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000945	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000946	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000947	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000948	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000949	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000950	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000951	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000952	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000953	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000954	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000955	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000956	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000957	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000958	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000959	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000960	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000961	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000962	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000963	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000964	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000965	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000966	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000967	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000968	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000969	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000970	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000971	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000972	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000973	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000974	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000975	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000976	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000977	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000978	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000979	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000980	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000981	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000982	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000983	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000984	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000985	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000986	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000987	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000988	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000989	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000990	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000991	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000992	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000993	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000994	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000995	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000996	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000997	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000998	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000999	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001000	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001001	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001002	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001003	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001004	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001005	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001006	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001007	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001008	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001009	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001010	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001011	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001012	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001013	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001014	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001015	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001016	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001017	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001018	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001019	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001020	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001021	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001022	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001023	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001024	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001025	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001026	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001027	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001028	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001029	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001030	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001031	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001032	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001033	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001034	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001035	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001036	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001037	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001038	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001039	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001040	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001041	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001042	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001043	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001044	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001045	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001046	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001047	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001048	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001049	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001050	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001051	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001052	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001053	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001054	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001055	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001056	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001057	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001058	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001059	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001060	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001061	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001062	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001063	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001064	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001065	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001066	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001067	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001068	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001069	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001070	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001071	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001072	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001073	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001074	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001075	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001076	LBL000002	recording_label	SRC0001	medium	needs_review
REC001077	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001078	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001079	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001080	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001081	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001082	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001083	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001084	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001085	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001086	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001087	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001088	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001089	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001090	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001091	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001092	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001093	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001094	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001095	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001096	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001097	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001098	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001099	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001100	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001101	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001102	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001103	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001104	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001105	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001106	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001107	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001108	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001109	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001110	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001111	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001112	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001113	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001114	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001115	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001116	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001117	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001118	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001119	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001120	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001121	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001122	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001123	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001124	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001125	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001126	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001127	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001128	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001129	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001130	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001131	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001132	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001133	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001134	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001135	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001136	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001137	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001138	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001139	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001140	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001141	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001142	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001143	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001144	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001145	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001146	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001147	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001148	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001149	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001150	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001151	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001152	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001153	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001154	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001155	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001156	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001157	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001158	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001159	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001160	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001161	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001162	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001163	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001164	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001165	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001166	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001167	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001168	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001169	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001170	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001171	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001172	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001173	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001174	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001175	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001176	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001177	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001178	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001179	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001180	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001181	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001182	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001183	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001184	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001185	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001186	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001187	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001188	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001189	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001190	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001191	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001192	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001193	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001194	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001195	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001196	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001197	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001198	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001199	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001200	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001201	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001202	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001203	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001204	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001205	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001206	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001207	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001208	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001209	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001210	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001211	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001212	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001213	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001214	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001215	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001216	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001217	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001218	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001219	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001220	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001221	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001222	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001223	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001224	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001225	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001226	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001227	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001228	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001229	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001230	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001231	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001232	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001233	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001234	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001235	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001236	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001237	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001238	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001239	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001240	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001241	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001242	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001243	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001244	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001245	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001246	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001247	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001248	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001249	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001250	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001251	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001252	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001253	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001254	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001255	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001256	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001257	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001258	LBL000002	recording_label	SRC0001	high	raw_extracted
REC001259	LBL000002	recording_label	SRC0001	high	raw_extracted
