recording_id	label_id	relationship_type	source_id	confidence	review_status
REC000195	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000196	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000197	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000198	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000199	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000200	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000201	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000202	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000203	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000204	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000205	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000206	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000207	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000208	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000209	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000210	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000211	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000212	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000213	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000214	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000215	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000216	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000217	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000218	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000219	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000220	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000221	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000222	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000223	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000224	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000225	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000226	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000227	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000228	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000229	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000230	LBL000002	recording_label	SRC0001	high	raw_extracted
REC000231	LBL000002	recording_label	SRC0001	high	raw_extracted
