source_id	artist	release_url	local_html	extraction_status
SRC0003	Cheo Feliciano	https://fania.com/record/cheo/	data/src0003/cheo_feliciano/record_1_cheo.html	downloaded
SRC0003	Cheo Feliciano	https://fania.com/record/estampas/	data/src0003/cheo_feliciano/record_2_estampas.html	downloaded
SRC0003	Cheo Feliciano	https://fania.com/record/felicidades/	data/src0003/cheo_feliciano/record_3_felicidades.html	downloaded
SRC0003	Cheo Feliciano	https://fania.com/record/la-herencia-2/	data/src0003/cheo_feliciano/record_4_la-herencia-2.html	downloaded
SRC0003	Cheo Feliciano	https://fania.com/record/sentimiento-tu/	data/src0003/cheo_feliciano/record_5_sentimiento-tu.html	downloaded
