unit_id	source_id	raw_artist	raw_release	raw_title	canonical_recording_title	canonical_song_title	primary_performer	label_name	evidence_source	evidence_status	confidence	review_status	notes
UNIT-0098	SRC0003	Héctor Lavoe	De Ti Depende	Vamos a Reír un Poco	Vamos a Reír un Poco	Vamos a Reír un Poco	Héctor Lavoe	Fania	data/src0003/batch0002/SRC0003_BATCH0002_DE_TI_DEPENDE_TRACKLIST.tsv	source_verified	high	candidate	De Ti Depende source tracklist title
UNIT-0098	SRC0003	Héctor Lavoe	De Ti Depende	De Ti Depende	De Ti Depende	De Ti Depende	Héctor Lavoe	Fania	data/src0003/batch0002/SRC0003_BATCH0002_DE_TI_DEPENDE_TRACKLIST.tsv	source_verified	high	candidate	De Ti Depende source tracklist title
UNIT-0098	SRC0003	Héctor Lavoe	De Ti Depende	Periódico de Ayer	Periódico de Ayer	Periódico de Ayer	Héctor Lavoe	Fania	data/src0003/batch0002/SRC0003_BATCH0002_DE_TI_DEPENDE_TRACKLIST.tsv	source_verified	high	candidate	De Ti Depende source tracklist title
UNIT-0098	SRC0003	Héctor Lavoe	De Ti Depende	Tanto Como Ayer	Tanto Como Ayer	Tanto Como Ayer	Héctor Lavoe	Fania	data/src0003/batch0002/SRC0003_BATCH0002_DE_TI_DEPENDE_TRACKLIST.tsv	source_verified	high	candidate	De Ti Depende source tracklist title
UNIT-0098	SRC0003	Héctor Lavoe	De Ti Depende	Hacha y Machete	Hacha y Machete	Hacha y Machete	Héctor Lavoe	Fania	data/src0003/batch0002/SRC0003_BATCH0002_DE_TI_DEPENDE_TRACKLIST.tsv	source_verified	high	candidate	De Ti Depende source tracklist title
UNIT-0098	SRC0003	Héctor Lavoe	De Ti Depende	Felices Horas	Felices Horas	Felices Horas	Héctor Lavoe	Fania	data/src0003/batch0002/SRC0003_BATCH0002_DE_TI_DEPENDE_TRACKLIST.tsv	source_verified	high	candidate	De Ti Depende source tracklist title
UNIT-0098	SRC0003	Héctor Lavoe	De Ti Depende	Mentira	Mentira	Mentira	Héctor Lavoe	Fania	data/src0003/batch0002/SRC0003_BATCH0002_DE_TI_DEPENDE_TRACKLIST.tsv	source_verified	high	candidate	De Ti Depende source tracklist title
