unit_candidate_id	source_id	source_row	release_title	product_title	release_url	artist_name	candidate_title	review_class	review_detail	existing_recording_id	existing_song_id	matched_performer_id	matched_group_id	resolved_release_id	source_tracklist_status	source_extract_method	candidate_title_clean	extracted_artist_name	split_status	recovered_match_type	recovered_performer_id	recovered_group_id	recovered_entity_name	recovery_status	final_candidate_title	final_artist_name	final_performer_id	final_group_id	unit0119_status	unit0119_recheck_reasons	unit0120_status	unit0120_blockers
UNIT0113-12-002	SRC0002	12	USB - Colección 100 Exitos de Diciembre	USB - Colección 100 Exitos de Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	Varios Artistas	Bella es la Navida / Ricardo Ray - Bobby Cruz	performer_conflict	partial_or_estimated_source_tracklist;performer_or_group_not_resolved_to_authority					REL000017	partial_10_of_15	description_tab	Bella es la Navida / Ricardo Ray	Bobby Cruz	split	none				split_only	Bella es la Navida / Ricardo Ray	Bobby Cruz	PER000342		review_required	partial_source_tracklist	promotion_candidate	
UNIT0113-17-002	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	1. La Cerveza - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	1. La Cerveza	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	1. La Cerveza	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-003	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	2. Plegaria - Rodolfo Aicardi Y Su Tipica Ra7	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	2. Plegaria	Rodolfo Aicardi Y Su Tipica Ra7	split	none				split_only	2. Plegaria	Rodolfo Aicardi Y Su Tipica Ra7		GRP0281	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-004	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	3. Ocho Dias - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	3. Ocho Dias	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	3. Ocho Dias	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-006	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	5. Boquita De Caramelo - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	5. Boquita De Caramelo	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	5. Boquita De Caramelo	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-007	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	6. Me Voy Pa Macondo - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	6. Me Voy Pa Macondo	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	6. Me Voy Pa Macondo	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-008	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	7. Tabaco Y Ron - Rodolfo Aicardi Y Su Tipica Ra7	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	7. Tabaco Y Ron	Rodolfo Aicardi Y Su Tipica Ra7	split	none				split_only	7. Tabaco Y Ron	Rodolfo Aicardi Y Su Tipica Ra7		GRP0281	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-009	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	8. Asi Empezaron Papa Y Mama - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	8. Asi Empezaron Papa Y Mama	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	8. Asi Empezaron Papa Y Mama	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-010	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	9. La Conoci Un Domingo - Rodolfo Aicardi Con El Grupo Monteadentro	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	9. La Conoci Un Domingo	Rodolfo Aicardi Con El Grupo Monteadentro	split	none				split_only	9. La Conoci Un Domingo	Rodolfo Aicardi Con El Grupo Monteadentro		GRP0284	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-011	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	10. El Papelito Blanco - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	10. El Papelito Blanco	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	10. El Papelito Blanco	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-012	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	11. Olvidemos El Pasado - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	11. Olvidemos El Pasado	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	11. Olvidemos El Pasado	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-013	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	12. Cariñito - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	12. Cariñito	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	12. Cariñito	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-014	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	13. Fiesta En Mi Pueblo - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	13. Fiesta En Mi Pueblo	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	13. Fiesta En Mi Pueblo	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-015	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	14. Ojitos Hechiceros - Rodolfo Aicardi Y Su Tipica Ra7	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	14. Ojitos Hechiceros	Rodolfo Aicardi Y Su Tipica Ra7	split	none				split_only	14. Ojitos Hechiceros	Rodolfo Aicardi Y Su Tipica Ra7		GRP0281	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-016	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	15. Quiero Que Me Des Tu Amor - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	15. Quiero Que Me Des Tu Amor	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	15. Quiero Que Me Des Tu Amor	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-017	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	16. Los Cien Años De Macondo - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	16. Los Cien Años De Macondo	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	16. Los Cien Años De Macondo	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-018	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	17. Vagabundo Soy - Rodolfo Aicardi Y Su Tipica Ra7	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	17. Vagabundo Soy	Rodolfo Aicardi Y Su Tipica Ra7	split	none				split_only	17. Vagabundo Soy	Rodolfo Aicardi Y Su Tipica Ra7		GRP0281	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-019	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	18. La Colegiala - Rodolfo Aicardi Y Su Tipica Ra7	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	18. La Colegiala	Rodolfo Aicardi Y Su Tipica Ra7	split	none				split_only	18. La Colegiala	Rodolfo Aicardi Y Su Tipica Ra7		GRP0281	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-020	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	19. Por Favor Olvidame - Rodolfo Aicardi Y Su Tipica Ra7	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	19. Por Favor Olvidame	Rodolfo Aicardi Y Su Tipica Ra7	split	none				split_only	19. Por Favor Olvidame	Rodolfo Aicardi Y Su Tipica Ra7		GRP0281	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-021	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	20. Botellita De Ron - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	20. Botellita De Ron	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	20. Botellita De Ron	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-023	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	1. Adonay - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	1. Adonay	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	1. Adonay	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-024	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	2. El Preso - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	2. El Preso	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	2. El Preso	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-025	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	3. Daniela - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	3. Daniela	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	3. Daniela	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-026	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	4. Los Domingos - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	4. Los Domingos	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	4. Los Domingos	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-027	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	5. Feliz Nochebuena - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	5. Feliz Nochebuena	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	5. Feliz Nochebuena	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-028	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	6. Chan Con Chan - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	6. Chan Con Chan	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	6. Chan Con Chan	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-029	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	7. La Misma Vaina - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	7. La Misma Vaina	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	7. La Misma Vaina	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-030	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	8. Cantares De Navidad - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	8. Cantares De Navidad	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	8. Cantares De Navidad	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-031	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	9. Muchachita Celosa - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	9. Muchachita Celosa	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	9. Muchachita Celosa	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-032	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	10. Entre Que Si Y Que No - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	10. Entre Que Si Y Que No	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	10. Entre Que Si Y Que No	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-033	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	11. Agua De Cu - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	11. Agua De Cu	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	11. Agua De Cu	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-034	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	12. La Cinta Blanca - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	12. La Cinta Blanca	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	12. La Cinta Blanca	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-035	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	13. Enamorado - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	13. Enamorado	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	13. Enamorado	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-036	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	14. Ni Cuerpo Ni Corazon - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	14. Ni Cuerpo Ni Corazon	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	14. Ni Cuerpo Ni Corazon	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-037	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	15. Adios Adios Corazon - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	15. Adios Adios Corazon	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	15. Adios Adios Corazon	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-038	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	16. Pelaita - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	16. Pelaita	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	16. Pelaita	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-039	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	17. Sin Corazon En El Pecho - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	17. Sin Corazon En El Pecho	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	17. Sin Corazon En El Pecho	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-040	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	18. Carola - La Sonora Dinamita	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	18. Carola	La Sonora Dinamita	split	group		GRP0255	La Sonora Dinamita	recovered_entity	18. Carola	La Sonora Dinamita		GRP0255	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-041	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	19. La Cuñadita - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	19. La Cuñadita	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	19. La Cuñadita	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-042	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	20. Cara Carita - Rodolfo Aicardi Y Su Tipica Ra7	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	20. Cara Carita	Rodolfo Aicardi Y Su Tipica Ra7	split	none				split_only	20. Cara Carita	Rodolfo Aicardi Y Su Tipica Ra7		GRP0281	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-044	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	1. El Lunarcito - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	1. El Lunarcito	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	1. El Lunarcito	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-045	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	2. Dile - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	2. Dile	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	2. Dile	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
UNIT0113-17-046	SRC0002	17	USB - Colección 100 Exitos de Rodolfo Aicardi	USB - Colección 100 Exitos de Rodolfo Aicardi	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-rodolfo-aicardi/	Rodolfo Aicardi	3. Yo No Fui - Los Hispanos	performer_conflict	performer_or_group_not_resolved_to_authority;release_not_resolved_to_authority						complete_or_exceeds_track_count	description_tab	3. Yo No Fui	Los Hispanos	split	group		GRP0278	Los Hispanos	recovered_entity	3. Yo No Fui	Los Hispanos		GRP0278	review_required	release_unresolved	promotion_candidate	
