source_id	artist	release_title	recording_title	track_number	source	evidence	confidence	review_status	notes
SRC0003	Cheo Feliciano	Cheo	Anacaona		fania_text	release_tracklist_capture	medium	captured	bulk_acquisition_no_validation
SRC0003	Cheo Feliciano	Cheo	Pa Que Afinquen		fania_text	release_tracklist_capture	medium	captured	bulk_acquisition_no_validation
SRC0003	Cheo Feliciano	Cheo	Mi Triste Problema		fania_text	release_tracklist_capture	medium	captured	bulk_acquisition_no_validation
SRC0003	Cheo Feliciano	Cheo	Si Por Mi Llueve		fania_text	release_tracklist_capture	medium	captured	bulk_acquisition_no_validation
