batch_recording_id	promotion_status	master_recording_id	recording_title	canonical_song_id	primary_group_id	primary_performer_id	release_id	label_id	match_basis	source_id	source_name	source_url	release_candidate_id	release_title	release_interpreter	release_genre	release_format	release_year	reference_number	side	track_number	global_track_number	raw_track_title	artist_text	source_reference	evidence_text	confidence	review_status
SRC0003-B0001-REC001	NEW	REC005700	Plástico	SONG004335			REL000020		no_exact_title_conclusive_artist_match	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	Willie Colón & Rubén Blades	Salsa / Latin Soul	LP			A	1	1	Plástico	Willie Colón & Rubén Blades	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-A1	Fania official shop product page: release='Siembra', track='A1', raw_track='Plástico'	high	staged_for_review
SRC0003-B0001-REC002	NEW	REC005701	Buscando Guayaba	SONG004336			REL000020		no_exact_title_conclusive_artist_match	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	Willie Colón & Rubén Blades	Salsa / Latin Soul	LP			A	2	2	Buscando Guayaba	Willie Colón & Rubén Blades	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-A2	Fania official shop product page: release='Siembra', track='A2', raw_track='Buscando Guayaba'	high	staged_for_review
SRC0003-B0001-REC003	NEW	REC005702	Pedro Navaja	SONG004337			REL000020		no_exact_title_conclusive_artist_match	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	Willie Colón & Rubén Blades	Salsa / Latin Soul	LP			A	3	3	Pedro Navaja	Willie Colón & Rubén Blades	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-A3	Fania official shop product page: release='Siembra', track='A3', raw_track='Pedro Navaja'	high	staged_for_review
SRC0003-B0001-REC004	NEW	REC005703	María Lionza	SONG004338			REL000020		no_exact_title_conclusive_artist_match	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	Willie Colón & Rubén Blades	Salsa / Latin Soul	LP			B	1	4	María Lionza	Willie Colón & Rubén Blades	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B1	Fania official shop product page: release='Siembra', track='B1', raw_track='María Lionza'	high	staged_for_review
SRC0003-B0001-REC005	NEW	REC005704	Ojos	SONG004339			REL000020		no_exact_title_conclusive_artist_match	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	Willie Colón & Rubén Blades	Salsa / Latin Soul	LP			B	2	5	Ojos	Willie Colón & Rubén Blades	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B2	Fania official shop product page: release='Siembra', track='B2', raw_track='Ojos'	high	staged_for_review
SRC0003-B0001-REC006	NEW	REC005705	Dime	SONG004340			REL000020		no_exact_title_conclusive_artist_match	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	Willie Colón & Rubén Blades	Salsa / Latin Soul	LP			B	3	6	Dime	Willie Colón & Rubén Blades	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B3	Fania official shop product page: release='Siembra', track='B3', raw_track='Dime'	high	staged_for_review
SRC0003-B0001-REC007	NEW	REC005706	Siembra	SONG004341			REL000020		no_exact_title_conclusive_artist_match	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	Willie Colón & Rubén Blades	Salsa / Latin Soul	LP			B	4	7	Siembra	Willie Colón & Rubén Blades	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B4	Fania official shop product page: release='Siembra', track='B4', raw_track='Siembra'	high	staged_for_review
SRC0003-B0001-REC008	NEW	REC005707	Quimbara	SONG004342		PER000001	REL000021		no_exact_title_conclusive_artist_match	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	Celia Cruz & Johnny Pacheco	Salsa / Latin Soul	LP			A	1	8	Quimbara	Celia Cruz & Johnny Pacheco	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A1	Fania official shop product page: release='Celia & Johnny', track='A1', raw_track='Quimbara'	high	staged_for_review
SRC0003-B0001-REC009	NEW	REC005708	Toro Mata	SONG004343		PER000001	REL000021		no_exact_title_conclusive_artist_match	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	Celia Cruz & Johnny Pacheco	Salsa / Latin Soul	LP			A	2	9	Toro Mata	Celia Cruz & Johnny Pacheco	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A2	Fania official shop product page: release='Celia & Johnny', track='A2', raw_track='Toro Mata'	high	staged_for_review
SRC0003-B0001-REC010	NEW	REC005709	Vieja Luna	SONG004006		PER000001	REL000021		no_exact_title_conclusive_artist_match	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	Celia Cruz & Johnny Pacheco	Salsa / Latin Soul	LP			A	3	10	Vieja Luna	Celia Cruz & Johnny Pacheco	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A3	Fania official shop product page: release='Celia & Johnny', track='A3', raw_track='Vieja Luna'	high	staged_for_review
