batch_recording_id	promotion_status	master_recording_id	recording_title	canonical_song_id	primary_group_id	primary_performer_id	release_id	label_id	match_basis	source_id	source_name	source_url	release_candidate_id	release_title	release_interpreter	release_genre	release_format	release_year	reference_number	side	track_number	global_track_number	raw_track_title	artist_text	source_reference	evidence_text	confidence	review_status
SRC0002-B0003-REC001	NEW	REC005527	La Danza del Mono	SONG004188	GRP0257		REL000003	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	Afrosound	Tropical	LP Estereo 33 RPM			A	1	1	La Danza del Mono	Afrosound	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-A1	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='A1', raw_track='La Danza del Mono'	high	staged_for_review
SRC0002-B0003-REC002	NEW	REC005528	Cumbia y Nada Más	SONG004189	GRP0257		REL000003	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	Afrosound	Tropical	LP Estereo 33 RPM			A	2	2	Cumbia y Nada Más	Afrosound	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-A2	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='A2', raw_track='Cumbia y Nada Más'	high	staged_for_review
SRC0002-B0003-REC003	NEW	REC005529	Trueno	SONG004190	GRP0257		REL000003	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	Afrosound	Tropical	LP Estereo 33 RPM			A	3	3	Trueno	Afrosound (Feat. Fruko)	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-A3	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='A3', raw_track='Trueno'	high	staged_for_review
SRC0002-B0003-REC004	NEW	REC005530	Cumbia de Mis Penas	SONG004191	GRP0257		REL000003	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	Afrosound	Tropical	LP Estereo 33 RPM			A	4	4	Cumbia de Mis Penas	Afrosound	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-A4	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='A4', raw_track='Cumbia de Mis Penas'	high	staged_for_review
SRC0002-B0003-REC005	NEW	REC005531	Afrocumbé	SONG004192	GRP0257		REL000003	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	Afrosound	Tropical	LP Estereo 33 RPM			A	5	5	Afrocumbé	Afrosound	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-A5	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='A5', raw_track='Afrocumbé'	high	staged_for_review
SRC0002-B0003-REC006	NEW	REC005532	La Chula Loba	SONG004193	GRP0257		REL000003	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	Afrosound	Tropical	LP Estereo 33 RPM			B	1	6	La Chula Loba	Afrosound	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-B1	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='B1', raw_track='La Chula Loba'	high	staged_for_review
SRC0002-B0003-REC007	NEW	REC005533	El Aguacero	SONG001020	GRP0257		REL000003	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	Afrosound	Tropical	LP Estereo 33 RPM			B	2	7	El Aguacero	Afrosound	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-B2	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='B2', raw_track='El Aguacero'	high	staged_for_review
SRC0002-B0003-REC008	NEW	REC005534	Mardito	SONG004194	GRP0257		REL000003	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	Afrosound	Tropical	LP Estereo 33 RPM			B	3	8	Mardito	Afrosound	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-B3	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='B3', raw_track='Mardito'	high	staged_for_review
SRC0002-B0003-REC009	MATCH_EXISTING	REC005514	Cajita de Cumbia	SONG004177	GRP0257		REL000003	LBL000004	normalized_title_primary_artist	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	Afrosound	Tropical	LP Estereo 33 RPM			B	4	9	Cajita de Cumbia	Afrosound	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-B4	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='B4', raw_track='Cajita de Cumbia'	high	staged_for_review
SRC0002-B0003-REC010	NEW	REC005535	Chiribiquete	SONG004195	GRP0257		REL000003	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	Afrosound	Tropical	LP Estereo 33 RPM			B	5	10	Chiribiquete	Afrosound	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-B5	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='B5', raw_track='Chiribiquete'	high	staged_for_review
