artist_candidate_id	source_id	source_name	source_url	raw_artist_text	candidate_artist_type	promotion_status	matched_entity_type	master_artist_id	match_basis	release_candidate_id	release_title	source_reference	evidence_text	confidence	review_status
SRC0003-B0001-ART001	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	Willie Colón	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0003-B0001-REL001	Siembra	https://fania.com/products/willie-colon-ruben-blades-siembra-1	Artist text appears on Fania official shop product page for release 'Siembra': Willie Colón	medium-high	staged_for_review
SRC0003-B0001-ART002	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	Rubén Blades	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0003-B0001-REL001	Siembra	https://fania.com/products/willie-colon-ruben-blades-siembra-1	Artist text appears on Fania official shop product page for release 'Siembra': Rubén Blades	medium-high	staged_for_review
SRC0003-B0001-ART003	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	Celia Cruz	performer_candidate_needs_review	MATCH_EXISTING	performer	PER000001	normalized_performer_name	SRC0003-B0001-REL002	Celia & Johnny	https://fania.com/products/celia-johnny-celia-johnny-lp	Artist text appears on Fania official shop product page for release 'Celia & Johnny': Celia Cruz	medium-high	staged_for_review
SRC0003-B0001-ART004	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	Johnny Pacheco	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0003-B0001-REL002	Celia & Johnny	https://fania.com/products/celia-johnny-celia-johnny-lp	Artist text appears on Fania official shop product page for release 'Celia & Johnny': Johnny Pacheco	medium-high	staged_for_review
SRC0003-B0001-ART005	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	Fania All Stars	group_candidate	NEW	group	GRP0279	new_conclusive_fania_all_stars_group	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	Artist text appears on Fania official shop product page for release 'Live At Yankee Stadium Vol. 1': Fania All Stars	medium-high	staged_for_review
SRC0003-B0001-ART006	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	Ismael Miranda	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	Artist text appears on Fania official shop product page for release 'Live At Yankee Stadium Vol. 1': Ismael Miranda	medium-high	staged_for_review
SRC0003-B0001-ART007	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	Santos Colón	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	Artist text appears on Fania official shop product page for release 'Live At Yankee Stadium Vol. 1': Santos Colón	medium-high	staged_for_review
SRC0003-B0001-ART008	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	"Pete ""Conde"" Rodríguez"	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	"Artist text appears on Fania official shop product page for release 'Live At Yankee Stadium Vol. 1': Pete ""Conde"" Rodríguez"	medium-high	staged_for_review
SRC0003-B0001-ART009	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	Héctor Lavoe	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	Artist text appears on Fania official shop product page for release 'Live At Yankee Stadium Vol. 1': Héctor Lavoe	medium-high	staged_for_review
SRC0003-B0001-ART010	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp	Bobby Cruz	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0003-B0001-REL004	Live At Yankee Stadium Vol. 2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp	Artist text appears on Fania official shop product page for release 'Live At Yankee Stadium Vol. 2': Bobby Cruz	medium-high	staged_for_review
SRC0003-B0001-ART011	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp	Ismael Quintana	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0003-B0001-REL004	Live At Yankee Stadium Vol. 2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp	Artist text appears on Fania official shop product page for release 'Live At Yankee Stadium Vol. 2': Ismael Quintana	medium-high	staged_for_review
SRC0003-B0001-ART012	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp	Justo Betancourt	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0003-B0001-REL004	Live At Yankee Stadium Vol. 2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp	Artist text appears on Fania official shop product page for release 'Live At Yankee Stadium Vol. 2': Justo Betancourt	medium-high	staged_for_review
