batch_song_id	promotion_status	master_song_id	canonical_song_title_candidate	match_basis	source_id	source_name	source_url	release_candidate_id	release_title	side	track_number	source_reference	evidence_text	confidence	review_status
SRC0002-B0003-SONG001	NEW	SONG004188	La Danza del Mono	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	A	1	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-A1	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='A1', raw_track='La Danza del Mono'	high	staged_for_review
SRC0002-B0003-SONG002	NEW	SONG004189	Cumbia y Nada Más	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	A	2	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-A2	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='A2', raw_track='Cumbia y Nada Más'	high	staged_for_review
SRC0002-B0003-SONG003	NEW	SONG004190	Trueno	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	A	3	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-A3	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='A3', raw_track='Trueno'	high	staged_for_review
SRC0002-B0003-SONG004	NEW	SONG004191	Cumbia de Mis Penas	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	A	4	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-A4	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='A4', raw_track='Cumbia de Mis Penas'	high	staged_for_review
SRC0002-B0003-SONG005	NEW	SONG004192	Afrocumbé	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	A	5	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-A5	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='A5', raw_track='Afrocumbé'	high	staged_for_review
SRC0002-B0003-SONG006	NEW	SONG004193	La Chula Loba	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	B	1	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-B1	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='B1', raw_track='La Chula Loba'	high	staged_for_review
SRC0002-B0003-SONG007	MATCH_EXISTING	SONG001020	El Aguacero	normalized_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	B	2	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-B2	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='B2', raw_track='El Aguacero'	high	staged_for_review
SRC0002-B0003-SONG008	NEW	SONG004194	Mardito	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	B	3	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-B3	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='B3', raw_track='Mardito'	high	staged_for_review
SRC0002-B0003-SONG009	MATCH_EXISTING	SONG004177	Cajita de Cumbia	normalized_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	B	4	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-B4	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='B4', raw_track='Cajita de Cumbia'	high	staged_for_review
SRC0002-B0003-SONG010	NEW	SONG004195	Chiribiquete	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	B	5	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-B5	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='B5', raw_track='Chiribiquete'	high	staged_for_review
SRC0002-B0003-SONG011	NEW	SONG004196	Kadett Cabalga	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/	SRC0002-B0003-REL001	LP - Cumbia y Nada Más	B	6	https://tiendadiscosfuentes.com/productos/vinilos/lp-cumbia-y-nada-mas/#track-B6	Discos Fuentes shop product page: release='LP - Cumbia y Nada Más', track='B6', raw_track='Kadett Cabalga'	high	staged_for_review
SRC0002-B0003-SONG012	NEW	SONG004197	Dame Tu Mujer José	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/	SRC0002-B0003-REL002	LP - Historia Musical	A	1	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A1	Discos Fuentes shop product page: release='LP - Historia Musical', track='A1', raw_track='Dame Tu Mujer José'	high	staged_for_review
SRC0002-B0003-SONG013	NEW	SONG004198	El Pájaro Amarillo	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/	SRC0002-B0003-REL002	LP - Historia Musical	A	2	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A2	Discos Fuentes shop product page: release='LP - Historia Musical', track='A2', raw_track='El Pájaro Amarillo'	high	staged_for_review
SRC0002-B0003-SONG014	MATCH_EXISTING	SONG002383	María Teresa	normalized_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/	SRC0002-B0003-REL002	LP - Historia Musical	A	3	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A3	Discos Fuentes shop product page: release='LP - Historia Musical', track='A3', raw_track='María Teresa'	high	staged_for_review
SRC0002-B0003-SONG015	MATCH_EXISTING	SONG001020	El Aguacero	normalized_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/	SRC0002-B0003-REL002	LP - Historia Musical	A	4	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A4	Discos Fuentes shop product page: release='LP - Historia Musical', track='A4', raw_track='El Aguacero'	high	staged_for_review
SRC0002-B0003-SONG016	NEW	SONG004199	El Ron de Vinola	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/	SRC0002-B0003-REL002	LP - Historia Musical	A	5	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A5	Discos Fuentes shop product page: release='LP - Historia Musical', track='A5', raw_track='El Ron de Vinola'	high	staged_for_review
SRC0002-B0003-SONG017	NEW	SONG004200	La Pringamoza	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/	SRC0002-B0003-REL002	LP - Historia Musical	A	6	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A6	Discos Fuentes shop product page: release='LP - Historia Musical', track='A6', raw_track='La Pringamoza'	high	staged_for_review
SRC0002-B0003-SONG018	NEW	SONG004201	Grito Vagabundo	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/	SRC0002-B0003-REL002	LP - Historia Musical	A	7	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-A7	Discos Fuentes shop product page: release='LP - Historia Musical', track='A7', raw_track='Grito Vagabundo'	high	staged_for_review
SRC0002-B0003-SONG019	NEW	SONG004202	Las Mujeres a Mí No Me Quieren	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/	SRC0002-B0003-REL002	LP - Historia Musical	B	1	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-B1	Discos Fuentes shop product page: release='LP - Historia Musical', track='B1', raw_track='Las Mujeres a Mí No Me Quieren'	high	staged_for_review
SRC0002-B0003-SONG020	NEW	SONG004203	El Negro Picante	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/	SRC0002-B0003-REL002	LP - Historia Musical	B	2	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-B2	Discos Fuentes shop product page: release='LP - Historia Musical', track='B2', raw_track='El Negro Picante'	high	staged_for_review
SRC0002-B0003-SONG021	NEW	SONG004204	Lo Gotereros	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/	SRC0002-B0003-REL002	LP - Historia Musical	B	3	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-B3	Discos Fuentes shop product page: release='LP - Historia Musical', track='B3', raw_track='Lo Gotereros'	high	staged_for_review
SRC0002-B0003-SONG022	MATCH_EXISTING	SONG003398	Rosa María	normalized_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/	SRC0002-B0003-REL002	LP - Historia Musical	B	4	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-B4	Discos Fuentes shop product page: release='LP - Historia Musical', track='B4', raw_track='Rosa María'	high	staged_for_review
SRC0002-B0003-SONG023	NEW	SONG004205	La Araña Picua	new_song_title	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/	SRC0002-B0003-REL002	LP - Historia Musical	B	5	https://tiendadiscosfuentes.com/productos/vinilos/lp-historia-musical-los-50-de-joselito/#track-B5	Discos Fuentes shop product page: release='LP - Historia Musical', track='B5', raw_track='La Araña Picua'	high	staged_for_review
