artist_candidate_id	source_id	source_name	source_url	raw_artist_text	candidate_artist_type	release_candidate_id	release_title	source_reference	evidence_text	confidence	review_status
SRC0002-B0002-ART001	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Los Cumbia Stars	group_candidate	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Artist text appears on Discos Fuentes shop product page for release 'La Cumbia Une a Latinamérica': Los Cumbia Stars	medium-high	staged_for_review
SRC0002-B0002-ART002	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Papaya Dada	performer_candidate_needs_review	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Artist text appears on Discos Fuentes shop product page for release 'La Cumbia Une a Latinamérica': Papaya Dada	medium-high	staged_for_review
SRC0002-B0002-ART003	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Los Mirlos	group_candidate	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Artist text appears on Discos Fuentes shop product page for release 'La Cumbia Une a Latinamérica': Los Mirlos	medium-high	staged_for_review
SRC0002-B0002-ART004	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	La Ronda Bogotá	group_candidate	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Artist text appears on Discos Fuentes shop product page for release 'La Cumbia Une a Latinamérica': La Ronda Bogotá	medium-high	staged_for_review
SRC0002-B0002-ART005	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Pascual Ilabaca	performer_candidate_needs_review	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Artist text appears on Discos Fuentes shop product page for release 'La Cumbia Une a Latinamérica': Pascual Ilabaca	medium-high	staged_for_review
SRC0002-B0002-ART006	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	C4 Trío	group_candidate	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Artist text appears on Discos Fuentes shop product page for release 'La Cumbia Une a Latinamérica': C4 Trío	medium-high	staged_for_review
SRC0002-B0002-ART007	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Onda Sabanera	group_candidate	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Artist text appears on Discos Fuentes shop product page for release 'La Cumbia Une a Latinamérica': Onda Sabanera	medium-high	staged_for_review
SRC0002-B0002-ART008	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Alemor	performer_candidate_needs_review	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Artist text appears on Discos Fuentes shop product page for release 'La Cumbia Une a Latinamérica': Alemor	medium-high	staged_for_review
SRC0002-B0002-ART009	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Cumbia Club	group_candidate	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Artist text appears on Discos Fuentes shop product page for release 'La Cumbia Une a Latinamérica': Cumbia Club	medium-high	staged_for_review
SRC0002-B0002-ART010	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Aye Alfonso	performer_candidate_needs_review	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Artist text appears on Discos Fuentes shop product page for release 'La Cumbia Une a Latinamérica': Aye Alfonso	medium-high	staged_for_review
