batch_recording_id	promotion_status	master_recording_id	recording_title	canonical_song_id	primary_group_id	primary_performer_id	release_id	label_id	match_basis	source_id	source_name	source_url	release_candidate_id	release_title	release_interpreter	release_genre	release_format	release_year	reference_number	side	track_number	global_track_number	raw_track_title	artist_text	source_reference	evidence_text	confidence	review_status
SRC0002-B0005-REC011	NEW	REC005670	Feliz Nochebuena	SONG004309	GRP0278		REL000017	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	SRC0002-B0005-REL002	Colección 100 Exitos de Diciembre	Varios Artistas	Tropical/Seasonal	USB		GE5017		1	11	Feliz Nochebuena	Los Hispanos	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-1	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='1', raw_track='Feliz Nochebuena'	high	staged_for_review
SRC0002-B0005-REC012	NEW	REC005671	Bella es la Navidad	SONG004310			REL000017	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	SRC0002-B0005-REL002	Colección 100 Exitos de Diciembre	Varios Artistas	Tropical/Seasonal	USB		GE5017		2	12	Bella es la Navidad	Ricardo Ray - Bobby Cruz	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-2	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='2', raw_track='Bella es la Navidad'	high	staged_for_review
SRC0002-B0005-REC013	NEW	REC005672	En la Nochebuena	SONG004311	GRP0001		REL000017	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	SRC0002-B0005-REL002	Colección 100 Exitos de Diciembre	Varios Artistas	Tropical/Seasonal	USB		GE5017		3	13	En la Nochebuena	La Sonora Matancera	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-3	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='3', raw_track='En la Nochebuena'	high	staged_for_review
SRC0002-B0005-REC014	NEW	REC005673	Ron de Vinola	SONG004312			REL000017	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	SRC0002-B0005-REL002	Colección 100 Exitos de Diciembre	Varios Artistas	Tropical/Seasonal	USB		GE5017		4	14	Ron de Vinola	Guillermo Buitrago	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-4	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='4', raw_track='Ron de Vinola'	high	staged_for_review
SRC0002-B0005-REC015	NEW	REC005674	El Hijo Ausente	SONG004313			REL000017	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	SRC0002-B0005-REL002	Colección 100 Exitos de Diciembre	Varios Artistas	Tropical/Seasonal	USB		GE5017		5	15	El Hijo Ausente	Pastor López y Su Combo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-5	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='5', raw_track='El Hijo Ausente'	high	staged_for_review
SRC0002-B0005-REC016	NEW	REC005675	Maldita Navidad	SONG004314			REL000017	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	SRC0002-B0005-REL002	Colección 100 Exitos de Diciembre	Varios Artistas	Tropical/Seasonal	USB		GE5017		6	16	Maldita Navidad	Gabriel Romero y Su Orquesta	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-6	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='6', raw_track='Maldita Navidad'	high	staged_for_review
SRC0002-B0005-REC017	NEW	REC005676	El Pesebre	SONG004315	GRP0257		REL000017	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	SRC0002-B0005-REL002	Colección 100 Exitos de Diciembre	Varios Artistas	Tropical/Seasonal	USB		GE5017		7	17	El Pesebre	Afrosound	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-7	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='7', raw_track='El Pesebre'	high	staged_for_review
SRC0002-B0005-REC018	NEW	REC005677	Aires de Navidad	SONG004316	GRP0259		REL000017	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	SRC0002-B0005-REL002	Colección 100 Exitos de Diciembre	Varios Artistas	Tropical/Seasonal	USB		GE5017		8	18	Aires de Navidad	Los Titanes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-8	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='8', raw_track='Aires de Navidad'	high	staged_for_review
SRC0002-B0005-REC019	NEW	REC005678	Grito Vagabundo	SONG004201			REL000017	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	SRC0002-B0005-REL002	Colección 100 Exitos de Diciembre	Varios Artistas	Tropical/Seasonal	USB		GE5017		9	19	Grito Vagabundo	Guillermo Buitrago	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-9	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='9', raw_track='Grito Vagabundo'	high	staged_for_review
SRC0002-B0005-REC020	NEW	REC005679	Pascua en Navidad	SONG004317			REL000017	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/	SRC0002-B0005-REL002	Colección 100 Exitos de Diciembre	Varios Artistas	Tropical/Seasonal	USB		GE5017		10	20	Pascua en Navidad	Luis Felipe González	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-diciembre-usb-8-gb/#track-10	Discos Fuentes shop product page: release='Colección 100 Exitos de Diciembre', track='10', raw_track='Pascua en Navidad'	high	staged_for_review
SRC0002-B0005-REC021	NEW	REC005680	Niño del Alma Mía	SONG004318			REL000018	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/	SRC0002-B0005-REL003	Colección 100 Villancicos del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5013		1	21	Niño del Alma Mía	Varios Artistas	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-1	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='1', raw_track='Niño del Alma Mía'	high	staged_for_review
SRC0002-B0005-REC022	NEW	REC005681	Feliz Navidad	SONG004319			REL000018	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/	SRC0002-B0005-REL003	Colección 100 Villancicos del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5013		2	22	Feliz Navidad	Varios Artistas	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-2	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='2', raw_track='Feliz Navidad'	high	staged_for_review
SRC0002-B0005-REC023	NEW	REC005682	Tutaina	SONG004320			REL000018	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/	SRC0002-B0005-REL003	Colección 100 Villancicos del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5013		3	23	Tutaina	Varios Artistas	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-3	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='3', raw_track='Tutaina'	high	staged_for_review
SRC0002-B0005-REC024	NEW	REC005683	Salve Reina y Madre	SONG004321			REL000018	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/	SRC0002-B0005-REL003	Colección 100 Villancicos del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5013		4	24	Salve Reina y Madre	Varios Artistas	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-4	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='4', raw_track='Salve Reina y Madre'	high	staged_for_review
SRC0002-B0005-REC025	NEW	REC005684	Zagalillo	SONG004322			REL000018	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/	SRC0002-B0005-REL003	Colección 100 Villancicos del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5013		5	25	Zagalillo	Varios Artistas	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-5	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='5', raw_track='Zagalillo'	high	staged_for_review
SRC0002-B0005-REC026	NEW	REC005685	Antón	SONG004323			REL000018	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/	SRC0002-B0005-REL003	Colección 100 Villancicos del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5013		6	26	Antón	Varios Artistas	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-6	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='6', raw_track='Antón'	high	staged_for_review
SRC0002-B0005-REC027	NEW	REC005686	La Nanita Nana	SONG004324			REL000018	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/	SRC0002-B0005-REL003	Colección 100 Villancicos del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5013		7	27	La Nanita Nana	Varios Artistas	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-7	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='7', raw_track='La Nanita Nana'	high	staged_for_review
SRC0002-B0005-REC028	NEW	REC005687	Vamos Vamos Pastorcitos	SONG004325			REL000018	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/	SRC0002-B0005-REL003	Colección 100 Villancicos del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5013		8	28	Vamos Vamos Pastorcitos	Varios Artistas	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-8	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='8', raw_track='Vamos Vamos Pastorcitos'	high	staged_for_review
SRC0002-B0005-REC029	NEW	REC005688	El Burrito de Belén	SONG004326			REL000018	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/	SRC0002-B0005-REL003	Colección 100 Villancicos del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5013		9	29	El Burrito de Belén	Varios Artistas	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-9	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='9', raw_track='El Burrito de Belén'	high	staged_for_review
SRC0002-B0005-REC030	NEW	REC005689	Dónde Están Mis Juguetes	SONG004327			REL000018	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/	SRC0002-B0005-REL003	Colección 100 Villancicos del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5013		10	30	Dónde Están Mis Juguetes	Varios Artistas	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-villancicos-del-siglo-usb-8-gb/#track-10	Discos Fuentes shop product page: release='Colección 100 Villancicos del Siglo', track='10', raw_track='Dónde Están Mis Juguetes'	high	staged_for_review
SRC0002-B0005-REC031	NEW	REC005690	Solo Un Cigarro	SONG004328			REL000019	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/	SRC0002-B0005-REL004	Colección 100 Exitos de Pastor López	Pastor López	Tropical/Seasonal	USB		GE5012		1	31	Solo Un Cigarro	Pastor López	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-1	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='1', raw_track='Solo Un Cigarro'	high	staged_for_review
SRC0002-B0005-REC032	NEW	REC005691	Tempestad	SONG004329			REL000019	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/	SRC0002-B0005-REL004	Colección 100 Exitos de Pastor López	Pastor López	Tropical/Seasonal	USB		GE5012		2	32	Tempestad	Pastor López	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-2	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='2', raw_track='Tempestad'	high	staged_for_review
SRC0002-B0005-REC033	NEW	REC005692	Traicionera	SONG003788			REL000019	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/	SRC0002-B0005-REL004	Colección 100 Exitos de Pastor López	Pastor López	Tropical/Seasonal	USB		GE5012		3	33	Traicionera	Pastor López	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-3	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='3', raw_track='Traicionera'	high	staged_for_review
SRC0002-B0005-REC034	NEW	REC005693	El Hijo Ausente	SONG004313			REL000019	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/	SRC0002-B0005-REL004	Colección 100 Exitos de Pastor López	Pastor López	Tropical/Seasonal	USB		GE5012		4	34	El Hijo Ausente	Pastor López	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-4	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='4', raw_track='El Hijo Ausente'	high	staged_for_review
SRC0002-B0005-REC035	NEW	REC005694	Golpe con Golpe	SONG004330			REL000019	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/	SRC0002-B0005-REL004	Colección 100 Exitos de Pastor López	Pastor López	Tropical/Seasonal	USB		GE5012		5	35	Golpe con Golpe	Pastor López	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-5	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='5', raw_track='Golpe con Golpe'	high	staged_for_review
SRC0002-B0005-REC036	NEW	REC005695	Fue Por Una Cerveza	SONG004331			REL000019	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/	SRC0002-B0005-REL004	Colección 100 Exitos de Pastor López	Pastor López	Tropical/Seasonal	USB		GE5012		6	36	Fue Por Una Cerveza	Pastor López	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-6	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='6', raw_track='Fue Por Una Cerveza'	high	staged_for_review
SRC0002-B0005-REC037	NEW	REC005696	Añoranza Febril	SONG004332			REL000019	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/	SRC0002-B0005-REL004	Colección 100 Exitos de Pastor López	Pastor López	Tropical/Seasonal	USB		GE5012		7	37	Añoranza Febril	Pastor López	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-7	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='7', raw_track='Añoranza Febril'	high	staged_for_review
SRC0002-B0005-REC038	NEW	REC005697	Brisas del Valle	SONG004333			REL000019	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/	SRC0002-B0005-REL004	Colección 100 Exitos de Pastor López	Pastor López	Tropical/Seasonal	USB		GE5012		8	38	Brisas del Valle	Pastor López	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-8	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='8', raw_track='Brisas del Valle'	high	staged_for_review
SRC0002-B0005-REC039	NEW	REC005698	Cállate Corazón	SONG004334			REL000019	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/	SRC0002-B0005-REL004	Colección 100 Exitos de Pastor López	Pastor López	Tropical/Seasonal	USB		GE5012		9	39	Cállate Corazón	Pastor López	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-pastor-lopez-usb-8-gb/#track-9	Discos Fuentes shop product page: release='Colección 100 Exitos de Pastor López', track='9', raw_track='Cállate Corazón'	high	staged_for_review
