batch_recording_id	promotion_status	master_recording_id	recording_title	canonical_song_id	primary_group_id	primary_performer_id	release_id	label_id	match_basis	source_id	source_name	source_url	release_candidate_id	release_title	release_interpreter	release_genre	release_format	release_year	reference_number	side	track_number	global_track_number	raw_track_title	artist_text	source_reference	evidence_text	confidence	review_status
SRC0002-B0005-REC001	NEW	REC005660	Echele Agua a la Sopa	SONG004300	GRP0275		REL000016	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	SRC0002-B0005-REL001	Colección 100 Parranderas del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5018		1	1	Echele Agua a la Sopa	Los Alegres Parranderos	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-1	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='1', raw_track='Echele Agua a la Sopa'	high	staged_for_review
SRC0002-B0005-REC002	NEW	REC005661	El Enredo	SONG004301			REL000016	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	SRC0002-B0005-REL001	Colección 100 Parranderas del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5018		2	2	El Enredo	Joaquín Bedoya y Su Conjunto	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-2	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='2', raw_track='El Enredo'	high	staged_for_review
SRC0002-B0005-REC003	NEW	REC005662	El Duende Alegre	SONG004302	GRP0275		REL000016	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	SRC0002-B0005-REL001	Colección 100 Parranderas del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5018		3	3	El Duende Alegre	Los Alegres Parranderos	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-3	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='3', raw_track='El Duende Alegre'	high	staged_for_review
SRC0002-B0005-REC004	NEW	REC005663	La Encomienda	SONG004303			REL000016	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	SRC0002-B0005-REL001	Colección 100 Parranderas del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5018		4	4	La Encomienda	Agustín Bedoya y Su Conjunto	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-4	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='4', raw_track='La Encomienda'	high	staged_for_review
SRC0002-B0005-REC005	NEW	REC005664	La Dulce Toma	SONG004304	GRP0275		REL000016	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	SRC0002-B0005-REL001	Colección 100 Parranderas del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5018		5	5	La Dulce Toma	Los Alegres Parranderos	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-5	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='5', raw_track='La Dulce Toma'	high	staged_for_review
SRC0002-B0005-REC006	NEW	REC005665	La Boquitrompona	SONG004279	GRP0276		REL000016	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	SRC0002-B0005-REL001	Colección 100 Parranderas del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5018		6	6	La Boquitrompona	El Manicomio de Vargasvil	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-6	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='6', raw_track='La Boquitrompona'	high	staged_for_review
SRC0002-B0005-REC007	NEW	REC005666	Que lo Diga Ella	SONG004305	GRP0275		REL000016	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	SRC0002-B0005-REL001	Colección 100 Parranderas del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5018		7	7	Que lo Diga Ella	Los Alegres Parranderos	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-7	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='7', raw_track='Que lo Diga Ella'	high	staged_for_review
SRC0002-B0005-REC008	NEW	REC005667	Las Piponchas	SONG004306			REL000016	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	SRC0002-B0005-REL001	Colección 100 Parranderas del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5018		8	8	Las Piponchas	Agustín Bedoya y Su Conjunto	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-8	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='8', raw_track='Las Piponchas'	high	staged_for_review
SRC0002-B0005-REC009	NEW	REC005668	Ya Voy Toño	SONG004307	GRP0275		REL000016	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	SRC0002-B0005-REL001	Colección 100 Parranderas del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5018		9	9	Ya Voy Toño	Los Alegres Parranderos	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-9	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='9', raw_track='Ya Voy Toño'	high	staged_for_review
SRC0002-B0005-REC010	NEW	REC005669	Mi Novia de Malas	SONG004308	GRP0277		REL000016	LBL000004	no_exact_title_artist_match	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	SRC0002-B0005-REL001	Colección 100 Parranderas del Siglo	Varios Artistas	Tropical/Seasonal	USB		GE5018		10	10	Mi Novia de Malas	Los Integrados	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-10	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='10', raw_track='Mi Novia de Malas'	high	staged_for_review
