batch_song_id	promotion_status	master_song_id	canonical_song_title_candidate	match_basis	source_id	source_name	source_url	release_candidate_id	release_title	side	track_number	source_reference	evidence_text	confidence	review_status
SRC0003-B0001-SONG001	NEW	SONG004335	Plástico	new_song_title	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	A	1	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-A1	Fania official shop product page: release='Siembra', track='A1', raw_track='Plástico'	high	staged_for_review
SRC0003-B0001-SONG002	NEW	SONG004336	Buscando Guayaba	new_song_title	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	A	2	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-A2	Fania official shop product page: release='Siembra', track='A2', raw_track='Buscando Guayaba'	high	staged_for_review
SRC0003-B0001-SONG003	NEW	SONG004337	Pedro Navaja	new_song_title	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	A	3	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-A3	Fania official shop product page: release='Siembra', track='A3', raw_track='Pedro Navaja'	high	staged_for_review
SRC0003-B0001-SONG004	NEW	SONG004338	María Lionza	new_song_title	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	B	1	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B1	Fania official shop product page: release='Siembra', track='B1', raw_track='María Lionza'	high	staged_for_review
SRC0003-B0001-SONG005	NEW	SONG004339	Ojos	new_song_title	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	B	2	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B2	Fania official shop product page: release='Siembra', track='B2', raw_track='Ojos'	high	staged_for_review
SRC0003-B0001-SONG006	NEW	SONG004340	Dime	new_song_title	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	B	3	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B3	Fania official shop product page: release='Siembra', track='B3', raw_track='Dime'	high	staged_for_review
SRC0003-B0001-SONG007	NEW	SONG004341	Siembra	new_song_title	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1	SRC0003-B0001-REL001	Siembra	B	4	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B4	Fania official shop product page: release='Siembra', track='B4', raw_track='Siembra'	high	staged_for_review
SRC0003-B0001-SONG008	NEW	SONG004342	Quimbara	new_song_title	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	A	1	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A1	Fania official shop product page: release='Celia & Johnny', track='A1', raw_track='Quimbara'	high	staged_for_review
SRC0003-B0001-SONG009	NEW	SONG004343	Toro Mata	new_song_title	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	A	2	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A2	Fania official shop product page: release='Celia & Johnny', track='A2', raw_track='Toro Mata'	high	staged_for_review
SRC0003-B0001-SONG010	MATCH_EXISTING	SONG004006	Vieja Luna	normalized_song_title	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	A	3	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A3	Fania official shop product page: release='Celia & Johnny', track='A3', raw_track='Vieja Luna'	high	staged_for_review
SRC0003-B0001-SONG011	NEW	SONG004344	El Paso del Mulo	new_song_title	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	A	4	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A4	Fania official shop product page: release='Celia & Johnny', track='A4', raw_track='El Paso del Mulo'	high	staged_for_review
SRC0003-B0001-SONG012	NEW	SONG004345	Tengo el Idde	new_song_title	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	A	5	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A5	Fania official shop product page: release='Celia & Johnny', track='A5', raw_track='Tengo el Idde'	high	staged_for_review
SRC0003-B0001-SONG013	NEW	SONG004346	Lo Tuyo es Mental	new_song_title	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	B	1	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B1	Fania official shop product page: release='Celia & Johnny', track='B1', raw_track='Lo Tuyo es Mental'	high	staged_for_review
SRC0003-B0001-SONG014	NEW	SONG004347	Canto a la Habana	new_song_title	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	B	2	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B2	Fania official shop product page: release='Celia & Johnny', track='B2', raw_track='Canto a la Habana'	high	staged_for_review
SRC0003-B0001-SONG015	NEW	SONG004348	Ño Mercedes	new_song_title	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	B	3	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B3	Fania official shop product page: release='Celia & Johnny', track='B3', raw_track='Ño Mercedes'	high	staged_for_review
SRC0003-B0001-SONG016	NEW	SONG004349	El Tumbao y Celia	new_song_title	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	B	4	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B4	Fania official shop product page: release='Celia & Johnny', track='B4', raw_track='El Tumbao y Celia'	high	staged_for_review
SRC0003-B0001-SONG017	NEW	SONG004350	El Pregón del Pescador	new_song_title	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp	SRC0003-B0001-REL002	Celia & Johnny	B	5	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B5	Fania official shop product page: release='Celia & Johnny', track='B5', raw_track='El Pregón del Pescador'	high	staged_for_review
SRC0003-B0001-SONG018	NEW	SONG004351	Que Rico Suena Mi Tambor	new_song_title	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	A	1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-A1	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='A1', raw_track='Que Rico Suena Mi Tambor'	high	staged_for_review
SRC0003-B0001-SONG019	NEW	SONG004352	Soy Guajiro	new_song_title	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	A	2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-A2	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='A2', raw_track='Soy Guajiro'	high	staged_for_review
SRC0003-B0001-SONG020	NEW	SONG004353	Diosa Del Ritmo	new_song_title	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	A	3	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-A3	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='A3', raw_track='Diosa Del Ritmo'	high	staged_for_review
SRC0003-B0001-SONG021	NEW	SONG004354	Pueblo Latino	new_song_title	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	B	1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-B1	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='B1', raw_track='Pueblo Latino'	high	staged_for_review
SRC0003-B0001-SONG022	NEW	SONG004355	Mi Gente	new_song_title	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	B	2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-B2	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='B2', raw_track='Mi Gente'	high	staged_for_review
