artist_text	batch_recording_id	confidence	evidence_text	global_track_number	label_name	raw_track_title	recording_title	reference_number	release_candidate_id	release_format	release_genre	release_interpreter	release_title	release_year	review_status	side	source_id	source_name	source_reference	source_url	track_number
Willie Colón & Rubén Blades	SRC0003-B0001-REC001	high	Fania official shop product page: release='Siembra', track='A1', raw_track='Plástico'	1	Fania Records	Plástico	Plástico		SRC0003-B0001-REL001	LP	Salsa / Latin Soul	Willie Colón & Rubén Blades	Siembra		staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-A1	https://fania.com/products/willie-colon-ruben-blades-siembra-1	1
Willie Colón & Rubén Blades	SRC0003-B0001-REC002	high	Fania official shop product page: release='Siembra', track='A2', raw_track='Buscando Guayaba'	2	Fania Records	Buscando Guayaba	Buscando Guayaba		SRC0003-B0001-REL001	LP	Salsa / Latin Soul	Willie Colón & Rubén Blades	Siembra		staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-A2	https://fania.com/products/willie-colon-ruben-blades-siembra-1	2
Willie Colón & Rubén Blades	SRC0003-B0001-REC003	high	Fania official shop product page: release='Siembra', track='A3', raw_track='Pedro Navaja'	3	Fania Records	Pedro Navaja	Pedro Navaja		SRC0003-B0001-REL001	LP	Salsa / Latin Soul	Willie Colón & Rubén Blades	Siembra		staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-A3	https://fania.com/products/willie-colon-ruben-blades-siembra-1	3
Willie Colón & Rubén Blades	SRC0003-B0001-REC004	high	Fania official shop product page: release='Siembra', track='B1', raw_track='María Lionza'	4	Fania Records	María Lionza	María Lionza		SRC0003-B0001-REL001	LP	Salsa / Latin Soul	Willie Colón & Rubén Blades	Siembra		staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B1	https://fania.com/products/willie-colon-ruben-blades-siembra-1	1
Willie Colón & Rubén Blades	SRC0003-B0001-REC005	high	Fania official shop product page: release='Siembra', track='B2', raw_track='Ojos'	5	Fania Records	Ojos	Ojos		SRC0003-B0001-REL001	LP	Salsa / Latin Soul	Willie Colón & Rubén Blades	Siembra		staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B2	https://fania.com/products/willie-colon-ruben-blades-siembra-1	2
Willie Colón & Rubén Blades	SRC0003-B0001-REC006	high	Fania official shop product page: release='Siembra', track='B3', raw_track='Dime'	6	Fania Records	Dime	Dime		SRC0003-B0001-REL001	LP	Salsa / Latin Soul	Willie Colón & Rubén Blades	Siembra		staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B3	https://fania.com/products/willie-colon-ruben-blades-siembra-1	3
Willie Colón & Rubén Blades	SRC0003-B0001-REC007	high	Fania official shop product page: release='Siembra', track='B4', raw_track='Siembra'	7	Fania Records	Siembra	Siembra		SRC0003-B0001-REL001	LP	Salsa / Latin Soul	Willie Colón & Rubén Blades	Siembra		staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-ruben-blades-siembra-1#track-B4	https://fania.com/products/willie-colon-ruben-blades-siembra-1	4
Celia Cruz & Johnny Pacheco	SRC0003-B0001-REC008	high	Fania official shop product page: release='Celia & Johnny', track='A1', raw_track='Quimbara'	8	Fania Records	Quimbara	Quimbara		SRC0003-B0001-REL002	LP	Salsa / Latin Soul	Celia Cruz & Johnny Pacheco	Celia & Johnny		staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A1	https://fania.com/products/celia-johnny-celia-johnny-lp	1
Celia Cruz & Johnny Pacheco	SRC0003-B0001-REC009	high	Fania official shop product page: release='Celia & Johnny', track='A2', raw_track='Toro Mata'	9	Fania Records	Toro Mata	Toro Mata		SRC0003-B0001-REL002	LP	Salsa / Latin Soul	Celia Cruz & Johnny Pacheco	Celia & Johnny		staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A2	https://fania.com/products/celia-johnny-celia-johnny-lp	2
Celia Cruz & Johnny Pacheco	SRC0003-B0001-REC010	high	Fania official shop product page: release='Celia & Johnny', track='A3', raw_track='Vieja Luna'	10	Fania Records	Vieja Luna	Vieja Luna		SRC0003-B0001-REL002	LP	Salsa / Latin Soul	Celia Cruz & Johnny Pacheco	Celia & Johnny		staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A3	https://fania.com/products/celia-johnny-celia-johnny-lp	3
