batch_song_id	source_id	source_name	source_url	canonical_song_title_candidate	raw_track_title	release_candidate_id	release_title	side	track_number	source_reference	evidence_text	confidence	review_status
SRC0002-B0002-SONG001	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Tanto Que No Aguanto	Tanto Que No Aguanto	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	A	1	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/#track-A1	Discos Fuentes shop product page: release='La Cumbia Une a Latinamérica', interpreter='Los Cumbia Stars', side='A', track='1', raw_track='Tanto Que No Aguanto', reference='202446'	high	staged_for_review
SRC0002-B0002-SONG002	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Amapola	Amapola | Feat. Papaya Dada (Ecuador)	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	A	2	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/#track-A2	Discos Fuentes shop product page: release='La Cumbia Une a Latinamérica', interpreter='Los Cumbia Stars', side='A', track='2', raw_track='Amapola | Feat. Papaya Dada (Ecuador)', reference='202446'	high	staged_for_review
SRC0002-B0002-SONG003	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Mi Cocha Pechocha	Mi Cocha Pechocha | Feat. Los Mirlos (Perú)	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	A	3	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/#track-A3	Discos Fuentes shop product page: release='La Cumbia Une a Latinamérica', interpreter='Los Cumbia Stars', side='A', track='3', raw_track='Mi Cocha Pechocha | Feat. Los Mirlos (Perú)', reference='202446'	high	staged_for_review
SRC0002-B0002-SONG004	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Sonidero	Sonidero | Feat. La Ronda Bogotá (México)	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	A	4	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/#track-A4	Discos Fuentes shop product page: release='La Cumbia Une a Latinamérica', interpreter='Los Cumbia Stars', side='A', track='4', raw_track='Sonidero | Feat. La Ronda Bogotá (México)', reference='202446'	high	staged_for_review
SRC0002-B0002-SONG005	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	La Canoa Se Va	La Canoa Se Va | Feat. Pascual Ilabaca (Chile)	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	A	5	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/#track-A5	Discos Fuentes shop product page: release='La Cumbia Une a Latinamérica', interpreter='Los Cumbia Stars', side='A', track='5', raw_track='La Canoa Se Va | Feat. Pascual Ilabaca (Chile)', reference='202446'	high	staged_for_review
SRC0002-B0002-SONG006	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Raza	Raza | Feat. C4 Trío (Venezuela)	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	B	1	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/#track-B1	Discos Fuentes shop product page: release='La Cumbia Une a Latinamérica', interpreter='Los Cumbia Stars', side='B', track='1', raw_track='Raza | Feat. C4 Trío (Venezuela)', reference='202446'	high	staged_for_review
SRC0002-B0002-SONG007	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Wepa	Wepa | Feat. Onda Sabanera (Argentina)	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	B	2	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/#track-B2	Discos Fuentes shop product page: release='La Cumbia Une a Latinamérica', interpreter='Los Cumbia Stars', side='B', track='2', raw_track='Wepa | Feat. Onda Sabanera (Argentina)', reference='202446'	high	staged_for_review
SRC0002-B0002-SONG008	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Coqueto	Coqueto | Feat. Alemor (Colombia)	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	B	3	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/#track-B3	Discos Fuentes shop product page: release='La Cumbia Une a Latinamérica', interpreter='Los Cumbia Stars', side='B', track='3', raw_track='Coqueto | Feat. Alemor (Colombia)', reference='202446'	high	staged_for_review
SRC0002-B0002-SONG009	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Y Volver	Y Volver | Feat. Cumbia Club (Uruguay)	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	B	4	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/#track-B4	Discos Fuentes shop product page: release='La Cumbia Une a Latinamérica', interpreter='Los Cumbia Stars', side='B', track='4', raw_track='Y Volver | Feat. Cumbia Club (Uruguay)', reference='202446'	high	staged_for_review
SRC0002-B0002-SONG010	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/	Tierra Mala	Tierra Mala | Feat. Aye Alfonso (Paraguay)	SRC0002-B0002-REL001	La Cumbia Une a Latinamérica	B	5	https://tiendadiscosfuentes.com/productos/vinilos/lp-la-cumbia-une-a-latinoamerica/#track-B5	Discos Fuentes shop product page: release='La Cumbia Une a Latinamérica', interpreter='Los Cumbia Stars', side='B', track='5', raw_track='Tierra Mala | Feat. Aye Alfonso (Paraguay)', reference='202446'	high	staged_for_review
