artist_text	batch_recording_id	confidence	evidence_text	global_track_number	label_name	raw_track_title	recording_title	reference_number	release_candidate_id	release_format	release_genre	release_interpreter	release_title	release_year	review_status	side	source_id	source_name	source_reference	source_url	track_number
Los Alegres Parranderos	SRC0002-B0005-REC001	high	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='1', raw_track='Echele Agua a la Sopa'	1	Discos Fuentes	Echele Agua a la Sopa	Echele Agua a la Sopa	GE5018	SRC0002-B0005-REL001	USB	Tropical/Seasonal	Varios Artistas	Colección 100 Parranderas del Siglo		staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-1	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	1
Joaquín Bedoya y Su Conjunto	SRC0002-B0005-REC002	high	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='2', raw_track='El Enredo'	2	Discos Fuentes	El Enredo	El Enredo	GE5018	SRC0002-B0005-REL001	USB	Tropical/Seasonal	Varios Artistas	Colección 100 Parranderas del Siglo		staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-2	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	2
Los Alegres Parranderos	SRC0002-B0005-REC003	high	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='3', raw_track='El Duende Alegre'	3	Discos Fuentes	El Duende Alegre	El Duende Alegre	GE5018	SRC0002-B0005-REL001	USB	Tropical/Seasonal	Varios Artistas	Colección 100 Parranderas del Siglo		staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-3	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	3
Agustín Bedoya y Su Conjunto	SRC0002-B0005-REC004	high	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='4', raw_track='La Encomienda'	4	Discos Fuentes	La Encomienda	La Encomienda	GE5018	SRC0002-B0005-REL001	USB	Tropical/Seasonal	Varios Artistas	Colección 100 Parranderas del Siglo		staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-4	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	4
Los Alegres Parranderos	SRC0002-B0005-REC005	high	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='5', raw_track='La Dulce Toma'	5	Discos Fuentes	La Dulce Toma	La Dulce Toma	GE5018	SRC0002-B0005-REL001	USB	Tropical/Seasonal	Varios Artistas	Colección 100 Parranderas del Siglo		staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-5	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	5
El Manicomio de Vargasvil	SRC0002-B0005-REC006	high	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='6', raw_track='La Boquitrompona'	6	Discos Fuentes	La Boquitrompona	La Boquitrompona	GE5018	SRC0002-B0005-REL001	USB	Tropical/Seasonal	Varios Artistas	Colección 100 Parranderas del Siglo		staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-6	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	6
Los Alegres Parranderos	SRC0002-B0005-REC007	high	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='7', raw_track='Que lo Diga Ella'	7	Discos Fuentes	Que lo Diga Ella	Que lo Diga Ella	GE5018	SRC0002-B0005-REL001	USB	Tropical/Seasonal	Varios Artistas	Colección 100 Parranderas del Siglo		staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-7	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	7
Agustín Bedoya y Su Conjunto	SRC0002-B0005-REC008	high	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='8', raw_track='Las Piponchas'	8	Discos Fuentes	Las Piponchas	Las Piponchas	GE5018	SRC0002-B0005-REL001	USB	Tropical/Seasonal	Varios Artistas	Colección 100 Parranderas del Siglo		staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-8	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	8
Los Alegres Parranderos	SRC0002-B0005-REC009	high	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='9', raw_track='Ya Voy Toño'	9	Discos Fuentes	Ya Voy Toño	Ya Voy Toño	GE5018	SRC0002-B0005-REL001	USB	Tropical/Seasonal	Varios Artistas	Colección 100 Parranderas del Siglo		staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-9	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	9
Los Integrados	SRC0002-B0005-REC010	high	Discos Fuentes shop product page: release='Colección 100 Parranderas del Siglo', track='10', raw_track='Mi Novia de Malas'	10	Discos Fuentes	Mi Novia de Malas	Mi Novia de Malas	GE5018	SRC0002-B0005-REL001	USB	Tropical/Seasonal	Varios Artistas	Colección 100 Parranderas del Siglo		staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/#track-10	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-parranderas-del-siglo/	10
