batch_song_id	canonical_song_title_candidate	confidence	evidence_text	raw_track_title	release_candidate_id	release_title	review_status	side	source_id	source_name	source_reference	source_url	track_number
SRC0003-B0001-SONG011	El Paso del Mulo	high	Fania official shop product page: release='Celia & Johnny', track='A4', raw_track='El Paso del Mulo'	El Paso del Mulo	SRC0003-B0001-REL002	Celia & Johnny	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A4	https://fania.com/products/celia-johnny-celia-johnny-lp	4
SRC0003-B0001-SONG012	Tengo el Idde	high	Fania official shop product page: release='Celia & Johnny', track='A5', raw_track='Tengo el Idde'	Tengo el Idde	SRC0003-B0001-REL002	Celia & Johnny	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp#track-A5	https://fania.com/products/celia-johnny-celia-johnny-lp	5
SRC0003-B0001-SONG013	Lo Tuyo es Mental	high	Fania official shop product page: release='Celia & Johnny', track='B1', raw_track='Lo Tuyo es Mental'	Lo Tuyo es Mental	SRC0003-B0001-REL002	Celia & Johnny	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B1	https://fania.com/products/celia-johnny-celia-johnny-lp	1
SRC0003-B0001-SONG014	Canto a la Habana	high	Fania official shop product page: release='Celia & Johnny', track='B2', raw_track='Canto a la Habana'	Canto a la Habana	SRC0003-B0001-REL002	Celia & Johnny	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B2	https://fania.com/products/celia-johnny-celia-johnny-lp	2
SRC0003-B0001-SONG015	Ño Mercedes	high	Fania official shop product page: release='Celia & Johnny', track='B3', raw_track='Ño Mercedes'	Ño Mercedes	SRC0003-B0001-REL002	Celia & Johnny	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B3	https://fania.com/products/celia-johnny-celia-johnny-lp	3
SRC0003-B0001-SONG016	El Tumbao y Celia	high	Fania official shop product page: release='Celia & Johnny', track='B4', raw_track='El Tumbao y Celia'	El Tumbao y Celia	SRC0003-B0001-REL002	Celia & Johnny	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B4	https://fania.com/products/celia-johnny-celia-johnny-lp	4
SRC0003-B0001-SONG017	El Pregón del Pescador	high	Fania official shop product page: release='Celia & Johnny', track='B5', raw_track='El Pregón del Pescador'	El Pregón del Pescador	SRC0003-B0001-REL002	Celia & Johnny	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/celia-johnny-celia-johnny-lp#track-B5	https://fania.com/products/celia-johnny-celia-johnny-lp	5
SRC0003-B0001-SONG018	Que Rico Suena Mi Tambor	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='A1', raw_track='Que Rico Suena Mi Tambor'	Que Rico Suena Mi Tambor	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-A1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	1
SRC0003-B0001-SONG019	Soy Guajiro	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='A2', raw_track='Soy Guajiro'	Soy Guajiro	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-A2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	2
SRC0003-B0001-SONG020	Diosa Del Ritmo	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='A3', raw_track='Diosa Del Ritmo'	Diosa Del Ritmo	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-A3	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	3
SRC0003-B0001-SONG021	Pueblo Latino	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='B1', raw_track='Pueblo Latino'	Pueblo Latino	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-B1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	1
SRC0003-B0001-SONG022	Mi Gente	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 1', track='B2', raw_track='Mi Gente'	Mi Gente	SRC0003-B0001-REL003	Live At Yankee Stadium Vol. 1	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp#track-B2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-1-lp	2
SRC0003-B0001-SONG023	Hermandad Fania	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='A1', raw_track='Hermandad Fania'	Hermandad Fania	SRC0003-B0001-REL004	Live At Yankee Stadium Vol. 2	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-A1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp	1
SRC0003-B0001-SONG024	Bemba Colorá	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='A2', raw_track='Bemba Colorá'	Bemba Colorá	SRC0003-B0001-REL004	Live At Yankee Stadium Vol. 2	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-A2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp	2
SRC0003-B0001-SONG025	Mi Debilidad	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='B1', raw_track='Mi Debilidad'	Mi Debilidad	SRC0003-B0001-REL004	Live At Yankee Stadium Vol. 2	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-B1	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp	1
SRC0003-B0001-SONG026	Échate Pa'llá	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='B2', raw_track='Échate Pa'llá'	Échate Pa'llá	SRC0003-B0001-REL004	Live At Yankee Stadium Vol. 2	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-B2	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp	2
SRC0003-B0001-SONG027	Congo Bongo	high	Fania official shop product page: release='Live At Yankee Stadium Vol. 2', track='B3', raw_track='Congo Bongo'	Congo Bongo	SRC0003-B0001-REL004	Live At Yankee Stadium Vol. 2	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp#track-B3	https://fania.com/products/fania-all-stars-live-at-yankee-stadium-vol-2-lp	3
SRC0003-B0001-SONG028	Che Che Colé	high	Fania official shop product page: release='Cosa Nuestra', track='A1', raw_track='Che Che Colé'	Che Che Colé	SRC0003-B0001-REL005	Cosa Nuestra	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-A1	https://fania.com/products/willie-colon-cosa-nuestra-lp	1
SRC0003-B0001-SONG029	No Me Llores Más	high	Fania official shop product page: release='Cosa Nuestra', track='A2', raw_track='No Me Llores Más'	No Me Llores Más	SRC0003-B0001-REL005	Cosa Nuestra	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-A2	https://fania.com/products/willie-colon-cosa-nuestra-lp	2
SRC0003-B0001-SONG030	Ausencia	high	Fania official shop product page: release='Cosa Nuestra', track='A3', raw_track='Ausencia'	Ausencia	SRC0003-B0001-REL005	Cosa Nuestra	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-A3	https://fania.com/products/willie-colon-cosa-nuestra-lp	3
SRC0003-B0001-SONG031	Te Conozco	high	Fania official shop product page: release='Cosa Nuestra', track='A4', raw_track='Te Conozco'	Te Conozco	SRC0003-B0001-REL005	Cosa Nuestra	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-A4	https://fania.com/products/willie-colon-cosa-nuestra-lp	4
SRC0003-B0001-SONG032	Juana Peña	high	Fania official shop product page: release='Cosa Nuestra', track='B1', raw_track='Juana Peña'	Juana Peña	SRC0003-B0001-REL005	Cosa Nuestra	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-B1	https://fania.com/products/willie-colon-cosa-nuestra-lp	1
SRC0003-B0001-SONG033	Sonero Mayor	high	Fania official shop product page: release='Cosa Nuestra', track='B2', raw_track='Sonero Mayor'	Sonero Mayor	SRC0003-B0001-REL005	Cosa Nuestra	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-B2	https://fania.com/products/willie-colon-cosa-nuestra-lp	2
SRC0003-B0001-SONG034	Sangrigorda	high	Fania official shop product page: release='Cosa Nuestra', track='B3', raw_track='Sangrigorda'	Sangrigorda	SRC0003-B0001-REL005	Cosa Nuestra	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-B3	https://fania.com/products/willie-colon-cosa-nuestra-lp	3
SRC0003-B0001-SONG035	Tú No Puedes Conmigo	high	Fania official shop product page: release='Cosa Nuestra', track='B4', raw_track='Tú No Puedes Conmigo'	Tú No Puedes Conmigo	SRC0003-B0001-REL005	Cosa Nuestra	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-cosa-nuestra-lp#track-B4	https://fania.com/products/willie-colon-cosa-nuestra-lp	4
SRC0003-B0001-SONG036	Introducción	high	Fania official shop product page: release='Asalto Navideño', track='A1', raw_track='Introducción'	Introducción	SRC0003-B0001-REL006	Asalto Navideño	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-asalto-navideno-lp#track-A1	https://fania.com/products/willie-colon-asalto-navideno-lp	1
SRC0003-B0001-SONG037	Canto a Borínquen	high	Fania official shop product page: release='Asalto Navideño', track='A2', raw_track='Canto a Borínquen'	Canto a Borínquen	SRC0003-B0001-REL006	Asalto Navideño	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-asalto-navideno-lp#track-A2	https://fania.com/products/willie-colon-asalto-navideno-lp	2
SRC0003-B0001-SONG038	Popurrí Navideño	high	Fania official shop product page: release='Asalto Navideño', track='A3', raw_track='Popurrí Navideño'	Popurrí Navideño	SRC0003-B0001-REL006	Asalto Navideño	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-asalto-navideno-lp#track-A3	https://fania.com/products/willie-colon-asalto-navideno-lp	3
SRC0003-B0001-SONG039	Traigo La Salsa	high	Fania official shop product page: release='Asalto Navideño', track='A4', raw_track='Traigo La Salsa'	Traigo La Salsa	SRC0003-B0001-REL006	Asalto Navideño	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-asalto-navideno-lp#track-A4	https://fania.com/products/willie-colon-asalto-navideno-lp	4
SRC0003-B0001-SONG040	Aires de Navidad	high	Fania official shop product page: release='Asalto Navideño', track='B1', raw_track='Aires de Navidad'	Aires de Navidad	SRC0003-B0001-REL006	Asalto Navideño	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-asalto-navideno-lp#track-B1	https://fania.com/products/willie-colon-asalto-navideno-lp	1
SRC0003-B0001-SONG041	La Murga	high	Fania official shop product page: release='Asalto Navideño', track='B2', raw_track='La Murga'	La Murga	SRC0003-B0001-REL006	Asalto Navideño	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-asalto-navideno-lp#track-B2	https://fania.com/products/willie-colon-asalto-navideno-lp	2
SRC0003-B0001-SONG042	Esta Navidad	high	Fania official shop product page: release='Asalto Navideño', track='B3', raw_track='Esta Navidad'	Esta Navidad	SRC0003-B0001-REL006	Asalto Navideño	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-asalto-navideno-lp#track-B3	https://fania.com/products/willie-colon-asalto-navideno-lp	3
SRC0003-B0001-SONG043	Vive Tu Vida Contento	high	Fania official shop product page: release='Asalto Navideño', track='B4', raw_track='Vive Tu Vida Contento'	Vive Tu Vida Contento	SRC0003-B0001-REL006	Asalto Navideño	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-asalto-navideno-lp#track-B4	https://fania.com/products/willie-colon-asalto-navideno-lp	4
SRC0003-B0001-SONG044	Ah-Ah / O-No	high	Fania official shop product page: release='El Juicio', track='A1', raw_track='Ah-Ah / O-No'	Ah-Ah / O-No	SRC0003-B0001-REL007	El Juicio	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-el-juicio-lp#track-A1	https://fania.com/products/willie-colon-el-juicio-lp	1
SRC0003-B0001-SONG045	Piraña	high	Fania official shop product page: release='El Juicio', track='A2', raw_track='Piraña'	Piraña	SRC0003-B0001-REL007	El Juicio	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-el-juicio-lp#track-A2	https://fania.com/products/willie-colon-el-juicio-lp	2
SRC0003-B0001-SONG046	Seguiré Sin Ti	high	Fania official shop product page: release='El Juicio', track='A3', raw_track='Seguiré Sin Ti'	Seguiré Sin Ti	SRC0003-B0001-REL007	El Juicio	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-el-juicio-lp#track-A3	https://fania.com/products/willie-colon-el-juicio-lp	3
SRC0003-B0001-SONG047	Timbalero	high	Fania official shop product page: release='El Juicio', track='A4', raw_track='Timbalero'	Timbalero	SRC0003-B0001-REL007	El Juicio	staged_for_review	A	SRC0003	Fania Records	https://fania.com/products/willie-colon-el-juicio-lp#track-A4	https://fania.com/products/willie-colon-el-juicio-lp	4
SRC0003-B0001-SONG048	Aguanile	high	Fania official shop product page: release='El Juicio', track='B1', raw_track='Aguanile'	Aguanile	SRC0003-B0001-REL007	El Juicio	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-el-juicio-lp#track-B1	https://fania.com/products/willie-colon-el-juicio-lp	1
SRC0003-B0001-SONG049	Soñando Despierto	high	Fania official shop product page: release='El Juicio', track='B2', raw_track='Soñando Despierto'	Soñando Despierto	SRC0003-B0001-REL007	El Juicio	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-el-juicio-lp#track-B2	https://fania.com/products/willie-colon-el-juicio-lp	2
SRC0003-B0001-SONG050	Si La Ves	high	Fania official shop product page: release='El Juicio', track='B3', raw_track='Si La Ves'	Si La Ves	SRC0003-B0001-REL007	El Juicio	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-el-juicio-lp#track-B3	https://fania.com/products/willie-colon-el-juicio-lp	3
SRC0003-B0001-SONG051	Pan y Agua (Bread & Water)	high	Fania official shop product page: release='El Juicio', track='B4', raw_track='Pan y Agua (Bread & Water)'	Pan y Agua (Bread & Water)	SRC0003-B0001-REL007	El Juicio	staged_for_review	B	SRC0003	Fania Records	https://fania.com/products/willie-colon-el-juicio-lp#track-B4	https://fania.com/products/willie-colon-el-juicio-lp	4
