artist_candidate_id	source_id	source_name	source_url	raw_artist_text	candidate_artist_type	promotion_status	matched_entity_type	master_artist_id	match_basis	release_candidate_id	release_title	source_reference	evidence_text	confidence	review_status
SRC0002-B0004-ART011	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Orlando Contreras	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos de Música Cubana': Orlando Contreras	medium-high	staged_for_review
SRC0002-B0004-ART012	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Los Guaracheros de Oriente	group_candidate	NEW	group	GRP0272	new_group_candidate	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos de Música Cubana': Los Guaracheros de Oriente	medium-high	staged_for_review
SRC0002-B0004-ART013	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/	Varios Artistas	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0002-B0004-REL005	Colección 100 - Que Viva Diciembre	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-que-viva-diciembre/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 - Que Viva Diciembre': Varios Artistas	medium-high	staged_for_review
SRC0002-B0004-ART014	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Pacho Galán	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Pacho Galán	medium-high	staged_for_review
SRC0002-B0004-ART015	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Los Cumbiamberos de Pacheco	group_candidate	NEW	group	GRP0273	new_group_candidate	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Los Cumbiamberos de Pacheco	medium-high	staged_for_review
SRC0002-B0004-ART016	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Los Corraleros de Majagual	group_candidate	MATCH_EXISTING	group	GRP0088	normalized_group_name	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Los Corraleros de Majagual	medium-high	staged_for_review
SRC0002-B0004-ART017	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Lito Barrientos	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Lito Barrientos	medium-high	staged_for_review
SRC0002-B0004-ART018	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Clímaco Sarmiento	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Clímaco Sarmiento	medium-high	staged_for_review
SRC0002-B0004-ART019	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Pedro Laza	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Pedro Laza	medium-high	staged_for_review
SRC0002-B0004-ART020	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Conjunto Típico Vallenato	group_candidate	NEW	group	GRP0274	new_group_candidate	SRC0002-B0004-REL009	Colección 100 Cumbias, Porros y Gaitas del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-cumbias-porros-y-gaitas-del-siglo/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Cumbias, Porros y Gaitas del Siglo': Conjunto Típico Vallenato	medium-high	staged_for_review
