artist_candidate_id	source_id	source_name	source_url	raw_artist_text	candidate_artist_type	promotion_status	matched_entity_type	master_artist_id	match_basis	release_candidate_id	release_title	source_reference	evidence_text	confidence	review_status
SRC0002-B0004-ART001	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/	Varios Intérpretes	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0002-B0004-REL001	Colección 100 Mejores Canciones de Música Colombiana del Siglo	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Mejores Canciones de Música Colombiana del Siglo': Varios Intérpretes	medium-high	staged_for_review
SRC0002-B0004-ART002	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/	Helenita Vargas	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0002-B0004-REL002	Colección 100 Éxitos del Siglo | Helenita Vargas	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos del Siglo | Helenita Vargas': Helenita Vargas	medium-high	staged_for_review
SRC0002-B0004-ART003	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Guillermo Portabales	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos de Música Cubana': Guillermo Portabales	medium-high	staged_for_review
SRC0002-B0004-ART004	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	La Sonora Matancera	group_candidate	MATCH_EXISTING	group	GRP0001	normalized_group_name	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos de Música Cubana': La Sonora Matancera	medium-high	staged_for_review
SRC0002-B0004-ART005	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Orquesta de Bebo Valdés	group_candidate	NEW	group	GRP0269	new_group_candidate	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos de Música Cubana': Orquesta de Bebo Valdés	medium-high	staged_for_review
SRC0002-B0004-ART006	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Celina y Reutilio	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos de Música Cubana': Celina y Reutilio	medium-high	staged_for_review
SRC0002-B0004-ART007	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Fruko y Orquesta	group_candidate	NEW	group	GRP0270	new_group_candidate	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos de Música Cubana': Fruko y Orquesta	medium-high	staged_for_review
SRC0002-B0004-ART008	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Los Compadres	group_candidate	NEW	group	GRP0271	new_group_candidate	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos de Música Cubana': Los Compadres	medium-high	staged_for_review
SRC0002-B0004-ART009	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Roberto Ledesma	performer_candidate_needs_review	REVIEW_REQUIRED			artist_candidate_requires_review	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos de Música Cubana': Roberto Ledesma	medium-high	staged_for_review
SRC0002-B0004-ART010	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Trío Matamoros	group_candidate	MATCH_EXISTING	group	GRP0004	normalized_group_name	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	Artist text appears on Discos Fuentes shop product page for release 'Colección 100 Éxitos de Música Cubana': Trío Matamoros	medium-high	staged_for_review
