batch_recording_id	source_id	source_name	source_url	release_candidate_id	release_title	release_interpreter	release_genre	release_format	release_year	reference_number	side	track_number	global_track_number	raw_track_title	recording_title	artist_text	label_name	source_reference	evidence_text	confidence	review_status
SRC0002-B0003-REC047	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/	SRC0002-B0003-REL005	Colección 100 Exitos de Los Corraleros de Majagual	Los Corraleros de Majagual	Tropical	USB				3	47	No Me Busques	No Me Busques	Los Corraleros de Majagual	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-3	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='3', raw_track='No Me Busques'	high	staged_for_review
SRC0002-B0003-REC048	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/	SRC0002-B0003-REL005	Colección 100 Exitos de Los Corraleros de Majagual	Los Corraleros de Majagual	Tropical	USB				4	48	Suéltala Pa' Que Se Defienda	Suéltala Pa' Que Se Defienda	Los Corraleros de Majagual	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-4	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='4', raw_track='Suéltala Pa' Que Se Defienda'	high	staged_for_review
SRC0002-B0003-REC049	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/	SRC0002-B0003-REL005	Colección 100 Exitos de Los Corraleros de Majagual	Los Corraleros de Majagual	Tropical	USB				5	49	Tres Tigres	Tres Tigres	Los Corraleros de Majagual	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-5	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='5', raw_track='Tres Tigres'	high	staged_for_review
SRC0002-B0003-REC050	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/	SRC0002-B0003-REL005	Colección 100 Exitos de Los Corraleros de Majagual	Los Corraleros de Majagual	Tropical	USB				6	50	Cumbiamberita	Cumbiamberita	Los Corraleros de Majagual	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-6	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='6', raw_track='Cumbiamberita'	high	staged_for_review
SRC0002-B0003-REC051	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/	SRC0002-B0003-REL005	Colección 100 Exitos de Los Corraleros de Majagual	Los Corraleros de Majagual	Tropical	USB				7	51	Cumbia Saramuya	Cumbia Saramuya	Los Corraleros de Majagual	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-7	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='7', raw_track='Cumbia Saramuya'	high	staged_for_review
SRC0002-B0003-REC052	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/	SRC0002-B0003-REL005	Colección 100 Exitos de Los Corraleros de Majagual	Los Corraleros de Majagual	Tropical	USB				8	52	El Bailador	El Bailador	Los Corraleros de Majagual	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-8	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='8', raw_track='El Bailador'	high	staged_for_review
SRC0002-B0003-REC053	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/	SRC0002-B0003-REL005	Colección 100 Exitos de Los Corraleros de Majagual	Los Corraleros de Majagual	Tropical	USB				9	53	El Pasmao	El Pasmao	Los Corraleros de Majagual	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-9	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='9', raw_track='El Pasmao'	high	staged_for_review
SRC0002-B0003-REC054	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/	SRC0002-B0003-REL005	Colección 100 Exitos de Los Corraleros de Majagual	Los Corraleros de Majagual	Tropical	USB				10	54	El Tamarindo	El Tamarindo	Los Corraleros de Majagual	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/coleccion-100-exitos-de-los-corraleros-de-majagual-usb-8-gb/#track-10	Discos Fuentes shop product page: release='Colección 100 Exitos de Los Corraleros de Majagual', track='10', raw_track='El Tamarindo'	high	staged_for_review
SRC0002-B0003-REC055	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	SRC0002-B0003-REL006	Colección 100 Exitos – Cuatro Grandes de la Música Tropical	Varios Artistas	Tropical	USB				1	55	Festival en Guararé	Festival en Guararé	Los Corraleros de Majagual	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-1	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='1', raw_track='Festival en Guararé'	high	staged_for_review
SRC0002-B0003-REC056	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	SRC0002-B0003-REL006	Colección 100 Exitos – Cuatro Grandes de la Música Tropical	Varios Artistas	Tropical	USB				2	56	Playas Marinas	Playas Marinas	Calixto Ochoa y Su Conjunto	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-2	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='2', raw_track='Playas Marinas'	high	staged_for_review
SRC0002-B0003-REC057	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	SRC0002-B0003-REL006	Colección 100 Exitos – Cuatro Grandes de la Música Tropical	Varios Artistas	Tropical	USB				3	57	Te Llevaré	Te Llevaré	Lisandro Meza y Su Conjunto	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-3	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='3', raw_track='Te Llevaré'	high	staged_for_review
SRC0002-B0003-REC058	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	SRC0002-B0003-REL006	Colección 100 Exitos – Cuatro Grandes de la Música Tropical	Varios Artistas	Tropical	USB				4	58	Celos de Amor	Celos de Amor	Armando Hernández con el Combo Caribe	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-4	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='4', raw_track='Celos de Amor'	high	staged_for_review
SRC0002-B0003-REC059	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	SRC0002-B0003-REL006	Colección 100 Exitos – Cuatro Grandes de la Música Tropical	Varios Artistas	Tropical	USB				5	59	Esta Noche es Mía	Esta Noche es Mía	Alfredo Gutiérrez y Su Conjunto	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-5	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='5', raw_track='Esta Noche es Mía'	high	staged_for_review
SRC0002-B0003-REC060	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	SRC0002-B0003-REL006	Colección 100 Exitos – Cuatro Grandes de la Música Tropical	Varios Artistas	Tropical	USB				6	60	Mata E Caña	Mata E Caña	Calixto Ochoa y Su Conjunto	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-6	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='6', raw_track='Mata E Caña'	high	staged_for_review
SRC0002-B0003-REC061	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	SRC0002-B0003-REL006	Colección 100 Exitos – Cuatro Grandes de la Música Tropical	Varios Artistas	Tropical	USB				7	61	Entre Rejas	Entre Rejas	Lisandro Meza y Su Conjunto	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-7	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='7', raw_track='Entre Rejas'	high	staged_for_review
SRC0002-B0003-REC062	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	SRC0002-B0003-REL006	Colección 100 Exitos – Cuatro Grandes de la Música Tropical	Varios Artistas	Tropical	USB				8	62	La Zenaida	La Zenaida	Armando Hernández con el Combo Caribe	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-8	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='8', raw_track='La Zenaida'	high	staged_for_review
SRC0002-B0003-REC063	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	SRC0002-B0003-REL006	Colección 100 Exitos – Cuatro Grandes de la Música Tropical	Varios Artistas	Tropical	USB				9	63	Dos Mujeres	Dos Mujeres	Alfredo Gutiérrez y Su Conjunto	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-9	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='9', raw_track='Dos Mujeres'	high	staged_for_review
SRC0002-B0003-REC064	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/	SRC0002-B0003-REL006	Colección 100 Exitos – Cuatro Grandes de la Música Tropical	Varios Artistas	Tropical	USB				10	64	Los Sabanales	Los Sabanales	Los Corraleros de Majagual	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-cuatro-grandes-de-la-musica-tropical/#track-10	Discos Fuentes shop product page: release='Colección 100 Exitos – Cuatro Grandes de la Música Tropical', track='10', raw_track='Los Sabanales'	high	staged_for_review
SRC0002-B0003-REC065	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	SRC0002-B0003-REL007	Colección 100 - Homenaje a Toño Fuentes	Toño Fuentes	Tropical	USB				1	65	Cosas Como Tu	Cosas Como Tu	Toño Fuentes	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-1	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='1', raw_track='Cosas Como Tu'	high	staged_for_review
SRC0002-B0003-REC066	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	SRC0002-B0003-REL007	Colección 100 - Homenaje a Toño Fuentes	Toño Fuentes	Tropical	USB				2	66	Huri	Huri	Toño Fuentes	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-2	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='2', raw_track='Huri'	high	staged_for_review
SRC0002-B0003-REC067	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	SRC0002-B0003-REL007	Colección 100 - Homenaje a Toño Fuentes	Toño Fuentes	Tropical	USB				3	67	La Cumparsita	La Cumparsita	Toño Fuentes	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-3	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='3', raw_track='La Cumparsita'	high	staged_for_review
SRC0002-B0003-REC068	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	SRC0002-B0003-REL007	Colección 100 - Homenaje a Toño Fuentes	Toño Fuentes	Tropical	USB				4	68	Mis Flores Negras	Mis Flores Negras	Toño Fuentes	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-4	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='4', raw_track='Mis Flores Negras'	high	staged_for_review
SRC0002-B0003-REC069	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	SRC0002-B0003-REL007	Colección 100 - Homenaje a Toño Fuentes	Toño Fuentes	Tropical	USB				5	69	Ojos Negros	Ojos Negros	Toño Fuentes	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-5	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='5', raw_track='Ojos Negros'	high	staged_for_review
SRC0002-B0003-REC070	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	SRC0002-B0003-REL007	Colección 100 - Homenaje a Toño Fuentes	Toño Fuentes	Tropical	USB				6	70	Perdón	Perdón	Toño Fuentes	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-6	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='6', raw_track='Perdón'	high	staged_for_review
SRC0002-B0003-REC071	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	SRC0002-B0003-REL007	Colección 100 - Homenaje a Toño Fuentes	Toño Fuentes	Tropical	USB				7	71	Prenda del Alma	Prenda del Alma	Toño Fuentes	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-7	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='7', raw_track='Prenda del Alma'	high	staged_for_review
SRC0002-B0003-REC072	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	SRC0002-B0003-REL007	Colección 100 - Homenaje a Toño Fuentes	Toño Fuentes	Tropical	USB				8	72	Prisionero de Tus Brazos	Prisionero de Tus Brazos	Toño Fuentes	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-8	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='8', raw_track='Prisionero de Tus Brazos'	high	staged_for_review
SRC0002-B0003-REC073	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	SRC0002-B0003-REL007	Colección 100 - Homenaje a Toño Fuentes	Toño Fuentes	Tropical	USB				9	73	Pueblito Viejo	Pueblito Viejo	Toño Fuentes	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-9	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='9', raw_track='Pueblito Viejo'	high	staged_for_review
SRC0002-B0003-REC074	SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/	SRC0002-B0003-REL007	Colección 100 - Homenaje a Toño Fuentes	Toño Fuentes	Tropical	USB				10	74	Quiéreme Mucho	Quiéreme Mucho	Toño Fuentes	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-homenaje-a-tono-fuentes/#track-10	Discos Fuentes shop product page: release='Colección 100 - Homenaje a Toño Fuentes', track='10', raw_track='Quiéreme Mucho'	high	staged_for_review
