release_id	canonical_release_title	release_type	label_id	catalog_number	release_year	country	source_id	confidence	review_status	created_at	updated_at
REL000034	Así Se Compone Un Son		LBL000005		1973		SRC0003	high	approved	2026-06-17	2026-06-17
REL000035	Este Es Ismael Miranda		LBL000005		1975		SRC0003	high	approved	2026-06-17	2026-06-17
