recording_id	canonical_recording_title	canonical_song_id	primary_group_id	primary_performer_id	recording_genre_id	release_id	label_id	recording_year	country	language	source_id	confidence	review_status	created_at	updated_at
REC005868	Así Se Compone Un Son	SONG004419		PER000335		REL000034	LBL000005	1973			SRC0003	high	approved	2026-06-17	2026-06-17
REC005869	Nicolás	SONG004420		PER000335		REL000034	LBL000005	1973			SRC0003	high	approved	2026-06-17	2026-06-17
REC005870	Sálvame	SONG004421		PER000335		REL000034	LBL000005	1973			SRC0003	high	approved	2026-06-17	2026-06-17
REC005871	Ahora Sí	SONG004422		PER000335		REL000034	LBL000005	1973			SRC0003	high	approved	2026-06-17	2026-06-17
REC005872	Me Voy Pa' Colombia	SONG004423		PER000335		REL000034	LBL000005	1973			SRC0003	high	approved	2026-06-17	2026-06-17
REC005873	Cuídate Bien	SONG004424		PER000335		REL000034	LBL000005	1973			SRC0003	high	approved	2026-06-17	2026-06-17
REC005874	Mulence	SONG004425		PER000335		REL000034	LBL000005	1973			SRC0003	high	approved	2026-06-17	2026-06-17
REC005875	Las Cuarentas	SONG004426		PER000335		REL000034	LBL000005	1973			SRC0003	high	approved	2026-06-17	2026-06-17
REC005876	Sonerito	SONG004427		PER000335		REL000034	LBL000005	1973			SRC0003	high	approved	2026-06-17	2026-06-17
REC005877	Ahora Que Estoy Sabroso	SONG004428		PER000335		REL000034	LBL000005	1973			SRC0003	high	approved	2026-06-17	2026-06-17
REC005878	La Cosa No Es Como Antes	SONG004429		PER000335		REL000035	LBL000005	1975			SRC0003	high	approved	2026-06-17	2026-06-17
REC005879	Puerto Abandonado	SONG004430		PER000335		REL000035	LBL000005	1975			SRC0003	high	approved	2026-06-17	2026-06-17
REC005880	Yo no Me Quejo	SONG004431		PER000335		REL000035	LBL000005	1975			SRC0003	high	approved	2026-06-17	2026-06-17
REC005881	Cipriano Armenteros	SONG004432		PER000335		REL000035	LBL000005	1975			SRC0003	high	approved	2026-06-17	2026-06-17
REC005882	Madre	SONG004433		PER000335		REL000035	LBL000005	1975			SRC0003	high	approved	2026-06-17	2026-06-17
REC005883	María Luisa	SONG004434		PER000335		REL000035	LBL000005	1975			SRC0003	high	approved	2026-06-17	2026-06-17
REC005884	En Mi Viejo San Juan	SONG004435		PER000335		REL000035	LBL000005	1975			SRC0003	high	approved	2026-06-17	2026-06-17
